NO_OF_FRAMES	2848
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-09-23, 11:35:06.027	122787.41093070
DATA_INCLUDED	3D
MARKER_NAMES	b	a
TRAJECTORY_TYPES	Measured	Measured
b X	b Y	b Z	a X	a Y	a Z	
601.712	81.397	401.352	-478.838	49.024	397.795
601.718	81.388	401.369	-478.860	49.072	397.777
601.718	81.388	401.369	-478.864	49.076	397.796
601.709	81.367	401.378	-478.851	49.078	397.786
601.719	81.354	401.369	-478.844	49.069	397.812
601.719	81.354	401.369	-478.853	49.076	397.803
601.710	81.347	401.377	-478.841	49.071	397.794
601.719	81.328	401.368	-478.840	49.065	397.793
601.721	81.308	401.370	-478.840	49.058	397.794
601.720	81.295	401.368	-478.838	49.045	397.793
601.727	81.272	401.386	-478.825	49.040	397.783
601.726	81.266	401.385	-478.838	49.038	397.793
601.727	81.253	401.385	-478.836	49.018	397.793
601.728	81.239	401.386	-478.832	49.000	397.776
601.728	81.226	401.386	-478.844	48.991	397.786
601.728	81.219	401.385	-478.840	48.974	397.768
601.724	81.208	401.370	-478.830	48.946	397.779
601.723	81.195	401.368	-478.837	48.941	397.768
601.733	81.189	401.360	-478.831	48.912	397.735
601.730	81.172	401.386	-478.830	48.892	397.735
601.733	81.163	401.359	-478.839	48.872	397.729
601.725	81.148	401.369	-478.836	48.845	397.728
601.734	81.136	401.360	-478.845	48.839	397.720
601.734	81.136	401.360	-478.842	48.792	397.721
601.735	81.122	401.360	-478.841	48.792	397.719
601.735	81.116	401.360	-478.837	48.768	397.702
601.727	81.108	401.370	-478.845	48.742	397.695
601.731	81.098	401.345	-478.834	48.721	397.703
601.736	81.089	401.361	-478.839	48.697	397.678
601.737	81.082	401.362	-478.828	48.670	397.687
601.732	81.084	401.346	-478.826	48.664	397.685
601.737	81.082	401.362	-478.825	48.637	397.686
601.738	81.069	401.362	-478.824	48.617	397.687
601.733	81.071	401.346	-478.813	48.603	397.694
601.738	81.069	401.362	-478.811	48.576	397.695
601.738	81.069	401.362	-478.808	48.565	397.677
601.738	81.075	401.363	-478.809	48.542	397.696
601.737	81.076	401.361	-478.800	48.521	397.706
601.743	81.073	401.379	-478.799	48.515	397.705
601.738	81.075	401.363	-478.796	48.488	397.705
601.733	81.079	401.387	-478.773	48.477	397.702
601.741	81.094	401.377	-478.775	48.460	397.721
601.742	81.100	401.378	-478.775	48.460	397.721
601.733	81.099	401.387	-478.775	48.447	397.722
601.732	81.106	401.386	-478.773	48.427	397.722
601.732	81.112	401.387	-478.773	48.427	397.722
601.727	81.114	401.371	-478.760	48.422	397.711
601.731	81.126	401.386	-478.773	48.413	397.723
601.731	81.126	401.386	-478.753	48.406	397.739
601.732	81.139	401.388	-478.749	48.395	397.721
601.731	81.152	401.387	-478.749	48.402	397.720
601.731	81.152	401.387	-478.750	48.402	397.721
601.716	81.160	401.379	-478.740	48.394	397.729
601.722	81.171	401.397	-478.749	48.395	397.721
601.716	81.180	401.379	-478.749	48.381	397.722
601.721	81.191	401.397	-478.750	48.402	397.721
601.716	81.206	401.381	-478.750	48.408	397.720
601.715	81.213	401.379	-478.737	48.411	397.710
601.715	81.219	401.380	-478.728	48.410	397.718
601.714	81.226	401.379	-478.728	48.423	397.718
601.715	81.239	401.381	-478.729	48.430	397.718
601.715	81.239	401.381	-478.726	48.453	397.698
601.714	81.253	401.380	-478.726	48.446	397.699
601.708	81.268	401.364	-478.731	48.464	397.717
601.713	81.266	401.380	-478.728	48.480	397.698
601.707	81.275	401.363	-478.719	48.479	397.706
601.708	81.282	401.363	-478.720	48.499	397.706
601.712	81.287	401.378	-478.718	48.529	397.686
601.706	81.295	401.361	-478.723	48.512	397.709
601.707	81.295	401.363	-478.710	48.555	397.693
601.706	81.295	401.361	-478.712	48.562	397.695
601.707	81.288	401.362	-478.713	48.595	397.693
