NO_OF_FRAMES	2421
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-09-23, 11:38:51.267	123012.64977420
DATA_INCLUDED	3D
MARKER_NAMES	a	b
TRAJECTORY_TYPES	Measured	Measured
a X	a Y	a Z	b X	b Y	b Z	
-480.124	48.554	397.731	601.680	81.120	401.373
-480.112	48.500	397.742	601.666	81.101	401.366
-480.121	48.494	397.733	601.675	81.095	401.356
-480.112	48.458	397.759	601.667	81.074	401.367
-480.114	48.421	397.780	601.676	81.069	401.357
-480.118	48.398	397.753	601.677	81.048	401.359
-480.110	48.361	397.781	601.677	81.042	401.358
-480.109	48.347	397.781	601.692	81.028	401.365
-480.110	48.318	397.800	601.684	81.006	401.376
-480.096	48.293	397.790	601.688	81.003	401.350
-480.094	48.280	397.790	601.694	80.994	401.367
-480.098	48.250	397.811	601.695	80.981	401.368
-480.093	48.260	397.790	601.704	80.982	401.359
-480.092	48.233	397.791	601.704	80.982	401.359
-480.090	48.220	397.790	601.709	80.980	401.375
-480.080	48.206	397.799	601.717	80.962	401.363
-480.089	48.213	397.790	601.704	80.955	401.358
-480.088	48.186	397.791	601.718	80.955	401.365
-480.089	48.193	397.791	601.714	80.950	401.350
-480.102	48.191	397.802	601.714	80.956	401.351
-480.086	48.196	397.773	601.714	80.950	401.350
-480.088	48.180	397.792	601.709	80.960	401.374
-480.089	48.193	397.791	601.713	80.963	401.350
-480.077	48.186	397.798	601.705	80.975	401.360
-480.092	48.190	397.810	601.710	80.967	401.375
-480.080	48.206	397.799	601.710	80.980	401.377
-480.081	48.219	397.798	601.700	80.985	401.385
-480.091	48.227	397.790	601.704	80.988	401.360
-480.082	48.239	397.798	601.695	80.994	401.369
-480.079	48.256	397.779	601.686	81.006	401.378
-480.084	48.266	397.798	601.685	81.013	401.377
-480.092	48.283	397.772	601.684	81.026	401.376
-480.083	48.309	397.778	601.683	81.039	401.376
-480.084	48.329	397.778	601.682	81.053	401.373
-480.100	48.347	397.789	601.681	81.073	401.374
-480.088	48.363	397.778	601.667	81.074	401.367
-480.077	48.405	397.766	601.666	81.101	401.366
-480.074	48.435	397.746	601.671	81.105	401.382
-480.092	48.443	397.776	601.670	81.112	401.381
-480.081	48.472	397.765	601.670	81.132	401.382
-480.089	48.516	397.736	601.669	81.139	401.380
-480.084	48.526	397.764	601.664	81.154	401.366
-480.078	48.544	397.726	601.668	81.172	401.380
-480.083	48.569	397.743	601.677	81.180	401.372
-480.082	48.611	397.724	601.677	81.193	401.372
-480.074	48.638	397.731	601.662	81.208	401.364
-480.086	48.665	397.723	601.666	81.219	401.380
-480.077	48.691	397.730	601.661	81.227	401.365
-480.068	48.711	397.737	601.667	81.232	401.381
-480.080	48.738	397.729	601.666	81.245	401.381
-480.071	48.758	397.736	601.666	81.259	401.381
-480.064	48.757	397.747	601.659	81.281	401.363
-480.065	48.798	397.744	601.669	81.282	401.356
-480.057	48.810	397.753	601.665	81.279	401.381
-480.070	48.822	397.763	601.664	81.299	401.379
-480.059	48.844	397.752	601.659	81.301	401.363
-480.065	48.861	397.772	601.664	81.306	401.380
-480.061	48.891	397.751	601.658	81.321	401.364
-480.063	48.891	397.752	601.663	81.319	401.380
-480.065	48.909	397.768	601.663	81.332	401.379
-480.054	48.911	397.759	601.657	81.341	401.362
-480.055	48.910	397.760	601.658	81.334	401.363
-480.057	48.921	397.777	601.661	81.333	401.377
-480.059	48.921	397.778	601.671	81.341	401.369
-480.049	48.927	397.785	601.672	81.340	401.371
-480.047	48.914	397.785	601.666	81.343	401.353
-480.049	48.921	397.786	601.667	81.336	401.354
-480.054	48.917	397.759	601.667	81.336	401.354
-480.053	48.924	397.757	601.671	81.341	401.369
-480.045	48.923	397.766	601.668	81.315	401.356
-480.054	48.904	397.760	601.673	81.307	401.371
-480.053	48.904	397.758	601.673	81.307	401.371
-480.042	48.897	397.766	601.674	81.293	401.372
-480.032	48.883	397.775	601.674	81.280	401.372
-480.037	48.866	397.748	601.674	81.280	401.372
-480.020	48.849	397.782	601.680	81.265	401.388
-480.027	48.852	397.757	601.689	81.266	401.380
-480.023	48.828	397.740	601.680	81.245	401.388
-480.028	48.823	397.775	601.684	81.242	401.362
-480.024	48.798	397.758	601.689	81.246	401.379
-480.010	48.801	397.746	601.690	81.226	401.379
-480.022	48.785	397.757	601.690	81.213	401.379
-480.012	48.751	397.768	601.690	81.206	401.378
-480.020	48.752	397.758	601.691	81.193	401.379
-480.016	48.741	397.740	601.692	81.186	401.380
-480.016	48.714	397.743	601.692	81.172	401.381
-480.022	48.696	397.717	601.692	81.159	401.379
-480.027	48.678	397.754	601.693	81.153	401.380
-480.023	48.681	397.735	601.692	81.146	401.379
-480.018	48.670	397.716	601.688	81.135	401.364
-480.018	48.657	397.716	601.693	81.126	401.379
-480.020	48.627	397.736	601.689	81.128	401.365
-480.015	48.630	397.716	601.690	81.114	401.365
-480.014	48.596	397.718	601.694	81.106	401.381
-480.018	48.593	397.737	601.689	81.108	401.365
-480.013	48.583	397.717	601.695	81.099	401.382
-480.002	48.576	397.725	601.690	81.094	401.365
-479.992	48.555	397.734	601.691	81.094	401.367
-480.001	48.556	397.725	601.691	81.087	401.366
-479.994	48.539	397.753	601.691	81.087	401.366
-479.995	48.546	397.753	601.685	81.096	401.349
-479.992	48.528	397.736	601.690	81.094	401.365
-479.990	48.522	397.734	601.690	81.088	401.364
-479.981	48.528	397.743	601.681	81.093	401.374
-479.980	48.514	397.744	601.689	81.101	401.364
-479.979	48.494	397.744	601.676	81.095	401.358
-479.970	48.507	397.751	601.676	81.095	401.358
-479.980	48.514	397.744	601.680	81.100	401.373
-479.970	48.494	397.752	601.680	81.100	401.373
-479.970	48.487	397.753	601.685	81.098	401.389
-479.960	48.480	397.761	601.679	81.113	401.372
-479.960	48.473	397.762	601.679	81.113	401.372
-479.960	48.493	397.760	601.694	81.119	401.380
-479.959	48.487	397.760	601.685	81.124	401.390
-479.945	48.489	397.748	601.684	81.125	401.388
-479.949	48.479	397.768	601.684	81.131	401.389
-479.936	48.482	397.757	601.683	81.138	401.387
-479.943	48.505	397.729	601.683	81.145	401.388
-479.936	48.488	397.756	601.683	81.158	401.388
-479.934	48.491	397.739	601.687	81.168	401.364
-479.925	48.511	397.746	601.678	81.167	401.373
-479.936	48.524	397.738	601.691	81.179	401.379
-479.927	48.517	397.748	601.682	81.185	401.387
-479.926	48.524	397.747	601.692	81.186	401.380
-479.913	48.533	397.735	601.691	81.199	401.380
-479.914	48.553	397.734	601.681	81.205	401.387
-479.916	48.559	397.735	601.690	81.213	401.379
-479.916	48.559	397.735	601.690	81.226	401.379
-479.907	48.572	397.743	601.685	81.228	401.363
-479.905	48.582	397.725	601.690	81.233	401.380
-479.910	48.592	397.744	601.685	81.241	401.364
-479.907	48.608	397.725	601.684	81.248	401.363
-479.908	48.628	397.725	601.680	81.258	401.388
-479.899	48.641	397.733	601.689	81.259	401.379
-479.903	48.645	397.750	601.683	81.275	401.362
-479.892	48.647	397.743	601.683	81.275	401.362
-479.892	48.667	397.741	601.674	81.267	401.370
-479.893	48.681	397.741	601.683	81.275	401.362
-479.881	48.696	397.730	601.683	81.275	401.362
-479.884	48.714	397.747	601.683	81.275	401.362
-479.886	48.734	397.746	601.674	81.280	401.372
-479.865	48.720	397.762	601.682	81.288	401.362
-479.863	48.736	397.743	601.683	81.275	401.362
-479.864	48.749	397.744	601.683	81.281	401.363
-479.855	48.749	397.752	601.684	81.268	401.364
-479.851	48.745	397.733	601.684	81.268	401.364
-479.845	48.762	397.758	601.681	81.258	401.390
-479.845	48.769	397.757	601.684	81.268	401.364
-479.845	48.762	397.758	601.684	81.268	401.364
-479.846	48.768	397.759	601.684	81.268	401.364
-479.837	48.768	397.767	601.684	81.261	401.363
-479.840	48.779	397.785	601.689	81.253	401.378
-479.834	48.784	397.748	601.685	81.255	401.364
-479.838	48.795	397.766	601.675	81.247	401.372
-479.824	48.784	397.756	601.689	81.240	401.378
-479.829	48.787	397.775	601.680	81.238	401.387
-479.826	48.783	397.757	601.689	81.240	401.378
-479.825	48.790	397.756	601.679	81.239	401.385
-479.829	48.794	397.775	601.689	81.233	401.378
-479.816	48.783	397.766	601.689	81.227	401.377
-479.817	48.796	397.765	601.684	81.228	401.361
-479.827	48.803	397.757	601.690	81.220	401.378
-479.807	48.782	397.774	601.689	81.213	401.377
-479.827	48.803	397.757	601.685	81.208	401.362
-479.829	48.794	397.775	601.690	81.206	401.378
-479.817	48.796	397.765	601.686	81.195	401.363
-479.817	48.810	397.764	601.685	81.208	401.362
-479.813	48.806	397.745	601.690	81.206	401.378
-479.816	48.790	397.765	601.686	81.195	401.363
-479.816	48.796	397.763	601.686	81.195	401.363
-479.813	48.813	397.744	601.686	81.195	401.363
-479.820	48.800	397.783	601.686	81.195	401.363
-479.816	48.803	397.764	601.692	81.192	401.381
-479.813	48.813	397.744	601.687	81.194	401.365
-479.807	48.809	397.771	601.691	81.199	401.380
-479.807	48.809	397.771	601.691	81.193	401.379
-479.817	48.823	397.762	601.699	81.207	401.369
-479.805	48.812	397.754	601.699	81.207	401.369
-479.795	48.818	397.761	601.700	81.194	401.370
-479.795	48.818	397.761	601.700	81.201	401.371
-479.795	48.838	397.760	601.699	81.207	401.369
-479.796	48.838	397.761	601.700	81.214	401.370
-479.787	48.838	397.769	601.699	81.221	401.369
-479.797	48.845	397.761	601.699	81.221	401.369
-479.788	48.851	397.769	601.699	81.227	401.370
-479.788	48.858	397.769	601.690	81.233	401.380
-479.779	48.864	397.776	601.690	81.233	401.380
-479.792	48.875	397.786	601.689	81.246	401.379
-479.780	48.884	397.776	601.698	81.247	401.370
-479.780	48.891	397.775	601.690	81.259	401.381
-479.780	48.904	397.775	601.684	81.268	401.364
-479.767	48.893	397.765	601.698	81.267	401.371
-479.772	48.917	397.782	601.689	81.272	401.380
-479.772	48.917	397.782	601.683	81.281	401.363
-479.773	48.924	397.783	601.690	81.279	401.381
-479.763	48.923	397.791	601.684	81.294	401.365
-479.764	48.930	397.791	601.689	81.292	401.381
-479.767	48.941	397.808	601.683	81.308	401.364
-479.754	48.950	397.796	601.674	81.326	401.374
-479.755	48.943	397.799	601.677	81.337	401.348
-479.755	48.943	397.799	601.679	81.331	401.390
-479.745	48.956	397.805	601.673	81.340	401.373
-479.746	48.956	397.807	601.688	81.346	401.381
-479.746	48.949	397.806	601.673	81.346	401.374
-479.732	48.938	397.796	601.672	81.360	401.372
-479.736	48.949	397.814	601.672	81.367	401.372
-479.733	48.958	397.795	601.672	81.360	401.372
-479.723	48.944	397.804	601.657	81.361	401.364
-479.722	48.931	397.804	601.657	81.361	401.364
-479.710	48.919	397.796	601.643	81.361	401.357
-479.696	48.915	397.785	601.635	81.347	401.367
-479.677	48.907	397.801	601.625	81.352	401.374
-479.663	48.896	397.791	601.611	81.353	401.367
-479.630	48.884	397.797	601.583	81.341	401.354
-479.595	48.867	397.786	601.559	81.334	401.355
-479.547	48.844	397.780	601.527	81.325	401.365
-479.506	48.837	397.795	601.496	81.317	401.377
-479.429	48.808	397.798	601.452	81.319	401.354
-479.371	48.800	397.784	601.391	81.319	401.350
-479.270	48.772	397.783	601.330	81.311	401.346
-479.172	48.792	397.781	601.255	81.305	401.335
-479.056	48.782	397.752	601.171	81.311	401.332
-478.910	48.772	397.745	601.058	81.304	401.316
-478.766	48.774	397.739	600.935	81.311	401.306
-478.594	48.768	397.758	600.809	81.306	401.324
-478.418	48.772	397.758	600.654	81.310	401.325
-478.215	48.760	397.785	600.498	81.321	401.327
-477.998	48.764	397.800	600.306	81.332	401.324
-477.746	48.779	397.801	600.089	81.336	401.321
-477.479	48.785	397.775	599.869	81.341	401.305
-477.193	48.814	397.779	599.614	81.345	401.296
-476.889	48.824	397.787	599.343	81.359	401.308
-476.564	48.827	397.810	599.051	81.363	401.296
-476.228	48.852	397.822	598.731	81.370	401.307
-475.850	48.883	397.801	598.386	81.395	401.282
-475.466	48.914	397.791	598.026	81.416	401.286
-475.064	48.934	397.814	597.637	81.427	401.306
-474.642	48.963	397.838	597.237	81.436	401.294
-474.199	48.999	397.812	596.806	81.429	401.293
-473.730	49.026	397.815	596.373	81.449	401.292
-473.250	49.059	397.825	595.902	81.461	401.245
-472.742	49.104	397.810	595.414	81.458	401.257
-472.207	49.176	397.757	594.926	81.462	401.270
-471.669	49.235	397.750	594.405	81.456	401.253
-471.113	49.265	397.717	593.865	81.454	401.254
-470.547	49.344	397.671	593.331	81.467	401.243
-469.954	49.398	397.732	592.765	81.477	401.204
-469.348	49.448	397.722	592.183	81.465	401.225
-468.725	49.501	397.744	591.585	81.452	401.197
-468.100	49.543	397.752	590.987	81.448	401.210
-467.453	49.594	397.758	590.371	81.419	401.202
-466.810	49.641	397.783	589.743	81.403	401.198
-466.131	49.699	397.749	589.092	81.367	401.197
-465.439	49.729	397.770	588.443	81.336	401.200
-464.738	49.802	397.733	587.792	81.299	401.202
-464.020	49.864	397.731	587.132	81.285	401.174
-463.311	49.919	397.722	586.459	81.253	401.181
-462.588	49.991	397.702	585.774	81.239	401.155
-461.867	50.035	397.687	585.102	81.207	401.165
-461.129	50.068	397.706	584.408	81.178	401.149
-460.403	50.106	397.736	583.715	81.141	401.135
-459.674	50.133	397.749	583.011	81.111	401.129
-458.944	50.153	397.762	582.290	81.064	401.141
-458.234	50.174	397.761	581.571	80.994	401.127
-457.504	50.187	397.777	580.868	80.950	401.122
-456.763	50.187	397.800	580.155	80.911	401.129
-456.023	50.171	397.780	579.437	80.867	401.119
-455.287	50.174	397.778	578.725	80.834	401.126
-454.563	50.174	397.787	578.000	80.819	401.101
-453.836	50.156	397.779	577.295	80.781	401.100
-453.119	50.159	397.762	576.570	80.745	401.075
-452.393	50.146	397.771	575.830	80.688	401.112
-451.680	50.145	397.729	575.091	80.633	401.088
-450.961	50.127	397.715	574.368	80.572	401.107
-450.218	50.118	397.697	573.628	80.536	401.078
-449.491	50.078	397.711	572.904	80.488	401.097
-448.769	50.081	397.693	572.175	80.455	401.103
-448.049	50.042	397.684	571.465	80.425	401.091
-447.331	50.036	397.687	570.740	80.375	401.072
-446.609	50.011	397.675	570.019	80.336	401.070
-445.889	49.971	397.681	569.288	80.297	401.075
-445.160	49.943	397.696	568.552	80.219	401.064
-444.438	49.918	397.685	567.823	80.183	401.043
-443.706	49.899	397.683	567.083	80.133	401.021
-443.003	49.882	397.657	566.351	80.106	401.027
-442.282	49.848	397.666	565.620	80.057	400.999
-441.567	49.823	397.648	564.896	80.038	400.998
-440.833	49.798	397.648	564.172	79.998	400.959
-440.112	49.763	397.658	563.456	79.963	400.977
-439.403	49.763	397.660	562.703	79.918	400.964
-438.689	49.738	397.646	561.965	79.866	400.959
-437.954	49.732	397.646	561.234	79.809	400.942
-437.239	49.700	397.633	560.506	79.758	400.931
-436.527	49.686	397.636	559.781	79.752	400.934
-435.798	49.663	397.614	559.052	79.714	400.923
-435.077	49.675	397.625	558.334	79.692	400.945
-434.349	49.671	397.604	557.598	79.669	400.919
-433.633	49.659	397.592	556.888	79.642	400.932
-432.930	49.666	397.588	556.169	79.621	400.887
-432.204	49.653	397.586	555.430	79.590	400.926
-431.482	49.644	397.601	554.699	79.559	400.918
-430.767	49.659	397.592	553.958	79.512	400.917
-430.066	49.662	397.607	553.226	79.461	400.907
-429.355	49.681	397.616	552.500	79.427	400.916
-428.643	49.706	397.623	551.763	79.403	400.894
-427.947	49.728	397.599	551.036	79.389	400.904
-427.244	49.754	397.599	550.313	79.371	400.891
-426.543	49.766	397.603	549.583	79.375	400.861
-425.845	49.789	397.624	548.861	79.357	400.849
-425.155	49.799	397.637	548.136	79.340	400.835
-424.450	49.840	397.622	547.405	79.337	400.807
-423.756	49.886	397.616	546.681	79.312	400.795
-423.056	49.923	397.577	545.939	79.278	400.802
-422.361	49.971	397.615	545.208	79.264	400.812
-421.665	50.032	397.593	544.489	79.217	400.815
-420.984	50.104	397.596	543.762	79.206	400.804
-420.293	50.161	397.609	543.033	79.191	400.819
-419.609	50.228	397.642	542.308	79.179	400.811
-418.925	50.274	397.632	541.578	79.171	400.826
-418.237	50.337	397.649	540.843	79.157	400.828
-417.563	50.397	397.630	540.117	79.152	400.821
-416.877	50.452	397.605	539.393	79.156	400.789
-416.201	50.499	397.633	538.666	79.157	400.783
-415.512	50.568	397.606	537.935	79.170	400.736
-414.828	50.634	397.599	537.222	79.164	400.736
-414.134	50.692	397.600	536.503	79.166	400.721
-413.448	50.786	397.588	535.771	79.155	400.702
-412.752	50.865	397.588	535.039	79.146	400.722
-412.062	50.934	397.608	534.281	79.141	400.706
-411.376	50.993	397.602	533.556	79.129	400.744
-410.694	51.056	397.614	532.820	79.085	400.723
-410.012	51.092	397.629	532.098	79.077	400.737
-409.317	51.169	397.587	531.376	79.086	400.724
-408.625	51.211	397.610	530.650	79.069	400.698
-407.930	51.261	397.572	529.933	79.049	400.691
-407.242	51.306	397.570	529.195	79.078	400.674
-406.555	51.371	397.567	528.476	79.066	400.667
-405.881	51.434	397.573	527.732	79.090	400.635
-405.197	51.483	397.589	527.008	79.088	400.652
-404.518	51.556	397.577	526.275	79.092	400.614
-403.851	51.587	397.622	525.564	79.083	400.635
-403.167	51.648	397.594	524.837	79.099	400.616
-402.504	51.662	397.614	524.114	79.113	400.610
-401.834	51.707	397.598	523.402	79.108	400.596
-401.166	51.731	397.645	522.695	79.108	400.597
-400.499	51.766	397.602	521.973	79.102	400.593
-399.837	51.785	397.580	521.220	79.097	400.577
-399.167	51.808	397.582	520.479	79.081	400.591
-398.513	51.834	397.551	519.741	79.075	400.582
-397.853	51.837	397.547	519.013	79.032	400.600
-397.197	51.843	397.517	518.279	79.022	400.569
-396.540	51.830	397.532	517.569	79.022	400.572
-395.874	51.835	397.511	516.848	79.025	400.547
-395.221	51.812	397.545	516.142	79.011	400.554
-394.579	51.829	397.525	515.436	79.020	400.537
-393.936	51.793	397.553	514.714	78.999	400.539
-393.275	51.787	397.567	513.999	78.986	400.532
-392.638	51.793	397.523	513.287	78.939	400.526
-391.992	51.778	397.549	512.582	78.937	400.548
-391.345	51.761	397.530	511.857	78.920	400.514
-390.710	51.739	397.549	511.170	78.903	400.546
-390.064	51.724	397.576	510.437	78.889	400.495
-389.420	51.713	397.561	509.726	78.850	400.532
-388.784	51.705	397.580	508.996	78.801	400.493
-388.143	51.699	397.582	508.284	78.773	400.501
-387.503	51.692	397.585	507.562	78.728	400.481
-386.865	51.662	397.562	506.852	78.705	400.495
-386.229	51.660	397.583	506.161	78.686	400.490
-385.583	51.629	397.571	505.473	78.669	400.461
-384.942	51.629	397.575	504.772	78.652	400.438
-384.295	51.627	397.604	504.066	78.619	400.429
-383.658	51.616	397.583	503.364	78.578	400.433
-383.027	51.603	397.581	502.633	78.537	400.429
-382.389	51.574	397.605	501.927	78.486	400.458
-381.756	51.554	397.603	501.213	78.422	400.433
-381.114	51.547	397.609	500.527	78.366	400.446
-380.476	51.537	397.590	499.816	78.351	400.401
-379.834	51.530	397.598	499.139	78.317	400.406
-379.177	51.525	397.596	498.425	78.272	400.385
-378.534	51.504	397.606	497.738	78.230	400.400
-377.897	51.500	397.588	497.038	78.191	400.386
-377.264	51.493	397.589	496.340	78.158	400.373
-376.631	51.493	397.589	495.637	78.116	400.384
-375.992	51.482	397.573	494.921	78.077	400.364
-375.335	51.484	397.574	494.215	77.992	400.398
-374.702	51.483	397.576	493.500	77.956	400.353
-374.045	51.478	397.579	492.811	77.920	400.371
-373.410	51.484	397.580	492.104	77.902	400.345
-372.757	51.495	397.556	491.425	77.881	400.356
-372.122	51.495	397.559	490.727	77.844	400.321
-371.494	51.518	397.535	490.033	77.809	400.327
-370.860	51.524	397.539	489.331	77.769	400.317
-370.213	51.552	397.535	488.626	77.733	400.332
-369.565	51.560	397.531	487.910	77.696	400.355
-368.916	51.589	397.525	487.209	77.629	400.347
-368.282	51.602	397.531	486.495	77.601	400.346
-367.643	51.644	397.518	485.802	77.569	400.328
-367.019	51.678	397.514	485.114	77.542	400.327
-366.370	51.699	397.512	484.415	77.518	400.297
-365.741	51.702	397.538	483.728	77.477	400.297
-365.121	51.740	397.552	483.028	77.453	400.267
-364.497	51.766	397.551	482.323	77.416	400.288
-363.878	51.784	397.569	481.614	77.397	400.270
-363.249	51.819	397.551	480.917	77.367	400.281
-362.624	51.852	397.550	480.207	77.335	400.263
-361.990	51.892	397.559	479.502	77.274	400.257
-361.350	51.927	397.550	478.796	77.247	400.253
-360.725	51.973	397.550	478.091	77.233	400.250
-360.086	52.015	397.542	477.393	77.210	400.264
-359.446	52.056	397.535	476.706	77.198	400.244
-358.830	52.097	397.528	476.010	77.185	400.234
-358.191	52.158	397.520	475.332	77.168	400.204
-357.560	52.207	397.505	474.636	77.148	400.195
-356.915	52.266	397.523	473.915	77.134	400.190
-356.284	52.302	397.552	473.216	77.110	400.207
-355.649	52.341	397.565	472.510	77.102	400.208
-355.023	52.373	397.569	471.822	77.103	400.192
-354.397	52.426	397.573	471.119	77.091	400.171
-353.763	52.464	397.588	470.415	77.056	400.175
-353.122	52.505	397.585	469.690	77.018	400.197
-352.489	52.567	397.571	468.976	76.984	400.185
-351.857	52.622	397.558	468.280	76.980	400.154
-351.231	52.682	397.564	467.593	76.998	400.115
-350.599	52.730	397.552	466.911	76.983	400.117
-349.968	52.798	397.541	466.204	76.981	400.123
-349.344	52.855	397.563	465.512	76.958	400.135
-348.697	52.905	397.545	464.803	76.956	400.140
-348.065	52.947	397.578	464.122	76.951	400.119
-347.432	52.988	397.570	463.434	76.951	400.109
-346.818	53.018	397.587	462.751	76.950	400.114
-346.187	53.059	397.580	462.037	76.959	400.081
-345.559	53.098	397.590	461.326	76.940	400.115
-344.924	53.132	397.582	460.612	76.932	400.112
-344.291	53.193	397.574	459.932	76.933	400.094
-343.672	53.225	397.577	459.235	76.941	400.071
-343.042	53.269	397.544	458.520	76.957	400.041
-342.422	53.301	397.547	457.811	76.940	400.054
-341.793	53.339	397.559	457.082	76.921	400.083
