NO_OF_FRAMES	2735
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-09-23, 11:30:45.442	122526.82566200
DATA_INCLUDED	3D
MARKER_NAMES	a	b
TRAJECTORY_TYPES	Measured	Measured
a X	a Y	a Z	b X	b Y	b Z	
-482.008	48.629	397.751	601.701	81.174	401.372
-482.001	48.619	397.777	601.702	81.167	401.373
-482.007	48.636	397.750	601.712	81.175	401.365
-481.991	48.632	397.784	601.711	81.168	401.364
-482.002	48.626	397.778	601.707	81.170	401.350
-482.001	48.612	397.778	601.716	81.166	401.380
-481.989	48.619	397.783	601.711	81.168	401.364
-481.986	48.608	397.766	601.716	81.166	401.380
-481.986	48.615	397.765	601.716	81.166	401.380
-481.986	48.608	397.766	601.717	81.159	401.381
-481.990	48.598	397.786	601.717	81.153	401.380
-481.974	48.588	397.773	601.722	81.157	401.397
-481.978	48.585	397.792	601.717	81.153	401.380
-481.984	48.574	397.767	601.717	81.146	401.380
-481.973	48.561	397.774	601.717	81.140	401.379
-481.981	48.528	397.816	601.708	81.138	401.388
-481.982	48.548	397.767	601.708	81.132	401.389
-481.981	48.534	397.767	601.718	81.133	401.380
-481.995	48.512	397.781	601.717	81.126	401.379
-481.994	48.505	397.780	601.709	81.118	401.389
-481.983	48.484	397.789	601.713	81.115	401.364
-481.983	48.471	397.789	601.703	81.121	401.371
-481.994	48.462	397.799	601.703	81.114	401.370
-481.981	48.451	397.790	601.704	81.100	401.373
-482.004	48.442	397.793	601.704	81.100	401.373
-481.994	48.428	397.802	601.699	81.102	401.357
-481.995	48.406	397.820	601.700	81.089	401.357
-482.002	48.402	397.795	601.699	81.096	401.356
-482.001	48.402	397.793	601.700	81.082	401.357
-482.000	48.389	397.794	601.700	81.082	401.357
-482.010	48.383	397.787	601.705	81.080	401.373
-482.012	48.360	397.805	601.700	81.082	401.357
-482.011	48.346	397.806	601.700	81.082	401.357
-482.000	48.333	397.813	601.690	81.068	401.364
-482.009	48.333	397.805	601.699	81.069	401.355
-481.987	48.321	397.804	601.699	81.069	401.355
-481.998	48.319	397.812	601.699	81.069	401.355
-481.999	48.306	397.815	601.700	81.062	401.356
-481.995	48.302	397.795	601.699	81.069	401.355
-481.994	48.295	397.795	601.705	81.054	401.371
-481.994	48.288	397.796	601.704	81.061	401.370
-481.983	48.281	397.802	601.705	81.060	401.372
-481.982	48.268	397.803	601.699	81.069	401.355
-481.982	48.275	397.802	601.704	81.067	401.371
-481.981	48.261	397.803	601.705	81.054	401.371
-481.971	48.247	397.811	601.705	81.054	401.371
-481.970	48.241	397.811	601.711	81.045	401.389
-481.971	48.241	397.812	601.710	81.058	401.388
-481.957	48.236	397.800	601.705	81.054	401.371
-481.969	48.234	397.810	601.704	81.067	401.371
-481.968	48.228	397.810	601.705	81.060	401.372
-481.958	48.220	397.818	601.710	81.058	401.388
-481.962	48.224	397.837	601.705	81.067	401.373
-481.956	48.223	397.801	601.710	81.072	401.388
-481.956	48.223	397.801	601.705	81.080	401.373
-481.946	48.229	397.808	601.704	81.074	401.372
-481.956	48.223	397.801	601.705	81.080	401.373
-481.947	48.215	397.810	601.710	81.078	401.389
-481.947	48.222	397.809	601.704	81.087	401.371
-481.946	48.216	397.808	601.704	81.087	401.371
-481.948	48.229	397.809	601.694	81.093	401.379
-481.947	48.215	397.810	601.694	81.099	401.380
-481.948	48.222	397.810	601.697	81.109	401.354
-481.938	48.228	397.818	601.697	81.109	401.354
-481.936	48.238	397.799	601.703	81.114	401.370
-481.935	48.244	397.798	601.694	81.113	401.379
-481.930	48.248	397.826	601.697	81.129	401.354
-481.940	48.255	397.818	601.702	81.127	401.370
-481.927	48.264	397.806	601.702	81.134	401.371
-481.939	48.278	397.799	601.701	81.141	401.370
-481.928	48.277	397.806	601.702	81.147	401.370
-481.929	48.277	397.807	601.702	81.147	401.370
-481.930	48.304	397.806	601.696	81.163	401.354
-481.918	48.306	397.796	601.695	81.176	401.354
-481.929	48.327	397.787	601.701	81.181	401.370
-481.923	48.337	397.814	601.696	81.189	401.355
-481.921	48.346	397.795	601.696	81.189	401.355
-481.922	48.366	397.795	601.700	81.194	401.370
-481.911	48.389	397.785	601.708	81.209	401.361
-481.903	48.401	397.794	601.694	81.216	401.354
-481.914	48.429	397.784	601.694	81.229	401.354
-481.905	48.442	397.792	601.699	81.227	401.370
-481.906	48.462	397.792	601.699	81.234	401.371
-481.904	48.491	397.772	601.694	81.236	401.355
-481.892	48.507	397.761	601.698	81.247	401.370
-481.881	48.549	397.749	601.698	81.247	401.370
-481.872	48.556	397.756	601.694	81.256	401.355
-481.873	48.576	397.756	601.699	81.254	401.371
-481.875	48.589	397.757	601.698	81.267	401.371
-481.863	48.625	397.744	601.699	81.260	401.372
-481.864	48.631	397.744	601.698	81.267	401.371
-481.865	48.658	397.743	601.694	81.262	401.356
-481.861	48.668	397.771	601.693	81.276	401.356
-481.862	48.695	397.770	601.693	81.282	401.356
-481.862	48.709	397.769	601.689	81.272	401.380
-481.853	48.729	397.776	601.698	81.274	401.371
-481.846	48.734	397.786	601.689	81.272	401.380
-481.842	48.758	397.764	601.689	81.272	401.380
-481.843	48.764	397.764	601.699	81.267	401.373
-481.834	48.784	397.771	601.690	81.259	401.381
-481.820	48.786	397.759	601.690	81.259	401.381
-481.824	48.790	397.778	601.691	81.246	401.381
-481.822	48.793	397.761	601.700	81.247	401.372
-481.811	48.786	397.769	601.690	81.239	401.380
-481.811	48.779	397.768	601.691	81.232	401.382
-481.801	48.765	397.777	601.692	81.219	401.382
-481.796	48.761	397.758	601.705	81.219	401.387
-481.797	48.727	397.762	601.691	81.199	401.380
-481.804	48.714	397.753	601.692	81.192	401.381
-481.804	48.701	397.753	601.692	81.172	401.381
-481.803	48.674	397.755	601.707	81.165	401.389
-481.798	48.643	397.738	601.702	81.140	401.372
-481.794	48.617	397.784	601.693	81.133	401.380
-481.798	48.593	397.757	601.690	81.114	401.365
-481.806	48.567	397.750	601.698	81.109	401.356
-481.809	48.531	397.771	601.699	81.096	401.356
-481.809	48.481	397.791	601.705	81.080	401.373
-481.816	48.455	397.782	601.690	81.068	401.364
-481.807	48.412	397.809	601.706	81.047	401.373
-481.810	48.375	397.830	601.716	81.028	401.365
-481.809	48.334	397.785	601.716	81.015	401.364
-481.800	48.304	397.811	601.717	81.008	401.365
-481.811	48.269	397.823	601.723	80.986	401.383
-481.804	48.238	397.803	601.733	80.967	401.373
-481.812	48.219	397.795	601.727	80.956	401.356
-481.809	48.165	397.796	601.727	80.956	401.356
-481.810	48.136	397.814	601.728	80.943	401.356
-481.805	48.098	397.798	601.728	80.929	401.357
-481.809	48.088	397.770	601.729	80.916	401.357
-481.797	48.040	397.779	601.729	80.909	401.356
-481.795	48.007	397.780	601.734	80.901	401.371
-481.784	47.959	397.791	601.734	80.887	401.372
-481.788	47.929	397.765	601.720	80.882	401.364
-481.775	47.904	397.756	601.721	80.875	401.365
-481.772	47.877	397.756	601.727	80.866	401.382
-481.758	47.839	397.747	601.726	80.866	401.380
-481.765	47.813	397.739	601.727	80.852	401.383
-481.750	47.802	397.727	601.717	80.845	401.389
-481.750	47.768	397.730	601.727	80.839	401.381
-481.751	47.752	397.747	601.718	80.832	401.389
-481.756	47.722	397.723	601.712	80.840	401.372
-481.746	47.714	397.731	601.727	80.833	401.380
-481.752	47.718	397.704	601.727	80.833	401.380
-481.742	47.710	397.711	601.726	80.846	401.380
-481.742	47.717	397.710	601.727	80.846	401.382
-481.742	47.697	397.713	601.727	80.846	401.382
-481.730	47.719	397.701	601.735	80.854	401.372
-481.730	47.719	397.701	601.732	80.857	401.398
-481.736	47.743	397.720	601.727	80.859	401.382
-481.737	47.770	397.719	601.734	80.881	401.371
-481.728	47.790	397.726	601.735	80.881	401.373
-481.729	47.803	397.727	601.734	80.901	401.371
-481.731	47.843	397.725	601.735	80.900	401.373
-481.733	47.857	397.726	601.742	80.922	401.363
-481.735	47.890	397.725	601.743	80.929	401.364
-481.729	47.907	397.750	601.733	80.941	401.372
-481.735	47.945	397.768	601.733	80.941	401.372
-481.740	47.989	397.784	601.733	80.961	401.373
-481.736	48.020	397.810	601.731	80.987	401.372
-481.744	48.057	397.783	601.722	80.993	401.381
-481.746	48.090	397.782	601.722	81.006	401.381
-481.742	48.120	397.808	601.717	81.015	401.366
-481.745	48.167	397.807	601.712	81.032	401.389
-481.744	48.210	397.788	601.716	81.041	401.365
-481.751	48.248	397.806	601.705	81.067	401.373
-481.750	48.290	397.787	601.706	81.073	401.374
-481.756	48.328	397.805	601.699	81.089	401.355
-481.750	48.367	397.813	601.704	81.094	401.372
-481.750	48.417	397.795	601.703	81.107	401.372
-481.740	48.452	397.784	601.702	81.127	401.370
-481.743	48.506	397.783	601.697	81.136	401.355
-481.723	48.528	397.780	601.701	81.167	401.371
-481.721	48.591	397.758	601.700	81.168	401.369
-481.714	48.617	397.767	601.701	81.181	401.370
-481.704	48.646	397.757	601.700	81.194	401.370
-481.705	48.687	397.753	601.700	81.201	401.371
-481.694	48.715	397.743	601.700	81.214	401.370
-481.709	48.747	397.753	601.700	81.221	401.371
-481.697	48.776	397.741	601.704	81.232	401.387
-481.702	48.807	397.757	601.695	81.231	401.396
-481.703	48.820	397.758	601.689	81.246	401.379
-481.694	48.840	397.765	601.690	81.253	401.380
-481.695	48.847	397.765	601.699	81.254	401.371
-481.687	48.873	397.772	601.690	81.259	401.381
-481.687	48.880	397.771	601.685	81.261	401.365
-481.697	48.894	397.763	601.690	81.266	401.382
-481.688	48.900	397.771	601.685	81.268	401.366
-481.697	48.900	397.763	601.684	81.281	401.365
-481.687	48.900	397.770	601.684	81.274	401.364
-481.678	48.893	397.779	601.689	81.286	401.380
-481.687	48.893	397.771	601.690	81.272	401.382
-481.686	48.873	397.771	601.699	81.280	401.372
-481.682	48.883	397.751	601.698	81.274	401.371
-481.672	48.869	397.760	601.699	81.267	401.373
-481.675	48.873	397.778	601.699	81.267	401.373
-481.675	48.846	397.780	601.698	81.274	401.371
-481.670	48.828	397.762	601.708	81.262	401.363
-481.662	48.834	397.771	601.712	81.267	401.378
-481.667	48.824	397.744	601.699	81.254	401.371
-481.666	48.811	397.743	601.713	81.253	401.378
-481.668	48.795	397.763	601.699	81.254	401.371
-481.664	48.764	397.746	601.708	81.255	401.362
-481.667	48.748	397.766	601.708	81.242	401.363
-481.664	48.750	397.747	601.708	81.242	401.363
-481.663	48.744	397.746	601.714	81.240	401.379
-481.663	48.716	397.749	601.708	81.235	401.362
-481.665	48.714	397.766	601.714	81.220	401.378
-481.671	48.697	397.741	601.714	81.220	401.378
-481.671	48.690	397.742	601.719	81.216	401.355
-481.672	48.674	397.760	601.718	81.217	401.352
-481.672	48.654	397.762	601.718	81.217	401.352
-481.672	48.647	397.763	601.718	81.217	401.352
-481.668	48.643	397.744	601.718	81.217	401.352
-481.677	48.630	397.736	601.718	81.203	401.353
-481.670	48.620	397.762	601.718	81.203	401.353
-481.667	48.623	397.744	601.712	81.212	401.336
-481.666	48.610	397.744	601.717	81.210	401.352
-481.665	48.603	397.744	601.717	81.210	401.352
-481.671	48.564	397.783	601.718	81.217	401.352
-481.661	48.543	397.793	601.722	81.208	401.368
-481.653	48.569	397.751	601.713	81.219	401.337
-481.657	48.546	397.773	601.723	81.201	401.369
-481.659	48.537	397.791	601.714	81.200	401.378
-481.656	48.539	397.773	601.717	81.210	401.352
-481.652	48.556	397.752	601.719	81.210	401.354
-481.645	48.519	397.781	601.722	81.208	401.368
-481.642	48.521	397.763	601.723	81.215	401.368
-481.644	48.512	397.781	601.723	81.215	401.368
-481.644	48.512	397.781	601.714	81.213	401.377
-481.657	48.490	397.793	601.713	81.207	401.377
-481.640	48.508	397.762	601.714	81.200	401.378
-481.644	48.492	397.782	601.713	81.207	401.377
-481.633	48.492	397.789	601.715	81.206	401.379
-481.633	48.478	397.790	601.713	81.207	401.377
-481.633	48.478	397.790	601.700	81.201	401.371
-481.632	48.471	397.789	601.705	81.199	401.387
-481.632	48.465	397.790	601.700	81.201	401.371
-481.622	48.458	397.798	601.705	81.199	401.387
-481.622	48.458	397.798	601.700	81.207	401.372
-481.611	48.444	397.806	601.700	81.201	401.371
-481.622	48.458	397.798	601.705	81.199	401.387
-481.612	48.450	397.806	601.701	81.194	401.372
-481.599	48.452	397.796	601.701	81.194	401.372
-481.612	48.444	397.807	601.700	81.201	401.371
-481.599	48.459	397.795	601.700	81.201	401.371
-481.599	48.452	397.796	601.700	81.201	401.371
-481.590	48.445	397.805	601.695	81.196	401.354
-481.581	48.458	397.813	601.695	81.196	401.354
-481.569	48.467	397.803	601.686	81.195	401.363
-481.565	48.463	397.783	601.681	81.197	401.347
-481.546	48.469	397.799	601.672	81.189	401.357
-481.524	48.470	397.797	601.648	81.188	401.357
-481.481	48.480	397.793	601.634	81.195	401.351
-481.448	48.481	397.797	601.596	81.189	401.345
-481.394	48.477	397.801	601.559	81.189	401.339
-481.331	48.479	397.813	601.522	81.196	401.335
-481.251	48.493	397.795	601.461	81.189	401.331
-481.153	48.506	397.794	601.401	81.195	401.328
-481.036	48.504	397.810	601.330	81.180	401.332
-480.896	48.532	397.757	601.245	81.199	401.329
-480.734	48.541	397.768	601.146	81.205	401.320
-480.537	48.566	397.764	601.016	81.196	401.321
-480.314	48.576	397.740	600.875	81.206	401.332
-480.062	48.583	397.742	600.697	81.216	401.336
-479.769	48.612	397.755	600.503	81.234	401.331
-479.470	48.640	397.781	600.254	81.249	401.339
-479.107	48.676	397.769	599.985	81.260	401.323
-478.731	48.715	397.747	599.688	81.279	401.295
-478.313	48.754	397.785	599.349	81.310	401.325
-477.879	48.812	397.794	598.973	81.333	401.310
-477.386	48.848	397.791	598.562	81.355	401.303
-476.855	48.903	397.817	598.122	81.397	401.282
-476.303	48.938	397.844	597.647	81.428	401.299
-475.718	48.983	397.814	597.116	81.434	401.288
-475.096	49.039	397.817	596.570	81.468	401.271
-474.454	49.101	397.836	595.977	81.487	401.257
-473.744	49.177	397.784	595.353	81.484	401.255
-473.004	49.264	397.754	594.719	81.493	401.263
-472.240	49.342	397.707	594.037	81.500	401.233
-471.458	49.423	397.741	593.326	81.516	401.229
-470.633	49.527	397.725	592.586	81.520	401.211
-469.792	49.593	397.747	591.830	81.514	401.213
-468.909	49.674	397.782	591.049	81.501	401.217
-468.001	49.744	397.801	590.233	81.505	401.190
-467.067	49.826	397.799	589.375	81.481	401.221
-466.088	49.937	397.744	588.480	81.462	401.210
-465.104	50.024	397.721	587.582	81.410	401.196
-464.087	50.110	397.719	586.670	81.391	401.177
-463.079	50.184	397.757	585.709	81.352	401.152
-462.057	50.232	397.789	584.718	81.314	401.112
-461.002	50.274	397.828	583.724	81.281	401.140
-459.947	50.296	397.824	582.717	81.270	401.096
-458.858	50.325	397.872	581.667	81.230	401.071
-457.777	50.364	397.849	580.575	81.173	401.065
-456.666	50.401	397.852	579.488	81.101	401.077
-455.538	50.428	397.828	578.364	81.056	401.126
-454.418	50.484	397.794	577.232	81.025	401.121
-453.284	50.491	397.770	576.054	80.985	401.123
-452.160	50.542	397.722	574.884	80.971	401.079
-450.994	50.557	397.708	573.678	80.936	401.042
-449.819	50.591	397.703	572.437	80.895	401.046
-448.661	50.601	397.669	571.192	80.814	401.046
-447.463	50.587	397.685	569.923	80.778	401.011
-446.263	50.595	397.684	568.644	80.759	400.990
-445.053	50.575	397.696	567.349	80.697	400.990
-443.841	50.570	397.691	566.054	80.685	400.964
-442.616	50.572	397.694	564.750	80.651	400.950
-441.383	50.566	397.663	563.393	80.586	400.964
-440.117	50.554	397.686	562.049	80.506	400.944
-438.863	50.545	397.675	560.696	80.463	400.941
-437.590	50.563	397.680	559.328	80.421	400.933
-436.343	50.591	397.644	557.949	80.381	400.895
-435.063	50.584	397.633	556.585	80.365	400.839
-433.766	50.601	397.596	555.191	80.308	400.838
-432.462	50.622	397.587	553.784	80.216	400.842
-431.182	50.627	397.583	552.399	80.152	400.836
-429.884	50.628	397.613	551.002	80.114	400.841
-428.582	50.619	397.629	549.625	80.084	400.831
-427.275	50.632	397.625	548.240	80.029	400.805
-425.967	50.631	397.625	546.817	79.949	400.816
-424.683	50.628	397.629	545.423	79.848	400.840
-423.364	50.612	397.641	544.006	79.793	400.808
-422.054	50.604	397.647	542.606	79.768	400.757
-420.760	50.599	397.665	541.234	79.704	400.750
-419.466	50.600	397.641	539.826	79.645	400.752
-418.173	50.572	397.636	538.402	79.533	400.748
-416.873	50.589	397.594	537.017	79.454	400.752
-415.570	50.586	397.600	535.627	79.402	400.745
-414.272	50.579	397.582	534.255	79.353	400.722
-412.962	50.572	397.571	532.849	79.275	400.712
-411.665	50.570	397.571	531.432	79.162	400.710
-410.343	50.568	397.572	530.051	79.087	400.674
-409.048	50.585	397.576	528.643	79.028	400.671
-407.759	50.589	397.573	527.250	78.979	400.647
-406.440	50.577	397.597	525.881	78.929	400.624
-405.140	50.580	397.606	524.469	78.823	400.621
-403.840	50.582	397.617	523.048	78.734	400.631
-402.556	50.603	397.639	521.654	78.670	400.618
-401.246	50.596	397.618	520.277	78.641	400.587
-399.947	50.610	397.590	518.900	78.565	400.559
-398.640	50.614	397.589	517.474	78.478	400.602
-397.348	50.642	397.555	516.085	78.381	400.583
-396.046	50.668	397.531	514.697	78.322	400.570
-394.752	50.676	397.544	513.284	78.263	400.561
-393.454	50.686	397.542	511.896	78.220	400.525
-392.164	50.704	397.533	510.533	78.185	400.490
-390.877	50.759	397.539	509.093	78.097	400.488
-389.598	50.802	397.582	507.689	78.010	400.487
-388.322	50.830	397.587	506.315	77.972	400.467
-387.058	50.877	397.599	504.927	77.921	400.443
-385.766	50.913	397.597	503.541	77.855	400.434
-384.464	50.942	397.606	502.139	77.792	400.447
-383.186	51.015	397.570	500.738	77.705	400.435
-381.916	51.082	397.527	499.341	77.624	400.439
-380.638	51.162	397.495	497.940	77.613	400.407
-379.367	51.209	397.500	496.566	77.576	400.377
-378.103	51.272	397.540	495.177	77.522	400.379
-376.846	51.330	397.558	493.780	77.488	400.367
-375.564	51.404	397.574	492.360	77.440	400.362
-374.296	51.467	397.559	490.954	77.375	400.336
-373.030	51.570	397.545	489.561	77.324	400.307
-371.750	51.639	397.540	488.172	77.311	400.295
-370.472	51.754	397.492	486.790	77.272	400.273
-369.231	51.825	397.501	485.407	77.253	400.254
-367.970	51.889	397.529	484.021	77.228	400.288
-366.705	51.963	397.584	482.608	77.204	400.300
-365.439	52.049	397.597	481.214	77.123	400.293
-364.189	52.149	397.547	479.809	77.105	400.262
-362.893	52.217	397.546	478.411	77.077	400.250
-361.625	52.315	397.519	477.040	77.071	400.183
-360.359	52.424	397.508	475.644	77.055	400.187
-359.096	52.499	397.547	474.247	77.059	400.192
-357.840	52.555	397.578	472.869	77.045	400.181
-356.588	52.641	397.583	471.448	77.021	400.195
-355.317	52.731	397.564	470.051	76.967	400.178
-354.035	52.813	397.555	468.660	76.949	400.145
-352.761	52.896	397.539	467.242	76.936	400.115
-351.501	53.003	397.530	465.880	76.930	400.095
-350.227	53.073	397.561	464.512	76.921	400.099
-348.977	53.128	397.594	463.100	76.908	400.127
-347.722	53.178	397.612	461.721	76.908	400.107
-346.460	53.244	397.613	460.340	76.915	400.088
-345.221	53.328	397.570	458.901	76.891	400.090
-343.965	53.387	397.564	457.511	76.899	400.059
-342.695	53.448	397.551	456.114	76.860	400.076
-341.444	53.498	397.565	454.720	76.851	400.072
-340.203	53.562	397.573	453.356	76.866	400.045
-338.963	53.596	397.598	451.956	76.837	400.031
-337.733	53.623	397.574	450.580	76.830	400.015
-336.508	53.640	397.570	449.173	76.846	399.965
-335.256	53.644	397.567	447.771	76.820	399.984
-334.039	53.668	397.556	446.409	76.832	399.979
-332.791	53.683	397.572	445.003	76.805	399.998
-331.587	53.691	397.572	443.605	76.747	400.008
-330.381	53.713	397.573	442.232	76.750	399.956
-329.147	53.708	397.574	440.831	76.746	399.907
-327.945	53.712	397.552	439.449	76.720	399.869
-326.723	53.721	397.549	438.079	76.697	399.861
-325.528	53.732	397.520	436.689	76.672	399.873
-324.310	53.738	397.537	435.333	76.675	399.874
-323.108	53.713	397.579	433.942	76.629	399.890
-321.903	53.716	397.564	432.569	76.565	399.887
-320.677	53.704	397.568	431.190	76.539	399.847
-319.490	53.708	397.538	429.827	76.506	399.815
-318.263	53.709	397.544	428.467	76.465	399.786
-317.063	53.684	397.526	427.084	76.415	399.776
-315.833	53.675	397.562	425.720	76.391	399.776
-314.619	53.659	397.581	424.346	76.348	399.760
-313.436	53.679	397.532	422.986	76.255	399.776
-312.191	53.639	397.539	421.644	76.191	399.773
-310.996	53.639	397.544	420.310	76.134	399.763
-309.765	53.624	397.561	418.937	76.083	399.757
-308.574	53.619	397.543	417.580	76.042	399.731
-307.368	53.631	397.560	416.212	75.989	399.743
-306.153	53.617	397.562	414.856	75.879	399.721
-304.936	53.640	397.548	413.496	75.816	399.700
-303.718	53.630	397.579	412.171	75.743	399.665
-302.514	53.650	397.576	410.794	75.690	399.669
-301.298	53.649	397.582	409.452	75.639	399.661
-300.097	53.633	397.599	408.101	75.580	399.664
-298.868	53.640	397.603	406.744	75.471	399.690
-297.659	53.642	397.590	405.427	75.394	399.629
-296.445	53.660	397.603	404.064	75.326	399.646
-295.252	53.676	397.574	402.740	75.279	399.602
-294.051	53.698	397.556	401.342	75.201	399.638
-292.822	53.714	397.539	400.026	75.163	399.588
-291.627	53.734	397.540	398.643	75.047	399.604
-290.411	53.751	397.561	397.339	74.994	399.559
-289.234	53.792	397.546	395.950	74.913	399.568
-288.041	53.815	397.567	394.640	74.872	399.538
-286.881	53.871	397.576	393.256	74.785	399.591
-285.652	53.908	397.609	391.939	74.744	399.553
-284.488	53.946	397.607	390.570	74.623	399.559
-283.259	54.001	397.601	389.247	74.582	399.519
-282.089	54.054	397.584	387.883	74.517	399.508
-280.881	54.112	397.606	386.544	74.479	399.496
-279.698	54.170	397.558	385.171	74.418	399.500
-278.502	54.230	397.547	383.841	74.391	399.456
-277.319	54.282	397.544	382.488	74.277	399.453
-276.130	54.335	397.594	381.133	74.215	399.417
-274.956	54.396	397.626	379.785	74.147	399.424
-273.761	54.464	397.662	378.444	74.107	399.422
-272.577	54.534	397.623	377.084	74.054	399.416
-271.356	54.601	397.622	375.750	74.036	399.406
-270.169	54.678	397.585	374.396	73.968	399.417
