NO_OF_FRAMES	2090
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-09-23, 11:18:37.255	121798.63975360
DATA_INCLUDED	3D
MARKER_NAMES	a	b
TRAJECTORY_TYPES	Measured	Measured
a X	a Y	a Z	b X	b Y	b Z	
-472.252	48.578	397.740	601.662	80.964	401.337
-472.248	48.588	397.720	601.662	80.964	401.337
-472.239	48.600	397.728	601.662	80.970	401.338
-472.253	48.605	397.739	601.653	80.969	401.347
-472.253	48.605	397.739	601.653	80.976	401.348
-472.250	48.628	397.719	601.661	80.984	401.338
-472.233	48.618	397.753	601.651	80.989	401.345
-472.231	48.634	397.734	601.651	81.009	401.346
-472.238	48.635	397.772	601.651	81.009	401.346
-472.226	48.644	397.762	601.650	81.016	401.344
-472.228	48.657	397.763	601.645	81.025	401.329
-472.219	48.684	397.768	601.649	81.030	401.344
-472.229	48.684	397.762	601.640	81.042	401.353
-472.217	48.693	397.752	601.639	81.042	401.350
-472.222	48.710	397.770	601.639	81.055	401.352
-472.223	48.724	397.770	601.638	81.062	401.351
-472.213	48.723	397.778	601.638	81.069	401.352
-472.211	48.746	397.759	601.638	81.069	401.352
-472.215	48.743	397.778	601.638	81.082	401.351
-472.213	48.759	397.760	601.636	81.102	401.349
-472.207	48.763	397.786	601.638	81.095	401.353
-472.213	48.779	397.758	601.628	81.101	401.361
-472.208	48.783	397.786	601.628	81.108	401.359
-472.205	48.792	397.766	601.628	81.114	401.360
-472.209	48.789	397.786	601.628	81.114	401.360
-472.195	48.792	397.774	601.628	81.121	401.361
-472.206	48.805	397.767	601.627	81.134	401.360
-472.207	48.812	397.767	601.627	81.134	401.360
-472.197	48.805	397.775	601.626	81.141	401.359
-472.198	48.818	397.775	601.621	81.143	401.343
-472.198	48.812	397.776	601.627	81.147	401.360
-472.198	48.825	397.775	601.626	81.154	401.359
-472.198	48.825	397.775	601.625	81.168	401.358
-472.198	48.812	397.776	601.625	81.161	401.357
-472.198	48.812	397.776	601.620	81.163	401.342
-472.188	48.811	397.784	601.625	81.161	401.357
-472.199	48.818	397.776	601.624	81.175	401.357
-472.198	48.805	397.777	601.625	81.161	401.357
-472.191	48.802	397.802	601.624	81.168	401.356
-472.198	48.805	397.777	601.625	81.155	401.357
-472.185	48.814	397.765	601.625	81.155	401.357
-472.184	48.800	397.766	601.630	81.153	401.373
-472.184	48.800	397.766	601.634	81.156	401.348
-472.184	48.787	397.767	601.639	81.148	401.363
-472.184	48.800	397.766	601.624	81.148	401.356
-472.184	48.780	397.768	601.640	81.141	401.364
-472.180	48.769	397.750	601.635	81.129	401.349
-472.180	48.769	397.750	601.634	81.136	401.347
-472.193	48.774	397.759	601.635	81.123	401.348
-472.182	48.780	397.765	601.630	81.125	401.332
-472.182	48.753	397.767	601.631	81.118	401.333
-472.182	48.746	397.768	601.636	81.102	401.349
-472.181	48.740	397.768	601.636	81.102	401.349
-472.177	48.736	397.749	601.637	81.089	401.350
-472.180	48.740	397.767	601.637	81.089	401.350
-472.186	48.736	397.741	601.632	81.091	401.334
-472.186	48.723	397.741	601.638	81.082	401.351
-472.179	48.713	397.768	601.647	81.077	401.341
-472.185	48.709	397.742	601.641	81.072	401.325
-472.175	48.702	397.750	601.638	81.062	401.351
-472.175	48.709	397.749	601.638	81.062	401.351
-472.175	48.709	397.749	601.647	81.057	401.341
-472.164	48.709	397.756	601.647	81.057	401.341
-472.174	48.702	397.748	601.640	81.042	401.353
-472.165	48.695	397.758	601.649	81.037	401.343
-472.164	48.695	397.756	601.649	81.037	401.343
-472.163	48.702	397.755	601.649	81.037	401.343
-472.162	48.695	397.755	601.643	81.039	401.327
-472.160	48.698	397.738	601.654	81.021	401.359
-472.163	48.702	397.755	601.649	81.037	401.343
-472.153	48.688	397.764	601.649	81.030	401.344
-472.153	48.688	397.764	601.649	81.030	401.344
-472.153	48.688	397.764	601.654	81.021	401.359
-472.151	48.697	397.746	601.649	81.030	401.344
-472.150	48.704	397.745	601.649	81.037	401.343
-472.153	48.695	397.763	601.649	81.030	401.344
-472.141	48.710	397.752	601.650	81.023	401.345
-472.154	48.708	397.762	601.656	81.027	401.362
-472.141	48.710	397.752	601.656	81.027	401.362
-472.144	48.722	397.769	601.651	81.029	401.346
-472.145	48.721	397.770	601.655	81.041	401.362
-472.145	48.721	397.770	601.650	81.049	401.347
-472.135	48.721	397.778	601.646	81.046	401.371
-472.132	48.737	397.759	601.649	81.056	401.345
-472.142	48.751	397.750	601.650	81.063	401.346
-472.138	48.747	397.779	601.648	81.063	401.344
-472.144	48.771	397.750	601.649	81.070	401.345
-472.136	48.770	397.760	601.644	81.078	401.330
-472.146	48.784	397.751	601.643	81.085	401.328
-472.146	48.798	397.750	601.644	81.078	401.330
-472.137	48.811	397.758	601.644	81.085	401.331
-472.141	48.801	397.778	601.648	81.089	401.345
-472.128	48.803	397.768	601.639	81.095	401.355
-472.139	48.810	397.760	601.643	81.105	401.329
-472.129	48.817	397.767	601.643	81.105	401.329
-472.131	48.830	397.768	601.648	81.109	401.346
-472.117	48.825	397.757	601.633	81.117	401.337
-472.121	48.829	397.776	601.638	81.115	401.353
-472.122	48.843	397.775	601.638	81.122	401.354
-472.122	48.843	397.775	601.646	81.130	401.344
-472.112	48.842	397.784	601.637	81.128	401.353
-472.109	48.852	397.764	601.642	81.140	401.368
-472.112	48.842	397.784	601.632	81.130	401.337
-472.112	48.842	397.784	601.641	81.147	401.367
-472.104	48.842	397.794	601.651	81.141	401.359
-472.104	48.842	397.794	601.636	81.149	401.351
-472.104	48.842	397.794	601.650	81.155	401.359
-472.113	48.849	397.784	601.641	81.147	401.367
-472.109	48.838	397.766	601.650	81.148	401.358
-472.113	48.835	397.785	601.635	81.162	401.351
-472.100	48.838	397.775	601.649	81.155	401.357
-472.109	48.838	397.766	601.650	81.148	401.358
-472.098	48.817	397.775	601.636	81.149	401.351
-472.098	48.811	397.774	601.640	81.147	401.365
-472.098	48.804	397.775	601.636	81.149	401.351
-472.097	48.797	397.775	601.636	81.142	401.350
-472.097	48.790	397.776	601.636	81.142	401.350
-472.096	48.791	397.774	601.636	81.142	401.350
-472.097	48.777	397.777	601.640	81.134	401.365
-472.106	48.791	397.766	601.635	81.136	401.349
-472.087	48.763	397.785	601.640	81.134	401.365
-472.094	48.750	397.776	601.636	81.129	401.351
-472.091	48.773	397.756	601.635	81.129	401.349
-472.095	48.743	397.777	601.636	81.122	401.350
-472.092	48.746	397.760	601.635	81.123	401.348
-472.092	48.739	397.760	601.635	81.129	401.349
-472.091	48.733	397.759	601.635	81.123	401.348
-472.101	48.719	397.753	601.635	81.129	401.349
-472.101	48.733	397.753	601.635	81.123	401.348
-472.100	48.726	397.752	601.629	81.118	401.331
-472.087	48.708	397.743	601.629	81.118	401.331
-472.090	48.699	397.762	601.629	81.118	401.331
-472.090	48.706	397.761	601.635	81.116	401.347
-472.086	48.708	397.742	601.635	81.109	401.348
-472.079	48.699	397.768	601.635	81.109	401.348
-472.076	48.701	397.750	601.635	81.103	401.347
-472.076	48.701	397.750	601.635	81.109	401.348
-472.068	48.692	397.775	601.635	81.109	401.348
-472.072	48.697	397.731	601.636	81.096	401.349
-472.065	48.701	397.757	601.650	81.095	401.356
-472.062	48.690	397.740	601.646	81.097	401.342
-472.056	48.707	397.764	601.650	81.102	401.357
-472.053	48.696	397.747	601.645	81.104	401.341
-472.062	48.717	397.738	601.646	81.097	401.342
-472.067	48.707	397.759	601.645	81.104	401.341
-472.057	48.707	397.765	601.645	81.104	401.341
-472.058	48.734	397.764	601.645	81.104	401.341
-472.058	48.720	397.766	601.646	81.110	401.341
-472.059	48.740	397.765	601.646	81.110	401.341
-472.044	48.729	397.754	601.646	81.110	401.341
-472.066	48.750	397.738	601.645	81.117	401.340
-472.060	48.761	397.765	601.645	81.124	401.341
-472.051	48.760	397.773	601.650	81.122	401.357
-472.051	48.760	397.773	601.650	81.122	401.357
-472.051	48.780	397.771	601.651	81.121	401.359
-472.039	48.789	397.761	601.651	81.121	401.359
-472.030	48.789	397.770	601.651	81.135	401.359
-472.033	48.800	397.786	601.652	81.128	401.360
-472.033	48.813	397.786	601.646	81.130	401.344
-472.043	48.807	397.778	601.652	81.134	401.361
-472.031	48.822	397.767	601.657	81.132	401.377
-472.025	48.833	397.794	601.652	81.134	401.361
-472.022	48.835	397.775	601.652	81.134	401.361
-472.026	48.839	397.794	601.652	81.147	401.362
-472.023	48.855	397.775	601.652	81.141	401.362
-472.028	48.859	397.794	601.646	81.150	401.344
-472.018	48.859	397.802	601.651	81.148	401.360
-472.019	48.865	397.803	601.650	81.161	401.360
-472.016	48.882	397.784	601.646	81.156	401.345
-472.020	48.879	397.802	601.646	81.150	401.344
-472.016	48.882	397.784	601.645	81.163	401.344
-472.014	48.891	397.765	601.645	81.157	401.343
-472.008	48.888	397.792	601.645	81.163	401.344
-472.007	48.881	397.792	601.645	81.163	401.344
-472.015	48.890	397.767	601.635	81.162	401.351
-472.007	48.894	397.791	601.639	81.172	401.327
-472.005	48.883	397.775	601.645	81.157	401.343
-472.007	48.874	397.793	601.636	81.155	401.352
-471.997	48.880	397.800	601.635	81.162	401.351
-471.997	48.880	397.800	601.636	81.155	401.352
-472.004	48.877	397.774	601.631	81.157	401.336
-472.007	48.867	397.794	601.631	81.157	401.336
-472.003	48.870	397.774	601.636	81.155	401.352
-471.993	48.870	397.782	601.618	81.151	401.330
-471.980	48.865	397.772	601.608	81.157	401.338
-471.961	48.864	397.788	601.584	81.149	401.339
-471.940	48.872	397.787	601.561	81.149	401.341
-471.903	48.863	397.774	601.524	81.149	401.336
-471.862	48.863	397.788	601.471	81.163	401.323
-471.805	48.868	397.774	601.410	81.163	401.318
-471.723	48.869	397.803	601.335	81.170	401.308
-471.624	48.882	397.803	601.231	81.180	401.322
-471.506	48.887	397.819	601.109	81.185	401.314
-471.349	48.891	397.805	600.977	81.203	401.315
-471.186	48.906	397.816	600.813	81.219	401.326
-471.003	48.928	397.827	600.619	81.237	401.321
-470.777	48.953	397.788	600.388	81.261	401.312
-470.538	48.965	397.802	600.139	81.290	401.320
-470.260	49.004	397.783	599.855	81.328	401.299
-469.951	49.050	397.771	599.534	81.347	401.270
-469.627	49.108	397.731	599.187	81.370	401.310
-469.287	49.155	397.727	598.808	81.420	401.292
-468.910	49.214	397.707	598.383	81.462	401.279
-468.516	49.250	397.708	597.963	81.502	401.283
-468.097	49.301	397.704	597.478	81.529	401.268
-467.672	49.352	397.712	596.955	81.557	401.248
-467.204	49.410	397.732	596.442	81.575	401.259
-466.735	49.462	397.752	595.887	81.600	401.251
-466.223	49.516	397.771	595.310	81.605	401.246
-465.691	49.569	397.758	594.712	81.614	401.257
-465.147	49.617	397.784	594.091	81.621	401.230
-464.551	49.672	397.784	593.452	81.621	401.261
-463.981	49.717	397.791	592.789	81.609	401.216
-463.353	49.808	397.733	592.105	81.611	401.224
-462.728	49.890	397.694	591.405	81.581	401.214
-462.055	49.962	397.698	590.709	81.570	401.219
-461.393	50.014	397.697	589.973	81.557	401.178
-460.710	50.071	397.711	589.211	81.514	401.205
-460.024	50.138	397.708	588.428	81.473	401.169
-459.307	50.177	397.776	587.629	81.422	401.161
-458.598	50.212	397.774	586.839	81.367	401.177
-457.889	50.253	397.773	586.024	81.328	401.117
-457.163	50.284	397.805	585.214	81.291	401.150
-456.421	50.299	397.813	584.369	81.262	401.115
-455.686	50.321	397.810	583.524	81.226	401.081
-454.931	50.329	397.824	582.660	81.176	401.103
-454.190	50.334	397.804	581.759	81.110	401.084
-453.437	50.361	397.773	580.860	81.037	401.075
-452.673	50.361	397.753	579.959	80.979	401.097
-451.910	50.367	397.733	579.041	80.947	401.072
-451.159	50.370	397.724	578.130	80.901	401.105
-450.394	50.376	397.704	577.214	80.862	401.085
-449.617	50.364	397.679	576.269	80.836	401.062
-448.845	50.352	397.641	575.315	80.778	401.078
-448.061	50.323	397.643	574.358	80.708	401.089
-447.276	50.312	397.659	573.400	80.648	401.064
-446.490	50.296	397.660	572.425	80.606	401.060
-445.700	50.289	397.643	571.437	80.562	401.063
-444.920	50.276	397.619	570.454	80.541	401.043
-444.121	50.253	397.629	569.476	80.510	401.003
-443.311	50.218	397.631	568.499	80.467	401.003
-442.507	50.191	397.670	567.473	80.409	401.005
-441.699	50.182	397.629	566.464	80.334	400.988
-440.922	50.172	397.627	565.444	80.303	400.943
-440.116	50.147	397.606	564.427	80.259	400.941
-439.307	50.129	397.627	563.414	80.213	400.956
-438.490	50.103	397.614	562.412	80.212	400.936
-437.672	50.071	397.648	561.374	80.176	400.916
-436.865	50.072	397.627	560.355	80.138	400.919
-436.064	50.056	397.628	559.326	80.092	400.931
-435.242	50.053	397.598	558.265	80.035	400.926
-434.433	50.027	397.580	557.225	79.986	400.908
-433.609	49.997	397.598	556.175	79.948	400.902
-432.782	49.976	397.598	555.126	79.923	400.899
-431.955	49.968	397.599	554.068	79.901	400.877
-431.129	49.954	397.603	553.012	79.878	400.859
-430.295	49.929	397.632	551.957	79.865	400.816
-429.465	49.895	397.634	550.896	79.819	400.824
-428.619	49.885	397.656	549.820	79.786	400.826
-427.772	49.868	397.633	548.742	79.707	400.826
-426.939	49.857	397.666	547.687	79.668	400.825
-426.090	49.856	397.627	546.624	79.641	400.838
-425.252	49.853	397.642	545.555	79.623	400.835
-424.415	49.843	397.613	544.509	79.591	400.831
-423.565	49.854	397.635	543.449	79.553	400.822
-422.718	49.850	397.617	542.382	79.537	400.798
-421.876	49.863	397.616	541.319	79.492	400.789
-421.034	49.883	397.616	540.222	79.426	400.790
-420.200	49.890	397.609	539.138	79.396	400.761
-419.393	49.940	397.617	538.078	79.374	400.732
-418.561	49.973	397.565	537.010	79.346	400.752
-417.745	49.995	397.587	535.956	79.321	400.742
-416.919	50.029	397.570	534.911	79.284	400.724
-416.092	50.058	397.600	533.841	79.253	400.709
-415.272	50.096	397.605	532.760	79.221	400.703
-414.451	50.127	397.611	531.694	79.174	400.704
-413.628	50.167	397.601	530.623	79.103	400.690
-412.802	50.208	397.589	529.541	79.070	400.687
-411.987	50.255	397.570	528.487	79.047	400.659
-411.173	50.295	397.554	527.418	79.018	400.626
-410.351	50.340	397.562	526.359	78.985	400.623
-409.531	50.396	397.527	525.320	78.961	400.607
-408.713	50.458	397.553	524.236	78.927	400.610
-407.895	50.519	397.535	523.148	78.843	400.635
-407.091	50.585	397.572	522.084	78.821	400.597
-406.277	50.657	397.572	521.014	78.778	400.571
-405.459	50.711	397.603	519.940	78.739	400.609
-404.643	50.771	397.590	518.898	78.721	400.598
-403.829	50.842	397.594	517.848	78.704	400.571
-402.993	50.900	397.555	516.765	78.672	400.557
-402.181	50.957	397.563	515.700	78.636	400.526
-401.354	51.023	397.560	514.643	78.606	400.551
-400.546	51.097	397.541	513.559	78.542	400.576
-399.741	51.175	397.540	512.488	78.502	400.571
-398.927	51.252	397.548	511.442	78.494	400.529
-398.119	51.317	397.590	510.366	78.475	400.513
-397.312	51.395	397.589	509.297	78.438	400.487
-396.493	51.435	397.628	508.262	78.412	400.479
-395.669	51.503	397.604	507.204	78.397	400.486
-394.859	51.570	397.590	506.108	78.355	400.493
-394.035	51.651	397.567	505.032	78.298	400.456
-393.232	51.704	397.545	503.969	78.272	400.452
-392.412	51.756	397.543	502.903	78.228	400.474
-391.599	51.822	397.529	501.846	78.209	400.462
-390.807	51.882	397.560	500.799	78.204	400.443
-389.989	51.937	397.575	499.722	78.180	400.413
-389.178	52.002	397.625	498.655	78.150	400.376
-388.379	52.039	397.626	497.591	78.128	400.382
-387.569	52.088	397.635	496.527	78.106	400.388
-386.764	52.134	397.618	495.440	78.062	400.409
-385.953	52.156	397.629	494.376	78.003	400.389
-385.152	52.211	397.587	493.314	77.994	400.347
-384.344	52.257	397.571	492.249	77.988	400.331
-383.562	52.288	397.558	491.191	77.953	400.332
-382.772	52.314	397.526	490.142	77.933	400.324
-381.997	52.318	397.507	489.081	77.932	400.325
-381.194	52.331	397.528	488.011	77.917	400.273
-380.413	52.325	397.535	486.937	77.889	400.274
-379.639	52.333	397.533	485.869	77.858	400.291
-378.851	52.344	397.566	484.792	77.810	400.290
-378.077	52.325	397.566	483.739	77.775	400.287
-377.317	52.324	397.574	482.680	77.749	400.271
-376.548	52.328	397.549	481.604	77.746	400.277
-375.776	52.306	397.567	480.555	77.707	400.255
-375.001	52.280	397.570	479.511	77.687	400.249
-374.238	52.265	397.580	478.450	77.673	400.237
-373.467	52.256	397.600	477.379	77.648	400.262
-372.699	52.224	397.595	476.324	77.640	400.204
-371.946	52.196	397.599	475.240	77.605	400.202
-371.178	52.176	397.595	474.160	77.541	400.213
-370.421	52.164	397.584	473.108	77.494	400.197
-369.653	52.131	397.581	472.058	77.483	400.159
-368.880	52.108	397.605	471.006	77.456	400.147
-368.136	52.094	397.603	469.942	77.421	400.142
-367.368	52.068	397.603	468.904	77.393	400.137
-366.618	52.049	397.584	467.860	77.381	400.119
-365.853	52.026	397.602	466.797	77.345	400.120
-365.103	52.001	397.585	465.715	77.312	400.142
-364.335	51.987	397.586	464.644	77.245	400.128
-363.573	51.968	397.578	463.608	77.236	400.077
-362.815	51.961	397.572	462.560	77.185	400.089
-362.048	51.944	397.547	461.489	77.143	400.080
-361.291	51.908	397.559	460.451	77.117	400.058
-360.517	51.897	397.546	459.422	77.099	400.029
-359.737	51.882	397.558	458.367	77.076	400.031
-358.977	51.882	397.554	457.292	77.030	400.052
-358.215	51.876	397.550	456.246	76.998	400.082
-357.464	51.876	397.538	455.199	76.945	400.049
-356.718	51.867	397.545	454.165	76.917	400.048
-355.941	51.862	397.533	453.102	76.854	400.040
-355.195	51.867	397.540	452.061	76.807	400.026
-354.438	51.870	397.513	451.031	76.780	400.007
-353.673	51.880	397.538	449.989	76.765	399.995
-352.915	51.909	397.510	448.918	76.724	399.977
-352.168	51.920	397.519	447.858	76.686	399.987
-351.420	51.964	397.483	446.801	76.638	399.975
-350.682	51.984	397.526	445.762	76.578	399.944
-349.926	51.999	397.503	444.736	76.536	399.944
-349.189	52.025	397.548	443.688	76.477	399.961
-348.449	52.052	397.534	442.653	76.456	399.946
-347.708	52.081	397.564	441.603	76.428	399.930
-346.966	52.115	397.550	440.554	76.407	399.916
-346.235	52.150	397.572	439.504	76.372	399.902
-345.493	52.211	397.558	438.440	76.319	399.920
-344.756	52.269	397.561	437.402	76.264	399.909
-344.011	52.326	397.533	436.361	76.236	399.889
-343.273	52.391	397.537	435.311	76.211	399.853
-342.529	52.451	397.524	434.262	76.158	399.820
-341.790	52.516	397.529	433.217	76.120	399.826
-341.048	52.583	397.519	432.180	76.090	399.825
-340.320	52.648	397.517	431.141	76.077	399.849
-339.588	52.683	397.544	430.093	76.053	399.857
-338.872	52.749	397.536	429.032	76.011	399.837
-338.123	52.792	397.554	427.978	75.958	399.807
-337.379	52.866	397.545	426.950	75.915	399.801
-336.650	52.938	397.545	425.903	75.886	399.788
-335.916	53.005	397.529	424.857	75.864	399.779
-335.167	53.061	397.549	423.803	75.843	399.754
-334.432	53.142	397.532	422.758	75.806	399.749
-333.693	53.226	397.543	421.712	75.790	399.743
-332.961	53.291	397.545	420.650	75.773	399.735
-332.218	53.350	397.542	419.609	75.741	399.744
-331.478	53.394	397.556	418.584	75.662	399.758
-330.754	53.447	397.538	417.564	75.645	399.762
-330.014	53.497	397.552	416.509	75.609	399.746
-329.281	53.568	397.556	415.446	75.579	399.743
-328.544	53.628	397.546	414.398	75.571	399.718
-327.812	53.699	397.552	413.362	75.551	399.687
-327.089	53.764	397.549	412.323	75.521	399.681
