NO_OF_FRAMES	3831
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-09-23, 11:15:53.218	121634.60369660
DATA_INCLUDED	3D
MARKER_NAMES	b	a
TRAJECTORY_TYPES	Measured	Measured
b X	b Y	b Z	a X	a Y	a Z	
601.642	81.307	401.313	-461.471	49.351	397.742
601.642	81.307	401.313	-461.495	49.390	397.742
601.646	81.312	401.328	-461.494	49.377	397.743
601.647	81.299	401.328	-461.491	49.373	397.725
601.648	81.298	401.331	-461.484	49.370	397.751
601.647	81.299	401.328	-461.498	49.367	397.762
601.642	81.307	401.313	-461.493	49.370	397.742
601.643	81.300	401.315	-461.493	49.370	397.742
601.643	81.294	401.314	-461.494	49.363	397.743
601.648	81.292	401.330	-461.480	49.352	397.734
601.643	81.294	401.314	-461.494	49.363	397.743
601.657	81.300	401.322	-461.480	49.359	397.733
601.648	81.292	401.330	-461.494	49.363	397.743
601.648	81.298	401.331	-461.490	49.359	397.726
601.642	81.301	401.313	-461.493	49.370	397.742
601.643	81.300	401.315	-461.493	49.370	397.742
601.648	81.298	401.331	-461.494	49.363	397.743
601.648	81.305	401.331	-461.494	49.377	397.743
601.642	81.314	401.314	-461.490	49.373	397.724
601.647	81.319	401.329	-461.497	49.381	397.760
601.647	81.312	401.330	-461.493	49.377	397.741
601.648	81.318	401.331	-461.494	49.384	397.742
601.639	81.317	401.340	-461.484	49.390	397.749
601.648	81.318	401.331	-461.494	49.384	397.742
601.640	81.317	401.342	-461.495	49.397	397.741
601.648	81.318	401.331	-461.509	49.395	397.753
601.639	81.317	401.340	-461.497	49.388	397.759
601.639	81.324	401.341	-461.497	49.395	397.758
601.639	81.317	401.340	-461.507	49.388	397.751
601.639	81.317	401.340	-461.506	49.395	397.750
601.639	81.324	401.341	-461.496	49.388	397.758
601.639	81.317	401.340	-461.497	49.374	397.760
601.640	81.310	401.341	-461.496	49.381	397.759
601.639	81.304	401.340	-461.492	49.370	397.741
601.640	81.297	401.342	-461.506	49.382	397.750
601.646	81.301	401.358	-461.493	49.377	397.741
601.639	81.304	401.340	-461.502	49.378	397.733
601.645	81.288	401.357	-461.506	49.368	397.752
601.640	81.290	401.341	-461.493	49.357	397.743
601.640	81.290	401.341	-461.505	49.362	397.752
601.639	81.297	401.339	-461.496	49.354	397.761
601.639	81.297	401.339	-461.496	49.354	397.761
601.639	81.291	401.339	-461.496	49.354	397.761
601.639	81.291	401.339	-461.506	49.348	397.754
601.639	81.291	401.339	-461.498	49.346	397.717
601.633	81.286	401.322	-461.499	49.353	397.717
601.642	81.287	401.313	-461.500	49.339	397.719
601.648	81.285	401.329	-461.492	49.336	397.744
601.647	81.292	401.328	-461.492	49.330	397.744
601.647	81.279	401.328	-461.492	49.323	397.745
601.648	81.285	401.329	-461.492	49.330	397.744
601.648	81.272	401.329	-461.491	49.323	397.744
601.653	81.275	401.307	-461.488	49.312	397.727
601.658	81.273	401.323	-461.487	49.305	397.727
601.649	81.265	401.331	-461.485	49.319	397.723
601.658	81.266	401.322	-461.477	49.298	397.735
601.658	81.266	401.322	-461.476	49.312	397.733
601.664	81.258	401.339	-461.472	49.294	397.716
601.663	81.264	401.338	-461.476	49.292	397.734
601.658	81.266	401.322	-461.465	49.284	397.742
601.658	81.266	401.322	-461.475	49.305	397.732
601.658	81.266	401.322	-461.478	49.282	397.752
601.663	81.264	401.338	-461.466	49.298	397.742
601.663	81.264	401.338	-461.476	49.312	397.733
601.662	81.271	401.336	-461.466	49.298	397.742
