NO_OF_FRAMES	3706
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-09-23, 11:43:51.700	123313.08243140
DATA_INCLUDED	3D
MARKER_NAMES	b	a
TRAJECTORY_TYPES	Measured	Measured
b X	b Y	b Z	a X	a Y	a Z	
601.698	81.351	401.343	-479.339	48.953	397.808
601.690	81.349	401.354	-479.376	48.976	397.821
601.689	81.356	401.353	-479.363	48.978	397.810
601.689	81.356	401.353	-479.373	48.985	397.803
601.690	81.363	401.354	-479.364	48.985	397.811
601.690	81.343	401.353	-479.373	48.972	397.803
601.689	81.356	401.353	-479.373	48.985	397.803
601.690	81.349	401.354	-479.374	48.985	397.804
601.690	81.349	401.354	-479.364	48.985	397.811
601.690	81.349	401.354	-479.374	48.978	397.804
601.691	81.356	401.355	-479.372	48.978	397.802
601.689	81.356	401.353	-479.377	48.982	397.821
601.691	81.356	401.355	-479.373	48.972	397.803
601.705	81.335	401.362	-479.373	48.972	397.803
601.697	81.347	401.372	-479.370	48.988	397.784
601.691	81.342	401.355	-479.362	48.971	397.810
601.696	81.340	401.371	-479.372	48.978	397.802
601.705	81.335	401.362	-479.372	48.978	397.802
601.706	81.328	401.363	-479.369	48.974	397.785
601.705	81.342	401.362	-479.371	48.979	397.801
601.696	81.340	401.371	-479.373	48.972	397.803
601.696	81.340	401.371	-479.372	48.972	397.802
601.700	81.344	401.347	-479.362	48.971	397.810
601.700	81.337	401.346	-479.372	48.972	397.802
601.696	81.334	401.371	-479.358	48.954	397.793
601.691	81.336	401.355	-479.372	48.972	397.802
601.705	81.342	401.362	-479.372	48.965	397.803
601.705	81.335	401.362	-479.372	48.965	397.803
601.700	81.344	401.347	-479.372	48.958	397.804
601.705	81.342	401.362	-479.368	48.968	397.784
601.705	81.335	401.362	-479.370	48.959	397.801
601.697	81.334	401.373	-479.374	48.956	397.821
601.696	81.334	401.371	-479.371	48.958	397.802
601.697	81.334	401.373	-479.361	48.951	397.810
601.697	81.334	401.373	-479.361	48.951	397.810
601.697	81.334	401.373	-479.364	48.949	397.829
601.701	81.330	401.347	-479.373	48.949	397.820
601.697	81.327	401.372	-479.364	48.949	397.829
601.698	81.320	401.373	-479.361	48.944	397.811
601.696	81.340	401.371	-479.360	48.958	397.809
601.706	81.328	401.363	-479.361	48.951	397.810
601.696	81.334	401.371	-479.374	48.956	397.821
601.692	81.322	401.355	-479.362	48.958	397.811
601.691	81.336	401.355	-479.363	48.958	397.812
601.691	81.336	401.355	-479.362	48.958	397.811
601.691	81.342	401.355	-479.372	48.958	397.804
601.696	81.334	401.371	-479.372	48.951	397.805
601.691	81.336	401.355	-479.359	48.947	397.794
601.692	81.329	401.356	-479.362	48.958	397.811
601.691	81.336	401.355	-479.362	48.958	397.811
601.691	81.336	401.355	-479.362	48.951	397.812
601.695	81.341	401.369	-479.372	48.965	397.803
601.700	81.337	401.346	-479.368	48.968	397.784
601.691	81.342	401.355	-479.372	48.965	397.803
601.697	81.334	401.373	-479.372	48.965	397.803
601.691	81.349	401.356	-479.371	48.958	397.802
601.691	81.342	401.355	-479.372	48.965	397.803
601.701	81.350	401.347	-479.362	48.971	397.810
601.700	81.344	401.347	-479.359	48.967	397.792
601.691	81.342	401.355	-479.372	48.958	397.804
601.699	81.351	401.345	-479.363	48.978	397.810
601.691	81.342	401.355	-479.363	48.971	397.811
601.690	81.349	401.354	-479.363	48.978	397.810
601.691	81.342	401.355	-479.363	48.978	397.810
601.690	81.349	401.354	-479.367	48.989	397.828
601.696	81.340	401.371	-479.364	48.985	397.811
601.690	81.349	401.354	-479.363	48.978	397.810
601.695	81.347	401.370	-479.364	48.978	397.812
601.691	81.356	401.355	-479.354	48.971	397.820
601.695	81.341	401.369	-479.364	48.978	397.812
601.699	81.351	401.345	-479.364	48.985	397.811
601.695	81.354	401.369	-479.364	48.991	397.810
601.696	81.354	401.371	-479.364	48.998	397.810
601.689	81.356	401.353	-479.365	48.991	397.811
601.698	81.357	401.344	-479.364	48.985	397.811
601.691	81.356	401.355	-479.364	49.005	397.809
601.695	81.354	401.369	-479.365	48.991	397.811
