NO_OF_FRAMES	2058
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-09-23, 11:37:46.797	122948.18045500
DATA_INCLUDED	3D
MARKER_NAMES	b	a
TRAJECTORY_TYPES	Measured	Measured
b X	b Y	b Z	a X	a Y	a Z	
601.693	81.359	401.328	-465.319	49.377	397.745
601.689	81.356	401.353	-465.341	49.391	397.731
601.690	81.363	401.354	-465.341	49.391	397.731
601.690	81.363	401.354	-465.332	49.397	397.740
601.684	81.358	401.337	-465.333	49.404	397.740
601.689	81.356	401.353	-465.343	49.404	397.732
601.684	81.372	401.337	-465.333	49.410	397.739
601.685	81.365	401.338	-465.333	49.410	397.739
601.679	81.374	401.321	-465.324	49.410	397.748
601.685	81.371	401.339	-465.333	49.417	397.738
601.676	81.370	401.348	-465.323	49.417	397.746
601.685	81.365	401.338	-465.324	49.423	397.747
601.676	81.370	401.348	-465.323	49.417	397.746
601.685	81.365	401.338	-465.327	49.421	397.764
601.686	81.364	401.340	-465.310	49.405	397.737
601.687	81.357	401.341	-465.313	49.416	397.753
601.682	81.348	401.365	-465.314	49.396	397.756
601.691	81.349	401.356	-465.310	49.412	397.736
601.691	81.356	401.355	-465.308	49.412	397.734
601.691	81.349	401.356	-465.299	49.392	397.744
601.697	81.347	401.372	-465.298	49.398	397.743
601.697	81.347	401.372	-465.298	49.385	397.744
601.697	81.347	401.372	-465.297	49.385	397.743
601.695	81.347	401.370	-465.298	49.385	397.744
601.697	81.334	401.373	-465.288	49.378	397.752
601.696	81.340	401.371	-465.286	49.365	397.751
601.702	81.325	401.388	-465.287	49.357	397.754
601.697	81.327	401.372	-465.286	49.358	397.752
601.703	81.312	401.388	-465.286	49.351	397.753
601.687	81.313	401.379	-465.286	49.351	397.753
601.702	81.312	401.386	-465.285	49.331	397.753
601.697	81.301	401.371	-465.271	49.326	397.743
601.697	81.307	401.371	-465.281	49.320	397.735
601.698	81.294	401.372	-465.281	49.327	397.734
601.688	81.293	401.379	-465.281	49.313	397.736
601.698	81.294	401.372	-465.280	49.313	397.735
601.683	81.295	401.363	-465.276	49.316	397.716
601.689	81.286	401.380	-465.266	49.302	397.725
601.698	81.274	401.371	-465.279	49.300	397.736
601.697	81.281	401.370	-465.275	49.289	397.718
