NO_OF_FRAMES	3238
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-09-23, 11:41:16.427	123157.81031580
DATA_INCLUDED	3D
MARKER_NAMES	b	a
TRAJECTORY_TYPES	Measured	Measured
b X	b Y	b Z	a X	a Y	a Z	
601.684	81.332	401.336	-434.044	50.243	397.637
601.675	81.330	401.345	-434.069	50.248	397.640
601.681	81.335	401.361	-434.069	50.255	397.639
601.680	81.328	401.361	-434.069	50.255	397.639
601.681	81.335	401.361	-434.059	50.255	397.647
601.682	81.328	401.363	-434.070	50.255	397.640
601.681	81.335	401.361	-434.069	50.248	397.640
601.680	81.328	401.361	-434.069	50.248	397.640
601.681	81.322	401.362	-434.070	50.241	397.641
601.680	81.328	401.361	-434.056	50.250	397.630
601.680	81.328	401.361	-434.059	50.255	397.647
601.681	81.322	401.362	-434.060	50.248	397.648
601.680	81.328	401.361	-434.050	50.234	397.657
601.681	81.335	401.361	-434.060	50.248	397.648
601.681	81.322	401.362	-434.056	50.250	397.630
601.681	81.322	401.362	-434.060	50.248	397.648
601.686	81.320	401.378	-434.056	50.250	397.630
601.672	81.320	401.371	-434.059	50.255	397.647
601.682	81.315	401.363	-434.073	50.246	397.658
601.687	81.326	401.379	-434.061	50.254	397.649
601.681	81.322	401.362	-434.060	50.248	397.648
601.682	81.315	401.363	-434.060	50.248	397.648
601.681	81.322	401.362	-434.060	50.248	397.648
601.681	81.315	401.361	-434.059	50.255	397.647
601.687	81.326	401.379	-434.060	50.248	397.648
601.686	81.320	401.378	-434.050	50.240	397.656
601.686	81.320	401.378	-434.050	50.254	397.656
601.682	81.315	401.363	-434.049	50.247	397.655
601.686	81.320	401.378	-434.059	50.255	397.647
601.681	81.322	401.362	-434.050	50.254	397.656
601.687	81.333	401.379	-434.059	50.255	397.647
601.683	81.321	401.364	-434.050	50.254	397.656
601.683	81.321	401.364	-434.049	50.254	397.655
601.686	81.320	401.378	-434.064	50.259	397.666
601.688	81.319	401.380	-434.050	50.261	397.655
601.682	81.328	401.363	-434.060	50.261	397.648
601.690	81.323	401.353	-434.060	50.261	397.648
601.681	81.322	401.362	-434.060	50.268	397.647
601.687	81.313	401.379	-434.061	50.268	397.648
601.681	81.322	401.362	-434.064	50.259	397.666
601.681	81.322	401.362	-434.067	50.278	397.621
601.681	81.322	401.362	-434.071	50.268	397.640
601.681	81.315	401.361	-434.060	50.261	397.648
601.682	81.308	401.362	-434.061	50.268	397.648
601.690	81.316	401.352	-434.071	50.268	397.640
601.676	81.324	401.346	-434.071	50.268	397.640
601.682	81.308	401.362	-434.071	50.268	397.640
601.683	81.308	401.364	-434.071	50.268	397.640
601.691	81.309	401.353	-434.071	50.268	397.640
601.681	81.322	401.362	-434.071	50.268	397.640
601.682	81.308	401.362	-434.070	50.255	397.640
601.691	81.309	401.353	-434.061	50.254	397.649
601.681	81.322	401.362	-434.061	50.254	397.649
601.681	81.322	401.362	-434.060	50.261	397.648
601.677	81.330	401.347	-434.060	50.261	397.648
601.681	81.322	401.362	-434.060	50.261	397.648
601.685	81.325	401.337	-434.064	50.259	397.666
601.681	81.335	401.361	-434.060	50.261	397.648
601.687	81.326	401.379	-434.059	50.255	397.647
601.681	81.341	401.362	-434.060	50.261	397.648
601.682	81.328	401.363	-434.059	50.255	397.647
601.682	81.335	401.364	-434.062	50.245	397.665
601.688	81.326	401.381	-434.062	50.245	397.665
601.688	81.319	401.380	-434.062	50.252	397.664
601.683	81.328	401.365	-434.058	50.241	397.647
601.688	81.326	401.381	-434.044	50.237	397.637
601.688	81.326	401.381	-434.058	50.241	397.647
601.689	81.319	401.382	-434.047	50.234	397.655
601.689	81.319	401.382	-434.057	50.235	397.646
601.688	81.319	401.380	-434.048	50.241	397.655
601.689	81.312	401.381	-434.052	50.231	397.674
601.679	81.318	401.389	-434.049	50.234	397.656
601.688	81.319	401.380	-434.052	50.231	397.674
601.673	81.320	401.373	-434.058	50.234	397.648
601.679	81.324	401.390	-434.059	50.248	397.647
601.673	81.327	401.372	-434.059	50.248	397.647
601.681	81.322	401.362	-434.060	50.248	397.648
601.687	81.326	401.379	-434.069	50.248	397.640
601.682	81.328	401.363	-434.063	50.252	397.665
601.682	81.328	401.363	-434.060	50.248	397.648
601.681	81.322	401.362	-434.060	50.248	397.648
601.682	81.328	401.363	-434.060	50.248	397.648
601.682	81.328	401.363	-434.069	50.248	397.640
601.682	81.335	401.364	-434.066	50.257	397.622
601.683	81.321	401.364	-434.061	50.254	397.649
601.682	81.335	401.364	-434.070	50.262	397.639
601.677	81.330	401.347	-434.071	50.268	397.640
601.690	81.323	401.353	-434.070	50.255	397.640
601.677	81.323	401.348	-434.070	50.262	397.639
601.683	81.321	401.364	-434.070	50.255	397.640
601.682	81.315	401.363	-434.074	50.252	397.658
601.683	81.321	401.364	-434.060	50.261	397.648
601.691	81.329	401.354	-434.071	50.268	397.640
601.696	81.327	401.370	-434.064	50.259	397.666
601.686	81.320	401.378	-434.061	50.268	397.648
601.691	81.329	401.354	-434.061	50.268	397.648
601.682	81.328	401.363	-434.061	50.268	397.648
601.690	81.323	401.353	-434.061	50.268	397.648
601.682	81.335	401.364	-434.061	50.268	397.648
601.687	81.333	401.379	-434.061	50.268	397.648
601.687	81.333	401.379	-434.062	50.281	397.648
601.681	81.341	401.362	-434.061	50.275	397.647
601.687	81.326	401.379	-434.052	50.274	397.656
601.701	81.332	401.387	-434.048	50.270	397.639
601.687	81.326	401.379	-434.060	50.268	397.647
601.697	81.327	401.372	-434.051	50.267	397.655
601.687	81.333	401.379	-434.055	50.258	397.674
601.697	81.327	401.372	-434.050	50.261	397.655
601.688	81.326	401.381	-434.051	50.267	397.655
601.688	81.326	401.381	-434.047	50.270	397.637
601.698	81.320	401.373	-434.060	50.268	397.647
601.688	81.326	401.381	-434.059	50.261	397.646
601.688	81.326	401.381	-434.059	50.261	397.646
601.688	81.326	401.381	-434.059	50.255	397.647
601.689	81.319	401.382	-434.059	50.255	397.647
601.683	81.328	401.365	-434.060	50.248	397.648
601.688	81.326	401.381	-434.059	50.255	397.647
601.688	81.326	401.381	-434.050	50.254	397.656
601.689	81.312	401.381	-434.049	50.254	397.655
601.688	81.319	401.380	-434.050	50.254	397.656
601.688	81.326	401.381	-434.050	50.240	397.656
601.688	81.319	401.380	-434.050	50.240	397.656
601.687	81.313	401.379	-434.059	50.248	397.647
601.693	81.317	401.396	-434.059	50.255	397.647
601.683	81.321	401.364	-434.059	50.255	397.647
601.687	81.326	401.379	-434.061	50.254	397.649
601.687	81.326	401.379	-434.050	50.247	397.657
601.686	81.313	401.377	-434.060	50.248	397.648
601.686	81.320	401.378	-434.050	50.254	397.656
601.682	81.315	401.363	-434.050	50.254	397.656
601.686	81.320	401.378	-434.060	50.248	397.648
601.686	81.313	401.377	-434.050	50.247	397.657
601.686	81.320	401.378	-434.056	50.250	397.630
601.686	81.320	401.378	-434.056	50.257	397.629
601.686	81.313	401.377	-434.057	50.257	397.631
601.690	81.316	401.352	-434.060	50.248	397.648
601.687	81.313	401.379	-434.061	50.254	397.649
601.682	81.308	401.362	-434.057	50.257	397.631
601.691	81.309	401.353	-434.060	50.261	397.648
601.691	81.316	401.354	-434.057	50.257	397.631
601.681	81.322	401.362	-434.061	50.254	397.649
601.690	81.316	401.352	-434.060	50.261	397.648
601.680	81.328	401.361	-434.061	50.254	397.649
601.690	81.323	401.353	-434.061	50.254	397.649
601.682	81.328	401.363	-434.071	50.262	397.641
601.682	81.328	401.363	-434.059	50.255	397.647
601.682	81.335	401.364	-434.058	50.264	397.631
601.691	81.316	401.354	-434.061	50.268	397.648
601.691	81.329	401.354	-434.060	50.261	397.648
601.691	81.329	401.354	-434.060	50.261	397.648
601.687	81.333	401.379	-434.061	50.268	397.648
601.682	81.335	401.364	-434.050	50.254	397.656
601.688	81.326	401.381	-434.047	50.263	397.638
601.696	81.327	401.370	-434.056	50.271	397.629
601.696	81.334	401.371	-434.047	50.263	397.638
601.688	81.332	401.382	-434.050	50.261	397.655
601.688	81.332	401.382	-434.046	50.263	397.637
601.688	81.332	401.382	-434.049	50.254	397.655
601.688	81.332	401.382	-434.050	50.261	397.655
601.689	81.325	401.383	-434.049	50.268	397.654
601.689	81.325	401.383	-434.049	50.254	397.655
601.694	81.323	401.399	-434.048	50.248	397.654
601.693	81.330	401.398	-434.039	50.254	397.663
601.689	81.325	401.383	-434.039	50.260	397.662
601.694	81.323	401.399	-434.053	50.245	397.674
601.694	81.317	401.398	-434.039	50.260	397.662
601.689	81.319	401.382	-434.049	50.261	397.654
601.688	81.326	401.381	-434.049	50.247	397.655
601.687	81.333	401.379	-434.050	50.274	397.654
601.687	81.333	401.379	-434.050	50.261	397.655
601.688	81.326	401.381	-434.051	50.261	397.656
601.686	81.333	401.377	-434.057	50.264	397.630
601.686	81.320	401.378	-434.060	50.261	397.648
601.682	81.328	401.363	-434.060	50.261	397.648
601.682	81.328	401.363	-434.057	50.264	397.630
601.673	81.327	401.372	-434.047	50.263	397.638
601.682	81.328	401.363	-434.057	50.257	397.631
601.682	81.315	401.363	-434.057	50.264	397.630
601.681	81.322	401.362	-434.070	50.262	397.639
601.691	81.309	401.353	-434.050	50.247	397.657
601.682	81.308	401.362	-434.061	50.254	397.649
601.677	81.310	401.346	-434.066	50.257	397.622
601.678	81.297	401.347	-434.056	50.250	397.630
601.683	81.321	401.364	-434.055	50.244	397.630
601.682	81.302	401.361	-434.060	50.248	397.648
601.678	81.297	401.347	-434.056	50.250	397.630
601.677	81.304	401.346	-434.055	50.250	397.629
601.678	81.303	401.348	-434.060	50.248	397.648
601.686	81.305	401.337	-434.056	50.243	397.631
601.691	81.303	401.353	-434.046	50.243	397.638
601.695	81.308	401.367	-434.059	50.241	397.648
601.696	81.307	401.369	-434.046	50.243	397.638
601.690	81.316	401.352	-434.050	50.240	397.656
601.695	81.308	401.367	-434.045	50.250	397.637
601.695	81.328	401.368	-434.046	50.243	397.638
601.694	81.321	401.367	-434.046	50.243	397.638
601.694	81.321	401.367	-434.050	50.254	397.656
601.689	81.323	401.351	-434.049	50.247	397.655
601.696	81.321	401.369	-434.046	50.257	397.638
601.687	81.326	401.379	-434.050	50.247	397.657
601.686	81.320	401.378	-434.047	50.250	397.639
601.695	81.328	401.368	-434.050	50.247	397.657
601.687	81.326	401.379	-434.041	50.247	397.665
601.687	81.333	401.379	-434.037	50.256	397.646
601.682	81.328	401.363	-434.036	50.242	397.647
601.682	81.335	401.364	-434.037	50.256	397.646
601.682	81.341	401.364	-434.046	50.263	397.637
601.682	81.335	401.364	-434.042	50.253	397.666
601.682	81.341	401.364	-434.041	50.253	397.664
601.687	81.339	401.380	-434.046	50.257	397.638
601.681	81.348	401.363	-434.037	50.256	397.646
601.682	81.341	401.364	-434.041	50.253	397.664
601.687	81.339	401.380	-434.052	50.267	397.657
601.681	81.348	401.363	-434.047	50.263	397.638
601.686	81.346	401.379	-434.042	50.274	397.664
601.681	81.361	401.363	-434.042	50.274	397.664
601.681	81.355	401.364	-434.039	50.269	397.647
601.681	81.355	401.364	-434.042	50.274	397.664
601.687	81.353	401.380	-434.038	50.276	397.646
601.681	81.355	401.364	-434.039	50.283	397.646
601.672	81.360	401.372	-434.039	50.283	397.646
601.681	81.355	401.364	-434.033	50.273	397.673
601.681	81.361	401.363	-434.038	50.276	397.646
601.680	81.355	401.362	-434.037	50.269	397.646
601.686	81.346	401.379	-434.039	50.283	397.646
601.681	81.348	401.363	-434.042	50.274	397.664
601.680	81.355	401.362	-434.029	50.276	397.655
601.681	81.348	401.363	-434.029	50.269	397.656
601.680	81.355	401.362	-434.038	50.283	397.645
601.681	81.341	401.362	-434.052	50.274	397.656
601.681	81.341	401.362	-434.039	50.269	397.647
601.676	81.343	401.346	-434.048	50.277	397.638
601.676	81.337	401.345	-434.035	50.272	397.629
601.682	81.328	401.363	-434.039	50.269	397.647
601.681	81.322	401.362	-434.035	50.272	397.629
601.682	81.328	401.363	-434.039	50.269	397.647
601.681	81.322	401.362	-434.038	50.256	397.648
601.682	81.328	401.363	-434.039	50.269	397.647
601.677	81.330	401.347	-434.042	50.260	397.665
601.682	81.315	401.363	-434.047	50.256	397.639
601.682	81.328	401.363	-434.038	50.256	397.648
601.690	81.316	401.352	-434.038	50.256	397.648
601.681	81.322	401.362	-434.034	50.258	397.629
601.681	81.322	401.362	-434.038	50.256	397.648
601.690	81.323	401.353	-434.039	50.262	397.648
601.681	81.315	401.361	-434.038	50.263	397.647
601.681	81.322	401.362	-434.038	50.256	397.648
601.690	81.316	401.352	-434.024	50.258	397.637
601.686	81.320	401.378	-434.023	50.251	397.636
