NO_OF_FRAMES	2938
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-09-23, 11:17:47.870	121749.25486280
DATA_INCLUDED	3D
MARKER_NAMES	b	a
TRAJECTORY_TYPES	Measured	Measured
b X	b Y	b Z	a X	a Y	a Z	
597.428	81.112	401.287	-481.561	48.807	397.770
597.379	81.129	401.250	-481.586	48.825	397.773
597.333	81.128	401.254	-481.578	48.824	397.735
597.276	81.126	401.264	-481.575	48.825	397.780
597.230	81.124	401.268	-481.581	48.815	397.753
597.178	81.125	401.256	-481.581	48.828	397.753
597.130	81.144	401.258	-481.582	48.814	397.755
597.069	81.137	401.255	-481.585	48.819	397.773
597.017	81.138	401.243	-481.576	48.811	397.782
596.960	81.149	401.253	-481.586	48.825	397.773
596.921	81.156	401.247	-481.576	48.811	397.782
596.875	81.148	401.250	-481.575	48.818	397.781
596.827	81.160	401.253	-481.583	48.814	397.756
596.780	81.159	401.255	-481.585	48.812	397.774
596.728	81.166	401.244	-481.583	48.814	397.756
596.681	81.172	401.247	-481.574	48.834	397.763
596.633	81.178	401.249	-481.573	48.820	397.764
596.586	81.177	401.251	-481.584	48.814	397.758
596.537	81.189	401.253	-481.582	48.828	397.754
596.476	81.196	401.248	-481.583	48.814	397.756
596.429	81.201	401.253	-481.583	48.814	397.756
596.383	81.193	401.256	-481.583	48.821	397.755
596.331	81.194	401.244	-481.583	48.814	397.756
596.284	81.193	401.248	-481.573	48.814	397.765
596.236	81.205	401.250	-481.582	48.808	397.756
596.181	81.196	401.264	-481.572	48.787	397.766
596.143	81.196	401.257	-481.568	48.810	397.744
596.091	81.197	401.245	-481.573	48.793	397.766
596.039	81.197	401.233	-481.569	48.816	397.745
595.999	81.187	401.254	-481.582	48.808	397.756
595.946	81.188	401.240	-481.571	48.807	397.763
595.899	81.200	401.244	-481.572	48.794	397.765
595.847	81.195	401.231	-481.569	48.816	397.745
595.795	81.195	401.219	-481.580	48.803	397.740
595.748	81.194	401.223	-481.578	48.824	397.735
595.701	81.193	401.225	-481.583	48.814	397.756
595.649	81.194	401.213	-481.584	48.821	397.757
595.601	81.199	401.216	-481.580	48.803	397.740
595.546	81.197	401.229	-481.583	48.814	397.756
595.507	81.204	401.222	-481.570	48.809	397.747
595.451	81.188	401.234	-481.575	48.813	397.766
595.405	81.187	401.238	-481.574	48.820	397.765
595.352	81.194	401.225	-481.583	48.814	397.756
595.312	81.184	401.246	-481.574	48.827	397.764
595.273	81.185	401.239	-481.570	48.837	397.744
595.218	81.169	401.252	-481.574	48.827	397.764
595.171	81.174	401.255	-481.570	48.830	397.744
595.120	81.168	401.244	-481.574	48.834	397.763
595.078	81.158	401.263	-481.570	48.850	397.742
595.040	81.165	401.257	-481.574	48.834	397.763
594.984	81.156	401.269	-481.574	48.834	397.763
594.933	81.144	401.258	-481.564	48.840	397.770
594.886	81.149	401.263	-481.560	48.836	397.751
594.839	81.141	401.266	-481.563	48.841	397.769
594.787	81.135	401.253	-481.563	48.841	397.769
594.741	81.127	401.256	-481.563	48.834	397.770
594.690	81.116	401.284	-481.564	48.847	397.769
594.646	81.086	401.260	-481.554	48.853	397.776
594.594	81.086	401.248	-481.551	48.849	397.759
