NO_OF_FRAMES	2152
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-09-23, 11:14:28.796	121550.18220030
DATA_INCLUDED	3D
MARKER_NAMES	b	a
TRAJECTORY_TYPES	Measured	Measured
b X	b Y	b Z	a X	a Y	a Z	
601.734	81.108	401.319	-475.763	48.570	397.723
601.729	81.110	401.303	-475.797	48.582	397.719
601.728	81.117	401.302	-475.797	48.589	397.718
601.733	81.122	401.317	-475.790	48.572	397.746
601.733	81.122	401.317	-475.787	48.588	397.727
601.733	81.122	401.317	-475.787	48.588	397.727
601.733	81.128	401.318	-475.784	48.570	397.710
601.742	81.129	401.309	-475.784	48.584	397.709
601.737	81.133	401.332	-475.778	48.581	397.736
601.732	81.141	401.317	-475.776	48.597	397.717
601.746	81.141	401.324	-475.779	48.594	397.735
601.747	81.147	401.325	-475.762	48.592	397.706
601.741	81.149	401.309	-475.780	48.614	397.735
601.747	81.147	401.325	-475.766	48.616	397.723
601.755	81.162	401.316	-475.778	48.603	397.719
601.745	81.168	401.323	-475.771	48.620	397.742
601.754	81.175	401.315	-475.764	48.633	397.704
601.754	81.175	401.315	-475.768	48.637	397.723
601.755	81.182	401.316	-475.769	48.643	397.724
601.754	81.189	401.315	-475.759	48.649	397.731
601.755	81.188	401.317	-475.760	48.649	397.732
601.745	81.194	401.325	-475.750	48.669	397.738
601.745	81.201	401.325	-475.751	48.669	397.739
601.754	81.202	401.316	-475.748	48.672	397.720
601.748	81.211	401.299	-475.751	48.689	397.737
601.745	81.214	401.325	-475.742	48.689	397.746
601.739	81.216	401.309	-475.753	48.716	397.736
601.744	81.221	401.324	-475.741	48.725	397.726
601.744	81.227	401.324	-475.735	48.722	397.753
601.745	81.220	401.326	-475.741	48.738	397.726
601.730	81.228	401.317	-475.736	48.749	397.752
601.730	81.228	401.317	-475.738	48.762	397.753
601.729	81.235	401.316	-475.737	48.769	397.752
601.729	81.241	401.317	-475.730	48.786	397.776
601.729	81.235	401.316	-475.728	48.802	397.756
