NO_OF_FRAMES	1854
NO_OF_CAMERAS	2
NO_OF_MARKERS	3
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-09-23, 13:55:23.744	131205.09199600
DATA_INCLUDED	3D
MARKER_NAMES	b1	b2	b3
TRAJECTORY_TYPES	Measured	Measured	Measured
b1 X	b1 Y	b1 Z	b2 X	b2 Y	b2 Z	b3 X	b3 Y	b3 Z	
273.170	-168.736	-14.347	293.328	-201.493	-14.323	310.330	-161.089	-13.970
273.179	-168.743	-14.332	293.338	-201.507	-14.308	310.330	-161.096	-13.971
273.169	-168.744	-14.346	293.320	-201.498	-14.307	310.330	-161.096	-13.971
273.169	-168.744	-14.347	293.328	-201.508	-14.322	310.330	-161.096	-13.971
273.160	-168.754	-14.360	293.319	-201.501	-14.338	310.330	-161.096	-13.971
273.160	-168.737	-14.362	293.320	-201.499	-14.307	310.321	-161.074	-13.986
273.152	-168.729	-14.345	293.311	-201.491	-14.322	310.330	-161.081	-13.971
273.169	-168.738	-14.346	293.319	-201.493	-14.339	310.321	-161.081	-13.987
273.160	-168.737	-14.362	293.328	-201.493	-14.323	310.330	-161.097	-13.970
273.160	-168.736	-14.362	293.319	-201.494	-14.337	310.321	-161.081	-13.987
273.160	-168.730	-14.361	293.311	-201.500	-14.321	310.321	-161.089	-13.986
273.170	-168.735	-14.347	293.319	-201.501	-14.338	310.321	-161.089	-13.986
273.160	-168.737	-14.362	293.319	-201.486	-14.338	310.321	-161.073	-13.987
273.160	-168.745	-14.361	293.319	-201.501	-14.338	310.321	-161.089	-13.986
273.151	-168.738	-14.376	293.310	-201.495	-14.353	310.321	-161.089	-13.986
273.152	-168.729	-14.345	293.302	-201.509	-14.337	310.321	-161.081	-13.987
273.160	-168.737	-14.362	293.310	-201.503	-14.353	310.321	-161.073	-13.987
273.151	-168.738	-14.376	293.310	-201.495	-14.353	310.312	-161.082	-14.002
273.151	-168.729	-14.377	293.302	-201.509	-14.337	310.312	-161.065	-14.003
273.160	-168.736	-14.362	293.319	-201.501	-14.338	310.321	-161.081	-13.987
273.151	-168.722	-14.377	293.319	-201.493	-14.339	310.312	-161.074	-14.002
273.160	-168.737	-14.362	293.310	-201.503	-14.353	310.312	-161.074	-14.002
273.142	-168.721	-14.360	293.310	-201.486	-14.354	310.321	-161.073	-13.987
273.151	-168.729	-14.377	293.319	-201.493	-14.339	310.312	-161.082	-14.002
273.160	-168.728	-14.363	293.319	-201.486	-14.338	310.312	-161.065	-13.971
273.142	-168.721	-14.360	293.317	-201.490	-14.368	310.321	-161.073	-13.987
273.160	-168.721	-14.362	293.326	-201.457	-14.354	310.321	-161.065	-13.987
273.160	-168.721	-14.362	293.335	-201.474	-14.370	310.321	-161.057	-13.988
273.152	-168.729	-14.345	293.326	-201.475	-14.385	310.312	-161.058	-14.003
273.152	-168.729	-14.345	293.334	-201.452	-14.370	310.312	-161.065	-13.971
273.152	-168.720	-14.345	293.334	-201.452	-14.370	310.321	-161.049	-13.988
273.152	-168.720	-14.345	293.333	-201.445	-14.369	310.312	-161.057	-13.970
273.152	-168.720	-14.345	293.333	-201.453	-14.369	310.321	-161.057	-13.988
273.152	-168.729	-14.345	293.333	-201.452	-14.369	310.330	-161.064	-13.972
273.159	-168.723	-14.361	293.333	-201.445	-14.369	310.312	-161.065	-13.971
273.151	-168.722	-14.344	293.332	-201.446	-14.367	310.312	-161.066	-13.970
273.151	-168.722	-14.344	293.350	-201.445	-14.370	310.320	-161.066	-13.986
273.151	-168.722	-14.344	293.340	-201.440	-14.384	310.312	-161.066	-13.970
273.160	-168.721	-14.330	293.342	-201.452	-14.353	310.321	-161.082	-13.986
273.160	-168.713	-14.330	293.332	-201.446	-14.367	310.320	-161.066	-13.986
273.151	-168.731	-14.344	293.333	-201.445	-14.369	310.329	-161.057	-13.972
273.169	-168.731	-14.346	293.342	-201.452	-14.353	310.321	-161.080	-13.955
273.170	-168.729	-14.314	293.342	-201.459	-14.354	310.321	-161.073	-13.954
273.169	-168.722	-14.346	293.341	-201.445	-14.353	310.330	-161.073	-13.971
273.160	-168.730	-14.329	293.341	-201.445	-14.353	310.330	-161.081	-13.971
273.178	-168.738	-14.330	293.350	-201.446	-14.369	310.329	-161.082	-13.970
273.160	-168.730	-14.329	293.342	-201.452	-14.353	310.321	-161.080	-13.955
273.161	-168.736	-14.329	293.342	-201.459	-14.354	310.330	-161.080	-13.939
273.160	-168.721	-14.330	293.342	-201.459	-14.354	310.330	-161.081	-13.971
273.170	-168.728	-14.314	293.342	-201.452	-14.353	310.339	-161.080	-13.956
273.161	-168.728	-14.330	293.343	-201.475	-14.353	310.330	-161.063	-13.940
273.161	-168.745	-14.329	293.342	-201.459	-14.354	310.321	-161.088	-13.954
273.161	-168.737	-14.329	293.326	-201.472	-14.354	310.321	-161.080	-13.955
273.161	-168.737	-14.329	293.327	-201.485	-14.322	310.313	-161.080	-13.970
273.152	-168.744	-14.344	293.327	-201.486	-14.322	310.321	-161.080	-13.955
273.152	-168.729	-14.345	293.311	-201.500	-14.321	310.313	-161.080	-13.970
273.152	-168.736	-14.345	293.319	-201.501	-14.338	310.312	-161.082	-14.002
273.152	-168.729	-14.345	293.327	-201.488	-14.354	310.313	-161.088	-13.970
273.160	-168.745	-14.361	293.327	-201.487	-14.355	310.313	-161.080	-13.970
273.151	-168.729	-14.377	293.319	-201.493	-14.339	310.303	-161.089	-13.985
273.143	-168.737	-14.360	293.302	-201.478	-14.338	310.304	-161.081	-13.985
273.152	-168.744	-14.344	293.291	-201.348	-14.295	310.312	-161.082	-14.002
273.151	-168.681	-14.347	293.315	-200.594	-14.353	310.302	-160.988	-13.988
273.216	-168.411	-14.327	293.486	-200.311	-14.341	310.319	-160.571	-13.982
273.266	-167.912	-14.360	293.728	-199.810	-14.291	310.330	-159.878	-13.980
273.379	-167.400	-14.320	293.962	-199.075	-14.301	310.409	-159.117	-14.050
273.471	-166.705	-14.315	294.436	-198.488	-14.411	310.451	-158.206	-14.024
273.582	-165.912	-14.357	294.789	-197.632	-14.401	310.508	-157.189	-14.033
273.705	-165.099	-14.422	295.094	-196.623	-14.372	310.573	-156.098	-14.031
273.835	-164.135	-14.445	295.523	-195.636	-14.322	310.637	-154.932	-14.031
273.999	-163.139	-14.438	295.931	-194.548	-14.334	310.710	-153.548	-14.029
274.180	-162.030	-14.372	296.375	-193.139	-14.277	310.777	-152.108	-13.987
274.366	-160.846	-14.321	296.872	-191.723	-14.253	310.890	-150.541	-13.976
274.549	-159.532	-14.339	297.452	-190.235	-14.267	310.979	-148.878	-13.923
274.841	-158.091	-14.418	298.048	-188.577	-14.256	311.061	-147.013	-13.903
275.149	-156.554	-14.436	298.704	-186.771	-14.240	311.202	-145.055	-13.940
275.361	-155.065	-14.323	299.424	-184.909	-14.252	311.358	-142.953	-13.977
275.651	-153.387	-14.313	300.201	-182.888	-14.319	311.469	-140.761	-13.970
276.036	-151.642	-14.364	301.029	-180.710	-14.266	311.570	-138.540	-13.944
276.333	-149.956	-14.368	301.847	-178.529	-14.225	311.681	-136.123	-13.980
276.662	-148.280	-14.235	302.689	-176.327	-14.233	311.747	-133.803	-13.959
277.052	-146.484	-14.334	303.563	-174.165	-14.169	311.843	-131.438	-13.930
277.382	-144.747	-14.406	304.382	-171.964	-14.194	311.879	-129.072	-13.919
277.721	-142.979	-14.233	305.175	-169.840	-14.197	311.961	-126.767	-13.861
278.088	-141.270	-14.312	306.050	-167.576	-14.204	312.005	-124.388	-13.897
278.513	-139.574	-14.373	306.901	-165.339	-14.194	312.087	-122.091	-13.839
278.851	-137.833	-14.229	307.706	-163.031	-14.165	312.148	-119.769	-13.873
279.201	-136.143	-14.339	308.594	-160.818	-14.158	312.195	-117.463	-13.847
279.717	-134.317	-14.322	309.419	-158.582	-14.161	312.258	-115.187	-13.881
279.980	-132.584	-14.295	310.235	-156.347	-14.210	312.285	-112.841	-13.883
280.494	-130.979	-14.228	311.023	-154.021	-14.148	312.331	-110.572	-13.917
280.883	-129.217	-14.351	311.858	-151.816	-14.132	312.395	-108.295	-13.919
281.272	-127.456	-14.211	312.692	-149.527	-14.089	312.442	-106.020	-13.958
281.747	-125.757	-14.306	313.540	-147.206	-14.104	312.471	-103.752	-13.925
282.156	-123.967	-14.306	314.293	-144.928	-14.098	312.516	-101.466	-13.892
282.605	-122.270	-14.211	315.127	-142.639	-14.117	312.527	-99.185	-13.959
283.088	-120.654	-14.382	315.949	-140.333	-14.112	312.576	-97.015	-13.927
283.521	-118.852	-14.164	316.744	-137.992	-14.090	312.578	-94.754	-13.910
283.970	-117.069	-14.375	317.560	-135.704	-14.041	312.608	-92.541	-13.908
284.488	-115.482	-14.249	318.357	-133.380	-14.085	312.603	-90.311	-13.874
284.880	-113.666	-14.214	319.091	-131.042	-14.009	312.617	-88.142	-13.840
285.494	-112.007	-14.278	319.911	-128.718	-14.064	312.656	-85.956	-13.888
285.867	-110.302	-14.204	320.700	-126.418	-14.056	312.678	-83.748	-13.839
286.462	-108.560	-14.238	321.461	-124.096	-13.965	312.718	-81.601	-13.823
286.915	-106.704	-14.227	322.253	-121.671	-14.100	312.776	-79.446	-13.807
287.472	-105.090	-14.175	322.989	-119.385	-14.021	312.824	-77.247	-13.840
287.998	-103.352	-14.237	323.723	-117.033	-13.976	312.873	-75.116	-13.872
288.507	-101.580	-14.162	324.519	-114.716	-13.979	312.950	-73.006	-13.827
289.083	-99.800	-14.260	325.278	-112.327	-13.981	312.991	-70.891	-13.811
289.572	-98.115	-14.113	325.967	-109.925	-13.949	313.014	-68.753	-13.793
290.193	-96.422	-14.224	326.754	-107.664	-13.963	313.038	-66.624	-13.775
290.703	-94.659	-14.120	327.510	-105.172	-14.027	313.042	-64.450	-13.787
291.336	-92.997	-14.188	328.184	-102.865	-13.926	313.074	-62.345	-13.784
291.863	-91.229	-14.150	328.934	-100.446	-13.979	313.134	-60.248	-13.735
292.494	-89.445	-14.154	329.692	-98.086	-13.937	313.204	-58.211	-13.702
293.022	-87.715	-14.118	330.383	-95.732	-13.806	313.227	-56.112	-13.716
293.682	-86.038	-14.137	331.080	-93.391	-13.944	313.261	-54.058	-13.683
294.262	-84.288	-14.069	331.767	-90.959	-13.871	313.339	-51.992	-13.670
294.900	-82.497	-14.150	332.474	-88.570	-13.834	313.406	-49.921	-13.704
295.500	-80.774	-14.057	333.178	-86.141	-13.888	313.467	-47.908	-13.748
296.123	-79.032	-14.074	333.804	-83.734	-13.862	313.517	-45.886	-13.810
296.756	-77.270	-14.043	334.521	-81.404	-13.840	313.532	-43.842	-13.869
297.406	-75.533	-14.012	335.235	-78.961	-13.720	313.556	-41.789	-13.851
298.048	-73.841	-14.031	335.879	-76.591	-13.750	313.580	-39.713	-13.865
298.679	-72.015	-13.995	336.584	-74.186	-13.801	313.585	-37.630	-13.879
299.283	-70.156	-13.978	337.237	-71.773	-13.667	313.644	-35.608	-13.955
299.941	-68.406	-13.965	337.916	-69.402	-13.791	313.758	-33.608	-13.972
300.593	-66.676	-13.903	338.629	-66.950	-13.735	313.741	-31.595	-13.900
301.260	-64.955	-13.962	339.318	-64.534	-13.627	313.802	-29.596	-13.944
301.920	-63.199	-13.883	339.941	-62.073	-13.784	313.801	-27.600	-13.968
302.595	-61.438	-13.899	340.517	-59.750	-13.685	313.835	-25.619	-14.025
303.208	-59.605	-13.896	341.187	-57.331	-13.640	313.897	-23.652	-14.069
303.901	-57.837	-13.915	341.751	-54.960	-13.648	313.957	-21.691	-14.145
304.533	-56.072	-13.849	342.414	-52.580	-13.585	314.010	-19.738	-14.173
305.174	-54.354	-13.920	343.059	-50.209	-13.457	314.090	-17.821	-14.126
305.840	-52.542	-13.917	343.650	-47.867	-13.633	314.153	-15.906	-14.108
306.498	-50.752	-13.898	344.179	-45.458	-13.521	314.244	-13.991	-14.075
307.127	-48.939	-13.955	344.822	-43.060	-13.606	314.325	-12.084	-14.087
307.776	-47.170	-13.922	345.359	-40.644	-13.660	314.387	-10.199	-14.100
308.461	-45.417	-13.920	345.924	-38.255	-13.635	314.459	-8.269	-14.129
309.091	-43.612	-13.943	346.453	-35.874	-13.674	314.549	-6.363	-14.126
309.767	-41.844	-13.953	347.070	-33.479	-13.682	314.656	-4.492	-14.157
310.450	-40.031	-13.948	347.646	-31.150	-13.545	314.765	-2.639	-14.124
311.099	-38.292	-13.974	348.226	-28.738	-13.678	314.873	-0.794	-14.153
311.783	-36.472	-13.968	348.794	-26.398	-13.492	314.982	1.044	-14.183
312.493	-34.671	-13.949	349.374	-23.962	-13.624	315.082	2.884	-14.196
313.151	-32.907	-13.956	349.896	-21.643	-13.519	315.138	4.706	-14.190
313.825	-31.137	-14.026	350.441	-19.171	-13.675	315.194	6.506	-14.184
314.537	-29.373	-13.974	350.883	-16.860	-13.676	315.303	8.330	-14.183
315.231	-27.589	-13.981	351.431	-14.493	-13.706	315.388	10.104	-14.131
315.922	-25.756	-14.020	351.899	-12.128	-13.722	315.498	11.875	-14.129
316.651	-24.086	-14.031	352.402	-9.852	-13.679	315.608	13.651	-14.126
317.388	-22.269	-13.995	352.871	-7.408	-13.812	315.733	15.439	-14.219
318.099	-20.490	-14.030	353.338	-5.102	-13.768	315.853	17.185	-14.262
318.791	-18.687	-14.037	353.779	-2.756	-13.890	315.965	18.945	-14.257
319.511	-16.917	-14.027	354.238	-0.359	-13.857	316.074	20.650	-14.256
320.276	-15.205	-14.004	354.673	1.925	-13.897	316.187	22.409	-14.189
320.941	-13.352	-14.054	355.159	4.215	-13.881	316.334	24.073	-14.157
321.642	-11.558	-14.042	355.594	6.562	-13.982	316.464	25.817	-14.214
322.405	-9.774	-14.082	356.035	8.896	-13.885	316.610	27.511	-14.213
323.109	-8.038	-14.036	356.506	11.086	-13.989	316.773	29.244	-14.275
323.863	-6.257	-14.088	356.886	13.518	-13.842	316.923	30.881	-14.209
324.593	-4.492	-14.058	357.318	15.808	-13.978	317.097	32.570	-14.224
325.276	-2.660	-13.981	357.802	17.922	-13.905	317.237	34.258	-14.173
326.038	-0.893	-14.110	358.084	20.291	-13.928	317.400	35.950	-14.236
326.766	0.880	-14.111	358.617	22.577	-14.015	317.586	37.563	-14.234
327.470	2.661	-14.031	358.938	24.788	-13.911	317.759	39.250	-14.249
328.235	4.435	-14.062	359.318	27.015	-13.919	317.934	40.856	-14.170
328.927	6.266	-14.029	359.827	29.366	-13.986	318.109	42.531	-14.184
329.619	8.054	-14.027	360.058	31.602	-13.911	318.312	44.161	-14.244
330.397	9.845	-14.125	360.541	33.704	-13.839	318.512	45.799	-14.245
331.085	11.593	-14.040	360.904	36.089	-14.032	318.733	47.415	-14.276
331.814	13.414	-14.034	361.199	38.315	-13.878	318.927	49.008	-14.228
332.578	15.220	-14.094	361.646	40.468	-13.898	319.101	50.624	-14.212
333.271	17.005	-13.934	361.992	42.703	-14.027	319.333	52.247	-14.195
334.023	18.785	-14.104	362.314	44.891	-13.827	319.587	53.811	-14.229
334.732	20.583	-14.099	362.661	47.196	-13.954	319.807	55.451	-14.291
335.437	22.389	-13.980	363.020	49.363	-14.033	320.011	56.970	-14.227
336.221	24.186	-14.035	363.373	51.433	-13.845	320.223	58.541	-14.179
336.912	25.960	-14.059	363.656	53.684	-13.958	320.470	60.157	-14.227
337.612	27.737	-14.037	364.020	55.932	-14.024	320.745	61.676	-14.290
338.419	29.557	-14.080	364.355	58.072	-13.928	320.983	63.302	-14.260
339.095	31.355	-14.036	364.652	60.222	-13.959	321.213	64.751	-14.181
339.807	33.214	-14.024	364.983	62.412	-13.960	321.443	66.359	-14.196
340.626	34.982	-14.046	365.301	64.611	-13.926	321.723	67.911	-14.278
341.344	36.718	-13.960	365.575	66.812	-13.991	322.028	69.458	-14.263
342.025	38.556	-14.058	365.871	68.993	-13.991	322.238	70.964	-14.216
342.776	40.412	-14.128	366.197	71.077	-13.941	322.481	72.439	-14.244
343.515	42.242	-13.975	366.496	73.190	-14.001	322.789	74.017	-14.249
344.300	44.071	-13.991	366.734	75.421	-14.002	323.083	75.534	-14.280
345.019	45.876	-14.116	367.022	77.623	-13.985	323.321	77.035	-14.248
345.746	47.614	-14.010	367.301	79.680	-14.046	323.580	78.494	-14.247
346.571	49.391	-14.016	367.565	81.852	-14.074	323.909	80.009	-14.219
347.226	51.227	-14.061	367.822	83.949	-14.021	324.175	81.502	-14.265
347.983	53.032	-14.059	368.070	86.013	-13.922	324.462	82.959	-14.279
348.770	54.841	-14.009	368.309	88.165	-13.932	324.772	84.436	-14.250
349.462	56.653	-13.960	368.574	90.302	-14.074	325.076	85.879	-14.266
350.115	58.497	-14.067	368.798	92.407	-14.040	325.369	87.377	-14.297
350.869	60.293	-14.035	369.013	94.479	-13.970	325.718	88.804	-14.268
351.598	62.129	-13.953	369.231	96.533	-14.012	326.013	90.282	-14.329
352.317	63.974	-14.074	369.494	98.621	-14.102	326.306	91.679	-14.267
353.069	65.751	-14.050	369.707	100.647	-14.095	326.656	93.201	-14.299
353.789	67.578	-13.950	369.919	102.714	-14.026	326.973	94.552	-14.316
354.496	69.429	-14.055	370.097	104.768	-13.988	327.300	95.965	-14.267
355.178	71.284	-14.049	370.302	106.871	-13.996	327.590	97.400	-14.237
355.907	73.047	-13.963	370.507	108.886	-14.088	327.988	98.811	-14.377
356.681	74.873	-14.017	370.727	110.915	-14.097	328.303	100.305	-14.302
357.351	76.682	-14.005	370.928	112.911	-14.024	328.593	101.585	-14.250
358.115	78.500	-13.982	371.070	114.934	-13.985	329.022	103.110	-14.364
358.902	80.304	-14.038	371.219	117.034	-14.077	329.377	104.456	-14.318
359.485	82.206	-14.012	371.396	119.055	-14.101	329.664	105.816	-14.268
360.212	84.007	-14.049	371.600	121.030	-14.109	330.111	107.281	-14.320
360.953	85.825	-14.004	371.770	122.998	-14.116	330.480	108.603	-14.349
361.601	87.698	-14.022	371.903	125.007	-14.092	330.766	109.969	-14.237
362.338	89.542	-14.073	372.053	127.005	-14.100	331.264	111.345	-14.290
363.059	91.406	-13.996	372.195	128.988	-14.123	331.604	112.748	-14.366
363.723	93.300	-14.046	372.356	130.946	-14.114	331.946	114.098	-14.193
364.458	95.177	-14.127	372.508	132.896	-14.089	332.430	115.440	-14.398
365.134	96.971	-14.001	372.651	134.865	-14.111	332.778	116.815	-14.335
365.827	98.769	-14.001	372.808	136.785	-14.115	333.172	118.137	-14.163
366.529	100.642	-14.078	372.915	138.751	-14.106	333.628	119.513	-14.414
367.214	102.493	-13.968	373.002	140.758	-14.129	334.045	120.861	-14.180
367.924	104.387	-14.060	373.145	142.686	-14.120	334.426	122.216	-14.335
368.597	106.265	-14.028	373.281	144.628	-14.094	334.927	123.547	-14.323
369.292	108.157	-14.024	373.392	146.548	-14.082	335.279	124.943	-14.226
370.013	109.989	-14.004	373.491	148.485	-14.088	335.768	126.247	-14.415
370.652	111.827	-13.969	373.579	150.422	-14.173	336.213	127.580	-14.226
371.372	113.712	-14.011	373.671	152.342	-14.162	336.609	129.026	-14.322
372.057	115.637	-14.053	373.802	154.189	-14.117	337.159	130.232	-14.292
372.693	117.465	-14.017	373.900	156.051	-14.123	337.502	131.640	-14.271
373.395	119.334	-14.059	373.991	157.918	-14.112	338.076	132.981	-14.341
374.033	121.225	-13.990	374.084	159.799	-14.100	338.458	134.285	-14.288
374.728	123.029	-14.013	374.157	161.669	-14.121	338.991	135.642	-14.308
375.421	124.904	-14.037	374.261	163.506	-14.123	339.445	136.933	-14.307
376.025	126.812	-13.997	374.317	165.399	-14.143	339.916	138.307	-14.258
376.718	128.712	-14.051	374.381	167.280	-14.117	340.451	139.599	-14.368
377.358	130.565	-13.979	374.473	169.120	-14.137	340.876	140.967	-14.259
378.003	132.496	-14.018	374.550	170.934	-14.123	341.442	142.236	-14.352
378.662	134.406	-14.040	374.642	172.759	-14.142	341.900	143.661	-14.288
379.320	136.210	-13.997	374.698	174.578	-14.162	342.444	144.953	-14.320
379.960	138.138	-14.048	374.767	176.407	-14.164	342.921	146.266	-14.285
380.581	139.994	-14.005	374.826	178.205	-14.151	343.466	147.611	-14.317
381.211	141.917	-14.041	374.860	180.009	-14.234	343.961	149.005	-14.333
381.842	143.825	-14.013	374.890	181.878	-14.237	344.514	150.261	-14.298
382.489	145.710	-14.016	374.945	183.634	-14.206	345.048	151.623	-14.344
383.111	147.653	-14.035	375.015	185.383	-14.176	345.592	152.949	-14.313
383.714	149.558	-14.022	375.046	187.202	-14.210	346.149	154.277	-14.357
384.366	151.437	-14.022	375.096	188.984	-14.181	346.692	155.581	-14.324
384.950	153.364	-14.008	375.137	190.741	-14.199	347.233	156.975	-14.355
385.591	155.293	-14.024	375.171	192.522	-14.169	347.795	158.237	-14.303
386.158	157.204	-14.010	375.232	194.244	-14.154	348.380	159.583	-14.299
386.769	159.105	-14.011	375.244	195.988	-14.187	348.911	160.963	-14.314
387.384	161.068	-14.010	375.267	197.755	-14.205	349.511	162.289	-14.311
387.959	162.977	-14.010	375.285	199.531	-14.206	350.074	163.617	-14.308
388.556	164.947	-14.009	375.321	201.254	-14.206	350.690	164.960	-14.306
389.131	166.901	-14.009	375.313	202.971	-14.240	351.250	166.308	-14.334
389.719	168.834	-13.991	375.317	204.713	-14.288	351.870	167.646	-14.298
390.296	170.781	-14.020	375.319	206.507	-14.320	352.453	169.010	-14.293
390.867	172.739	-14.033	375.338	208.150	-14.288	353.076	170.356	-14.306
391.463	174.664	-13.998	375.303	209.846	-14.305	353.682	171.700	-14.267
391.997	176.638	-14.012	375.340	211.580	-14.336	354.297	173.042	-14.344
392.591	178.599	-14.009	375.337	213.337	-14.289	354.917	174.388	-14.244
393.097	180.558	-14.006	375.322	214.939	-14.305	355.561	175.748	-14.317
393.699	182.552	-14.018	375.328	216.586	-14.320	356.148	177.080	-14.265
394.181	184.470	-13.999	375.363	218.314	-14.240	356.811	178.516	-14.275
394.766	186.467	-14.042	375.340	219.920	-14.241	357.446	179.805	-14.268
395.246	188.407	-13.991	375.318	221.538	-14.272	358.098	181.161	-14.230
395.833	190.413	-14.064	375.359	223.245	-14.222	358.749	182.569	-14.317
396.293	192.335	-13.982	375.322	224.838	-14.208	359.386	183.871	-14.214
396.874	194.341	-14.069	375.306	226.441	-14.269	360.104	185.241	-14.253
397.315	196.258	-13.987	375.323	228.065	-14.187	360.676	186.636	-14.247
397.868	198.263	-14.059	375.273	229.646	-14.283	361.387	187.966	-14.205
398.331	200.172	-14.006	375.272	231.263	-14.247	362.081	189.358	-14.276
398.855	202.174	-14.032	375.239	232.830	-14.231	362.687	190.721	-14.219
399.331	204.084	-14.023	375.190	234.444	-14.278	363.449	192.075	-14.241
399.801	206.050	-13.987	375.195	235.967	-14.257	364.088	193.413	-14.215
400.283	208.039	-14.089	375.138	237.513	-14.273	364.765	194.821	-14.221
400.712	209.963	-13.929	375.129	239.061	-14.282	365.535	196.143	-14.225
401.234	212.006	-14.123	375.083	240.562	-14.314	366.167	197.509	-14.182
401.637	213.895	-13.947	375.081	242.087	-14.307	366.896	198.926	-14.249
402.124	215.982	-14.110	375.036	243.595	-14.338	367.664	200.223	-14.220
402.556	217.840	-14.010	375.024	245.088	-14.317	368.328	201.598	-14.159
402.936	219.829	-14.005	374.973	246.573	-14.362	369.045	203.024	-14.273
403.421	221.778	-14.104	374.976	248.023	-14.340	369.754	204.358	-14.194
403.763	223.619	-13.975	374.925	249.467	-14.354	370.451	205.701	-14.163
404.232	225.531	-14.103	374.944	250.911	-14.395	371.190	207.071	-14.273
404.659	227.349	-14.030	374.947	252.354	-14.391	371.834	208.439	-14.148
404.950	229.248	-14.026	374.942	253.759	-14.402	372.549	209.800	-14.208
405.436	231.190	-14.123	374.947	255.160	-14.365	373.254	211.221	-14.254
405.756	233.036	-14.071	374.941	256.592	-14.408	373.922	212.544	-14.112
406.102	234.946	-14.063	374.978	257.921	-14.385	374.661	213.926	-14.250
406.571	236.834	-14.098	374.988	259.350	-14.366	375.331	215.335	-14.201
406.877	238.586	-14.055	375.011	260.725	-14.392	376.037	216.679	-14.118
407.217	240.480	-14.094	375.086	262.143	-14.401	376.745	218.118	-14.255
407.641	242.386	-14.115	375.106	263.477	-14.396	377.372	219.505	-14.174
407.916	244.237	-14.109	375.132	264.788	-14.389	378.138	220.872	-14.120
408.257	246.121	-14.085	375.193	266.180	-14.414	378.831	222.288	-14.271
408.654	247.858	-14.088	375.224	267.518	-14.424	379.436	223.680	-14.141
408.920	249.651	-14.078	375.263	268.868	-14.450	380.234	225.062	-14.180
409.231	251.503	-14.040	375.335	270.199	-14.458	380.828	226.479	-14.221
409.617	253.356	-14.122	375.380	271.533	-14.513	381.534	227.907	-14.135
409.880	255.214	-14.146	375.429	272.891	-14.477	382.313	229.320	-14.235
410.182	257.002	-14.073	375.494	274.190	-14.500	382.856	230.719	-14.150
410.559	258.798	-14.121	375.559	275.499	-14.493	383.632	232.141	-14.187
410.808	260.612	-14.161	375.587	276.789	-14.471	384.291	233.557	-14.179
411.057	262.407	-14.107	375.664	278.095	-14.465	384.911	235.008	-14.171
411.388	264.171	-14.048	375.751	279.368	-14.456	385.694	236.414	-14.173
411.691	265.939	-14.161	375.812	280.601	-14.416	386.255	237.874	-14.149
411.944	267.768	-14.137	375.871	281.915	-14.364	386.975	239.307	-14.185
412.226	269.570	-14.065	375.993	283.240	-14.418	387.713	240.726	-14.170
412.522	271.326	-14.131	376.083	284.450	-14.426	388.260	242.163	-14.161
412.774	273.027	-14.167	376.193	285.737	-14.450	389.051	243.606	-14.208
413.021	274.804	-14.127	376.293	287.001	-14.458	389.620	244.977	-14.103
413.280	276.538	-14.070	376.426	288.270	-14.496	390.288	246.471	-14.230
413.576	278.288	-14.165	376.539	289.487	-14.502	391.015	247.840	-14.136
413.844	280.028	-14.184	376.618	290.659	-14.461	391.538	249.312	-14.171
414.053	281.706	-14.132	376.746	291.957	-14.454	392.269	250.757	-14.249
414.317	283.312	-14.082	376.878	293.209	-14.446	392.854	252.044	-14.061
414.582	285.046	-14.165	376.985	294.355	-14.421	393.521	253.552	-14.280
414.827	286.814	-14.218	377.137	295.529	-14.442	394.108	254.919	-14.109
415.062	288.270	-14.110	377.304	296.733	-14.463	394.748	256.275	-14.199
415.288	289.933	-14.113	377.435	297.906	-14.455	395.345	257.701	-14.168
415.505	291.507	-14.149	377.629	299.221	-14.509	395.913	259.102	-14.183
415.794	293.137	-14.196	377.753	300.326	-14.452	396.585	260.426	-14.160
416.041	294.681	-14.147	377.917	301.465	-14.457	397.089	261.783	-14.099
416.224	296.243	-14.140	378.076	302.647	-14.462	397.712	263.263	-14.238
416.453	297.847	-14.140	378.257	303.806	-14.466	398.261	264.540	-14.059
416.731	299.438	-14.216	378.446	304.968	-14.520	398.908	265.892	-14.224
416.948	300.898	-14.189	378.628	306.151	-14.525	399.377	267.268	-14.100
417.161	302.485	-14.159	378.763	307.282	-14.468	400.011	268.666	-14.251
417.345	303.948	-14.131	378.937	308.395	-14.456	400.532	269.902	-14.056
417.601	305.519	-14.178	379.128	309.506	-14.444	401.102	271.393	-14.243
417.848	307.057	-14.239	379.329	310.625	-14.479	401.625	272.679	-14.097
418.052	308.517	-14.180	379.530	311.732	-14.515	402.232	274.034	-14.213
418.241	309.961	-14.132	379.711	312.918	-14.520	402.756	275.334	-14.097
418.430	311.523	-14.153	379.884	314.012	-14.493	403.318	276.776	-14.236
418.678	312.989	-14.214	380.052	315.072	-14.449	403.839	278.059	-14.132
418.902	314.492	-14.215	380.277	316.248	-14.499	404.435	279.353	-14.232
419.113	315.941	-14.165	380.444	317.284	-14.455	404.898	280.685	-14.119
419.291	317.358	-14.151	380.652	318.354	-14.474	405.488	282.081	-14.251
