NO_OF_FRAMES	1854
NO_OF_CAMERAS	2
NO_OF_MARKERS	3
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-09-23, 13:55:23.744	131205.09199600
DATA_INCLUDED	3D
MARKER_NAMES	b1	b2	b3
TRAJECTORY_TYPES	Measured	Measured	Measured
b1 X	b1 Y	b1 Z	b2 X	b2 Y	b2 Z	b3 X	b3 Y	b3 Z	
419.486	318.778	-14.169	380.869	319.543	-14.510	405.967	283.312	-14.119
419.729	320.245	-14.214	381.085	320.672	-14.529	406.550	284.634	-14.247
419.946	321.709	-14.229	381.266	321.673	-14.484	407.040	285.943	-14.115
420.134	323.090	-14.212	381.478	322.732	-14.503	407.582	287.287	-14.234
420.299	324.488	-14.197	381.700	323.817	-14.536	408.076	288.570	-14.176
420.499	325.925	-14.182	381.893	324.864	-14.510	408.628	289.822	-14.258
420.737	327.275	-14.225	382.096	325.895	-14.497	409.103	291.084	-14.124
420.953	328.689	-14.254	382.333	326.945	-14.542	409.653	292.426	-14.208
421.132	330.037	-14.240	382.552	328.001	-14.543	410.103	293.683	-14.183
421.314	331.354	-14.205	382.749	329.003	-14.499	410.598	294.914	-14.205
421.498	332.709	-14.220	382.962	330.020	-14.504	411.114	296.193	-14.205
421.731	334.049	-14.235	383.213	331.106	-14.519	411.582	297.400	-14.148
421.948	335.358	-14.261	383.451	332.104	-14.532	412.083	298.664	-14.184
422.141	336.659	-14.239	383.668	333.106	-14.532	412.526	299.936	-14.144
422.292	337.979	-14.242	383.888	334.182	-14.523	413.033	301.192	-14.241
422.493	339.336	-14.207	384.162	335.281	-14.568	413.461	302.365	-14.133
422.715	340.566	-14.219	384.346	336.140	-14.552	413.991	303.645	-14.229
422.949	341.835	-14.242	384.570	337.132	-14.550	414.443	304.829	-14.138
423.104	343.136	-14.274	384.789	338.149	-14.537	414.892	306.022	-14.143
423.286	344.393	-14.238	385.002	339.175	-14.541	415.356	307.197	-14.160
423.469	345.597	-14.188	385.295	340.190	-14.598	415.773	308.417	-14.134
423.682	346.831	-14.216	385.505	341.086	-14.565	416.240	309.597	-14.213
423.930	348.006	-14.252	385.713	342.110	-14.569	416.643	310.724	-14.151
424.111	349.186	-14.229	385.931	343.057	-14.538	417.062	311.835	-14.186
424.261	350.413	-14.261	386.188	343.966	-14.551	417.488	312.961	-14.141
424.441	351.590	-14.213	386.439	344.926	-14.580	417.887	314.109	-14.125
424.645	352.784	-14.187	386.668	345.872	-14.564	418.342	315.276	-14.190
424.860	353.950	-14.244	386.873	346.770	-14.562	418.745	316.379	-14.127
425.049	355.114	-14.253	387.098	347.716	-14.546	419.154	317.497	-14.146
425.197	356.144	-14.247	387.313	348.400	-14.508	419.595	318.502	-14.174
425.207	355.703	-14.272	387.479	347.570	-14.567	420.085	318.025	-14.111
425.235	355.286	-14.261	387.622	346.722	-14.579	420.570	317.519	-14.176
425.230	354.942	-14.273	387.716	345.863	-14.579	421.051	317.073	-14.099
425.237	354.446	-14.247	387.827	344.972	-14.548	421.531	316.615	-14.148
425.230	354.131	-14.258	387.946	344.060	-14.517	421.990	316.176	-14.134
425.243	353.695	-14.267	388.078	343.226	-14.529	422.481	315.759	-14.134
425.248	353.272	-14.241	388.189	342.390	-14.482	422.942	315.295	-14.137
425.235	352.938	-14.270	388.326	341.464	-14.478	423.397	314.882	-14.076
425.250	352.431	-14.227	388.464	340.635	-14.490	423.898	314.503	-14.153
425.233	352.098	-14.254	388.631	339.788	-14.533	424.306	314.008	-14.096
425.222	351.669	-14.281	388.794	338.954	-14.579	424.780	313.630	-14.096
425.228	351.238	-14.255	388.947	338.060	-14.514	425.221	313.188	-14.113
425.200	350.870	-14.270	389.104	337.222	-14.514	425.633	312.764	-14.055
425.189	350.428	-14.276	389.233	336.316	-14.483	426.121	312.379	-14.131
425.180	349.968	-14.255	389.364	335.397	-14.481	426.529	311.904	-14.073
425.169	349.558	-14.263	389.506	334.551	-14.446	426.982	311.537	-14.074
425.155	349.158	-14.239	389.682	333.785	-14.490	427.430	311.149	-14.076
425.137	348.763	-14.282	389.890	332.951	-14.530	427.818	310.706	-14.032
425.106	348.302	-14.244	390.075	332.095	-14.543	428.302	310.361	-14.078
425.087	347.867	-14.254	390.259	331.242	-14.525	428.705	309.957	-14.065
425.054	347.425	-14.262	390.404	330.341	-14.463	429.091	309.540	-14.023
425.025	346.972	-14.226	390.566	329.403	-14.399	429.554	309.216	-14.069
424.994	346.560	-14.254	390.699	328.548	-14.414	429.943	308.770	-14.025
424.964	346.063	-14.198	390.912	327.908	-14.488	430.355	308.401	-14.028
424.896	345.662	-14.227	391.129	326.992	-14.512	430.773	308.021	-14.060
424.867	345.154	-14.171	391.313	326.079	-14.510	431.160	307.643	-14.017
424.823	344.783	-14.198	391.512	325.299	-14.462	431.577	307.252	-14.018
424.763	344.293	-14.179	391.683	324.381	-14.414	431.964	306.891	-14.038
424.724	343.855	-14.202	391.896	323.586	-14.380	432.316	306.508	-13.981
424.669	343.411	-14.170	392.087	322.815	-14.423	432.759	306.158	-14.041
424.641	342.934	-14.208	392.303	322.038	-14.497	433.126	305.784	-14.031
424.583	342.496	-14.190	392.499	321.206	-14.543	433.474	305.456	-13.989
424.572	341.981	-14.195	392.680	320.334	-14.478	433.884	305.071	-14.037
424.532	341.581	-14.208	392.879	319.433	-14.382	434.243	304.713	-14.011
424.511	341.035	-14.167	393.109	318.662	-14.379	434.591	304.325	-13.982
424.466	340.628	-14.196	393.342	317.863	-14.419	434.978	303.993	-14.032
424.450	340.110	-14.202	393.546	317.047	-14.480	435.330	303.633	-14.021
424.406	339.679	-14.198	393.746	316.221	-14.509	435.685	303.251	-13.977
424.381	339.141	-14.189	393.926	315.364	-14.446	436.061	302.948	-14.011
424.348	338.711	-14.199	394.176	314.573	-14.378	436.416	302.557	-14.000
424.314	338.184	-14.207	394.414	313.757	-14.345	436.748	302.223	-13.958
424.262	337.757	-14.218	394.663	312.897	-14.417	437.107	301.878	-13.961
424.229	337.205	-14.226	394.873	312.064	-14.460	437.470	301.525	-13.966
424.168	336.760	-14.221	395.069	311.269	-14.428	437.785	301.214	-13.956
424.105	336.251	-14.247	395.284	310.487	-14.378	438.119	300.819	-13.943
424.026	335.785	-14.211	395.556	309.678	-14.327	438.501	300.547	-13.977
423.929	335.321	-14.227	395.818	308.836	-14.400	438.804	300.219	-13.954
423.866	334.798	-14.171	396.057	307.966	-14.396	439.119	299.900	-13.913
423.763	334.317	-14.170	396.257	307.185	-14.394	439.497	299.593	-13.991
423.718	333.788	-14.145	396.468	306.453	-14.375	439.805	299.255	-13.953
423.632	333.302	-14.144	396.748	305.661	-14.340	440.099	298.887	-13.927
423.608	332.779	-14.149	397.032	304.757	-14.380	440.419	298.599	-13.932
423.538	332.303	-14.147	397.275	303.939	-14.392	440.751	298.307	-13.954
423.513	331.775	-14.121	397.515	303.200	-14.371	441.062	297.948	-13.897
423.437	331.294	-14.198	397.767	302.381	-14.319	441.350	297.663	-13.904
423.393	330.760	-14.173	398.019	301.607	-14.366	441.701	297.397	-13.954
423.334	330.272	-14.199	398.312	300.718	-14.390	441.993	297.040	-13.930
423.273	329.703	-14.192	398.563	299.953	-14.354	442.280	296.745	-13.906
423.199	329.265	-14.250	398.807	299.153	-14.332	442.580	296.508	-13.926
423.095	328.681	-14.215	399.078	298.405	-14.330	442.889	296.133	-13.932
422.974	328.186	-14.229	399.389	297.521	-14.385	443.191	295.853	-13.908
422.892	327.630	-14.193	399.658	296.702	-14.349	443.466	295.541	-13.916
422.787	327.155	-14.175	399.905	295.978	-14.312	443.769	295.256	-13.934
422.708	326.534	-14.135	400.180	295.166	-14.325	444.034	294.973	-13.945
422.641	326.042	-14.145	400.479	294.399	-14.367	444.327	294.703	-13.907
422.572	325.488	-14.156	400.794	293.548	-14.344	444.606	294.380	-13.880
422.526	324.896	-14.162	401.060	292.782	-14.291	444.872	294.075	-13.888
422.456	324.435	-14.205	401.334	292.037	-14.319	445.144	293.846	-13.929
422.415	323.793	-14.197	401.638	291.258	-14.377	445.440	293.514	-13.901
422.305	323.338	-14.243	401.930	290.473	-14.357	445.710	293.277	-13.909
422.236	322.706	-14.220	402.211	289.657	-14.318	445.947	292.945	-13.905
422.145	322.270	-14.265	402.530	288.835	-14.296	446.203	292.712	-13.914
422.076	321.641	-14.225	402.846	288.119	-14.338	446.472	292.411	-13.904
421.970	321.124	-14.223	403.146	287.349	-14.346	446.750	292.185	-13.928
421.894	320.508	-14.198	403.438	286.608	-14.295	446.976	291.834	-13.878
421.812	319.929	-14.162	403.791	285.719	-14.286	447.221	291.546	-13.884
421.721	319.366	-14.155	404.117	284.983	-14.279	447.465	291.311	-13.909
421.661	318.733	-14.115	404.451	284.168	-14.236	447.734	291.075	-13.918
421.592	318.202	-14.157	404.770	283.415	-14.232	447.989	290.713	-13.894
421.522	317.613	-14.148	405.103	282.618	-14.242	448.188	290.448	-13.875
421.454	317.058	-14.176	405.417	281.849	-14.251	448.399	290.209	-13.871
421.397	316.500	-14.213	405.740	281.107	-14.194	448.656	289.932	-13.896
421.328	315.840	-14.177	406.096	280.298	-14.201	448.916	289.606	-13.901
421.250	315.300	-14.234	406.420	279.576	-14.195	449.139	289.425	-13.899
421.211	314.653	-14.175	406.737	278.828	-14.221	449.332	289.132	-13.864
421.093	314.117	-14.191	407.095	278.002	-14.213	449.512	288.707	-13.800
421.031	313.446	-14.166	407.439	277.266	-14.156	449.763	288.519	-13.855
420.970	312.855	-14.128	407.777	276.505	-14.130	450.025	288.344	-13.923
420.885	312.254	-14.136	408.157	275.682	-14.151	450.260	288.050	-13.883
420.830	311.620	-14.096	408.496	274.996	-14.145	450.368	287.651	-13.814
420.743	311.016	-14.106	408.827	274.298	-14.104	450.538	287.417	-13.813
420.679	310.381	-14.112	409.193	273.510	-14.142	450.756	287.180	-13.836
420.611	309.807	-14.121	409.558	272.701	-14.150	451.022	286.945	-13.934
420.544	309.170	-14.129	409.886	272.017	-14.110	451.220	286.652	-13.902
420.486	308.535	-14.152	410.261	271.260	-14.133	451.394	286.405	-13.825
420.423	307.933	-14.177	410.649	270.514	-14.137	451.550	286.074	-13.774
420.344	307.227	-14.139	410.983	269.785	-14.113	451.690	285.784	-13.761
420.306	306.691	-14.160	411.373	268.993	-14.085	451.875	285.523	-13.822
420.248	306.018	-14.152	411.772	268.279	-14.074	452.098	285.328	-13.938
420.195	305.361	-14.174	412.096	267.551	-14.084	452.323	285.065	-13.914
420.137	304.802	-14.166	412.470	266.812	-14.056	452.467	284.753	-13.824
420.067	304.072	-14.143	412.876	266.144	-14.092	452.591	284.467	-13.738
420.009	303.442	-14.135	413.245	265.326	-14.033	452.743	284.144	-13.732
419.958	302.791	-14.142	413.590	264.677	-14.074	452.892	283.928	-13.778
419.892	302.124	-14.118	414.018	263.918	-14.106	453.057	283.671	-13.874
419.830	301.510	-14.111	414.365	263.224	-14.051	453.236	283.421	-13.932
419.774	300.818	-14.101	414.742	262.504	-14.040	453.417	283.170	-13.927
419.730	300.173	-14.106	415.172	261.782	-14.089	453.544	282.901	-13.869
419.666	299.544	-14.131	415.524	261.109	-14.033	453.670	282.573	-13.749
419.610	298.850	-14.121	415.909	260.361	-14.069	453.816	282.229	-13.727
419.583	298.167	-14.125	416.347	259.671	-14.039	453.945	282.017	-13.713
419.529	297.567	-14.133	416.693	258.976	-13.996	454.092	281.816	-13.761
419.483	296.867	-14.138	417.100	258.261	-14.049	454.215	281.471	-13.811
419.449	296.176	-14.127	417.525	257.564	-14.068	454.373	281.192	-13.853
419.389	295.487	-14.136	417.895	256.877	-13.958	454.500	281.009	-13.902
419.393	294.836	-14.122	418.302	256.181	-14.043	454.594	280.701	-13.877
419.351	294.155	-14.127	418.694	255.568	-14.062	454.708	280.398	-13.831
419.301	293.436	-14.120	419.105	254.810	-13.935	454.828	280.161	-13.771
419.267	292.763	-14.108	419.533	254.106	-14.017	454.929	279.930	-13.744
419.243	292.156	-14.099	419.928	253.458	-14.002	455.030	279.518	-13.684
419.192	291.396	-14.106	420.332	252.783	-13.942	455.151	279.237	-13.698
419.169	290.693	-14.108	420.739	252.093	-14.025	455.262	279.044	-13.749
419.152	290.052	-14.096	421.147	251.428	-13.961	455.352	278.754	-13.771
419.103	289.338	-14.090	421.550	250.763	-13.933	455.464	278.432	-13.788
419.079	288.622	-14.093	421.982	250.096	-13.999	455.569	278.180	-13.790
419.040	287.914	-14.082	422.409	249.402	-13.901	455.651	277.971	-13.827
419.022	287.279	-14.089	422.810	248.785	-13.937	455.747	277.699	-13.814
418.988	286.554	-14.076	423.194	248.187	-13.971	455.815	277.341	-13.787
418.970	285.834	-14.095	423.635	247.487	-13.875	455.879	277.128	-13.763
418.934	285.124	-14.071	424.051	246.825	-13.941	455.934	276.911	-13.756
418.920	284.445	-14.075	424.452	246.238	-13.973	455.994	276.516	-13.714
418.896	283.730	-14.078	424.903	245.550	-13.893	456.063	276.275	-13.720
418.886	282.985	-14.081	425.321	244.892	-13.926	456.121	276.047	-13.712
418.880	282.330	-14.070	425.714	244.327	-13.911	456.191	275.672	-13.704
418.838	281.572	-14.060	426.182	243.642	-13.892	456.266	275.407	-13.707
418.832	280.850	-14.061	426.594	243.008	-13.907	456.316	275.169	-13.714
418.833	280.098	-14.048	426.982	242.442	-13.927	456.386	274.898	-13.718
418.816	279.442	-14.054	427.439	241.756	-13.924	456.439	274.539	-13.692
418.790	278.659	-14.011	427.865	241.113	-13.907	456.475	274.302	-13.718
418.805	277.944	-14.043	428.286	240.582	-13.939	456.514	274.046	-13.712
418.804	277.254	-14.049	428.733	239.907	-13.889	456.570	273.753	-13.715
418.803	276.531	-14.036	429.138	239.304	-13.856	456.595	273.473	-13.708
418.788	275.741	-14.008	429.587	238.730	-13.888	456.620	273.176	-13.689
418.821	275.031	-14.039	430.008	238.092	-13.854	456.645	272.893	-13.713
418.804	274.352	-14.045	430.459	237.513	-13.866	456.684	272.587	-13.686
418.809	273.605	-14.017	430.859	236.915	-13.854	456.699	272.285	-13.683
418.828	272.871	-14.002	431.308	236.347	-13.833	456.719	272.025	-13.711
418.829	272.181	-14.039	431.696	235.806	-13.884	456.755	271.679	-13.665
418.851	271.452	-14.041	432.143	235.163	-13.832	456.759	271.394	-13.681
418.860	270.681	-14.011	432.601	234.607	-13.828	456.764	271.113	-13.677
418.871	270.003	-14.031	432.966	234.025	-13.880	456.771	270.834	-13.670
418.896	269.241	-14.033	433.453	233.471	-13.855	456.786	270.481	-13.679
418.931	268.529	-14.050	433.870	232.875	-13.855	456.780	270.218	-13.693
418.955	267.727	-14.019	434.285	232.354	-13.886	456.776	269.951	-13.673
418.957	267.064	-14.024	434.738	231.727	-13.787	456.775	269.574	-13.682
419.001	266.308	-14.025	435.151	231.238	-13.895	456.762	269.309	-13.680
419.045	265.565	-14.025	435.572	230.649	-13.847	456.768	269.037	-13.674
419.075	264.791	-14.011	436.066	230.107	-13.807	456.744	268.699	-13.688
419.105	264.090	-14.030	436.407	229.589	-13.875	456.737	268.388	-13.682
419.140	263.334	-14.015	436.900	229.036	-13.803	456.725	268.099	-13.679
419.196	262.588	-14.030	437.334	228.523	-13.832	456.708	267.794	-13.709
419.235	261.823	-14.032	437.734	227.978	-13.861	456.692	267.450	-13.687
419.282	261.139	-14.050	438.189	227.488	-13.824	456.665	267.167	-13.715
419.333	260.382	-14.066	438.617	226.915	-13.793	456.646	266.849	-13.715
419.409	259.652	-14.079	439.050	226.410	-13.832	456.610	266.549	-13.728
419.470	258.922	-14.079	439.488	225.899	-13.815	456.603	266.215	-13.721
419.527	258.183	-14.080	439.925	225.314	-13.746	456.568	265.887	-13.753
419.585	257.428	-14.112	440.312	224.891	-13.857	456.531	265.596	-13.735
419.663	256.655	-14.080	440.810	224.316	-13.738	456.516	265.245	-13.712
419.747	255.914	-14.078	441.195	223.899	-13.817	456.482	264.925	-13.744
419.798	255.216	-14.081	441.636	223.370	-13.809	456.445	264.597	-13.725
419.857	254.427	-14.051	442.062	222.831	-13.714	456.411	264.265	-13.736
419.925	253.623	-14.003	442.492	222.367	-13.786	456.370	263.953	-13.720
420.008	252.906	-14.001	442.915	221.871	-13.767	456.328	263.593	-13.704
420.059	252.185	-14.004	443.381	221.331	-13.698	456.279	263.241	-13.684
420.119	251.404	-14.004	443.778	220.917	-13.803	456.210	262.918	-13.655
420.204	250.602	-13.956	444.206	220.384	-13.737	456.176	262.523	-13.603
420.321	249.869	-13.984	444.675	219.927	-13.678	456.102	262.208	-13.620
420.388	249.185	-14.000	445.058	219.459	-13.758	456.045	261.881	-13.603
420.503	248.432	-14.028	445.532	218.958	-13.653	455.969	261.529	-13.590
420.628	247.670	-14.041	445.951	218.536	-13.729	455.915	261.146	-13.603
420.748	246.909	-14.068	446.355	218.041	-13.723	455.864	260.845	-13.616
420.828	246.243	-14.085	446.808	217.619	-13.671	455.805	260.491	-13.632
420.923	245.464	-14.052	447.228	217.119	-13.695	455.738	260.135	-13.634
421.026	244.644	-14.003	447.586	216.710	-13.696	455.691	259.769	-13.675
421.130	243.831	-13.954	448.103	216.212	-13.666	455.630	259.413	-13.661
421.226	243.134	-13.953	448.436	215.807	-13.716	455.582	259.032	-13.672
421.320	242.395	-13.940	448.906	215.350	-13.705	455.507	258.687	-13.689
421.426	241.583	-13.920	449.347	214.926	-13.651	455.450	258.293	-13.704
421.549	240.822	-13.933	449.706	214.486	-13.683	455.374	257.934	-13.702
421.717	240.127	-14.003	450.167	214.098	-13.720	455.302	257.531	-13.654
421.833	239.485	-14.082	450.589	213.634	-13.605	455.203	257.166	-13.657
421.957	238.712	-14.094	450.945	213.214	-13.712	455.108	256.808	-13.644
422.076	237.918	-14.045	451.384	212.822	-13.689	455.008	256.414	-13.647
422.216	237.144	-14.039	451.796	212.382	-13.622	454.910	256.078	-13.616
422.315	236.456	-13.980	452.179	212.006	-13.711	454.846	255.679	-13.647
422.451	235.636	-13.898	452.612	211.570	-13.672	454.766	255.295	-13.646
422.589	234.818	-13.848	453.015	211.166	-13.620	454.676	254.977	-13.664
422.754	234.159	-13.920	453.402	210.763	-13.663	454.615	254.530	-13.724
422.898	233.501	-13.981	453.807	210.375	-13.642	454.534	254.160	-13.693
423.040	232.739	-14.023	454.229	209.979	-13.588	454.456	253.760	-13.723
423.182	231.967	-14.034	454.586	209.580	-13.694	454.385	253.345	-13.706
423.334	231.243	-14.029	454.997	209.194	-13.626	454.284	252.987	-13.709
423.434	230.545	-14.001	455.414	208.810	-13.617	454.166	252.572	-13.682
423.580	229.750	-13.935	455.773	208.439	-13.678	454.051	252.195	-13.653
423.779	228.979	-13.880	456.176	208.072	-13.626	453.966	251.734	-13.653
423.976	228.244	-13.887	456.563	207.652	-13.573	453.851	251.343	-13.623
424.145	227.587	-13.964	456.939	207.303	-13.633	453.770	250.934	-13.623
424.292	226.828	-13.991	457.324	206.994	-13.614	453.678	250.584	-13.673
424.441	226.024	-13.986	457.722	206.534	-13.542	453.599	250.153	-13.652
424.597	225.337	-13.980	458.083	206.217	-13.634	453.532	249.772	-13.748
424.711	224.696	-13.953	458.464	205.870	-13.628	453.457	249.303	-13.681
424.890	223.922	-13.917	458.881	205.466	-13.542	453.367	248.932	-13.761
425.130	223.176	-13.889	459.223	205.167	-13.605	453.231	248.489	-13.703
425.352	222.426	-13.943	459.598	204.791	-13.612	453.124	248.072	-13.721
425.511	221.743	-13.941	459.988	204.420	-13.545	453.016	247.631	-13.675
425.666	220.968	-13.953	460.345	204.053	-13.586	452.875	247.216	-13.631
425.825	220.203	-13.900	460.696	203.758	-13.600	452.777	246.773	-13.663
426.010	219.551	-13.895	461.101	203.420	-13.532	452.661	246.351	-13.633
426.190	218.890	-13.910	461.458	203.025	-13.541	452.601	245.927	-13.693
426.436	218.079	-13.917	461.816	202.764	-13.570	452.483	245.524	-13.696
426.691	217.320	-13.918	462.186	202.438	-13.536	452.446	245.052	-13.720
426.855	216.607	-13.883	462.551	202.028	-13.497	452.337	244.651	-13.739
426.998	215.931	-13.882	462.902	201.783	-13.542	452.233	244.188	-13.723
427.202	215.263	-13.874	463.255	201.490	-13.572	452.095	243.749	-13.698
427.421	214.522	-13.866	463.622	201.067	-13.500	451.983	243.273	-13.666
427.663	213.774	-13.906	463.961	200.829	-13.531	451.848	242.825	-13.670
427.884	213.062	-13.854	464.313	200.531	-13.530	451.713	242.400	-13.674
428.103	212.356	-13.858	464.651	200.136	-13.476	451.619	241.916	-13.640
428.289	211.601	-13.820	465.020	199.880	-13.518	451.512	241.514	-13.689
428.478	210.931	-13.818	465.369	199.557	-13.531	451.467	241.004	-13.665
428.713	210.267	-13.874	465.690	199.270	-13.542	451.366	240.619	-13.731
428.989	209.551	-13.893	466.059	198.950	-13.508	451.272	240.136	-13.729
429.229	208.769	-13.819	466.384	198.661	-13.506	451.173	239.670	-13.730
429.393	208.091	-13.771	466.713	198.377	-13.533	451.020	239.177	-13.704
429.623	207.456	-13.778	467.054	198.042	-13.485	450.899	238.733	-13.689
429.877	206.709	-13.831	467.418	197.819	-13.509	450.726	238.278	-13.696
430.144	206.000	-13.854	467.726	197.459	-13.507	450.647	237.800	-13.674
430.370	205.380	-13.831	468.074	197.259	-13.488	450.499	237.367	-13.696
430.599	204.605	-13.743	468.405	196.944	-13.457	450.464	236.827	-13.687
430.832	203.883	-13.735	468.722	196.586	-13.482	450.346	236.426	-13.690
431.101	203.309	-13.821	469.050	196.389	-13.466	450.300	235.863	-13.730
431.356	202.577	-13.873	469.369	196.134	-13.465	450.153	235.437	-13.721
431.590	201.837	-13.802	469.702	195.840	-13.446	450.068	234.890	-13.702
431.830	201.105	-13.716	470.011	195.553	-13.443	449.897	234.437	-13.677
432.112	200.515	-13.752	470.329	195.328	-13.443	449.771	233.964	-13.727
432.377	199.785	-13.819	470.656	195.093	-13.457	449.625	233.464	-13.696
432.631	199.105	-13.808	470.961	194.805	-13.437	449.527	233.005	-13.728
432.852	198.470	-13.756	471.257	194.548	-13.452	449.428	232.498	-13.708
433.130	197.760	-13.730	471.566	194.298	-13.469	449.333	232.021	-13.758
433.452	197.089	-13.792	471.881	194.054	-13.482	449.281	231.492	-13.718
433.712	196.475	-13.818	472.160	193.793	-13.436	449.168	231.017	-13.737
433.921	195.741	-13.794	472.465	193.555	-13.466	449.069	230.476	-13.718
434.208	195.024	-13.720	472.764	193.330	-13.500	448.914	229.960	-13.692
434.518	194.398	-13.768	473.056	193.037	-13.466	448.804	229.445	-13.722
434.811	193.729	-13.805	473.353	192.812	-13.449	448.660	228.954	-13.741
435.044	193.017	-13.765	473.625	192.530	-13.437	448.562	228.436	-13.752
435.328	192.380	-13.736	473.934	192.326	-13.497	448.460	227.931	-13.723
435.635	191.750	-13.773	474.203	192.057	-13.435	448.374	227.374	-13.747
435.943	191.003	-13.759	474.491	191.831	-13.403	448.299	226.895	-13.731
436.205	190.421	-13.732	474.775	191.617	-13.468	448.219	226.343	-13.741
436.471	189.770	-13.723	475.063	191.347	-13.467	448.126	225.808	-13.726
436.787	189.093	-13.724	475.316	191.097	-13.438	448.005	225.263	-13.710
437.133	188.408	-13.738	475.584	190.887	-13.409	447.894	224.734	-13.708
437.383	187.780	-13.686	475.890	190.689	-13.469	447.759	224.206	-13.743
437.657	187.133	-13.704	476.148	190.424	-13.457	447.666	223.694	-13.739
438.009	186.452	-13.733	476.390	190.181	-13.414	447.543	223.140	-13.755
438.323	185.801	-13.692	476.643	189.923	-13.384	447.479	222.617	-13.733
438.596	185.140	-13.648	476.947	189.811	-13.446	447.371	222.048	-13.749
438.910	184.521	-13.681	477.210	189.573	-13.462	447.287	221.438	-13.697
439.228	183.874	-13.700	477.428	189.284	-13.424	447.235	220.945	-13.708
439.565	183.271	-13.635	477.682	189.012	-13.394	447.125	220.331	-13.706
439.840	182.595	-13.609	477.960	188.899	-13.410	447.054	219.860	-13.719
440.158	181.954	-13.691	478.228	188.740	-13.487	446.942	219.236	-13.685
440.493	181.377	-13.690	478.451	188.527	-13.478	446.834	218.735	-13.702
440.806	180.645	-13.596	478.627	188.179	-13.383	446.733	218.157	-13.715
441.115	180.095	-13.601	478.888	187.968	-13.368	446.627	217.610	-13.729
441.457	179.451	-13.678	479.175	187.831	-13.443	446.563	217.031	-13.738
441.797	178.749	-13.630	479.411	187.673	-13.478	446.458	216.434	-13.721
442.096	178.160	-13.556	479.594	187.376	-13.443	446.410	215.885	-13.730
442.449	177.543	-13.616	479.790	187.116	-13.344	446.308	215.271	-13.711
442.756	176.923	-13.651	480.042	186.960	-13.378	446.252	214.731	-13.692
443.079	176.361	-13.573	480.294	186.809	-13.425	446.182	214.134	-13.716
443.431	175.701	-13.601	480.505	186.625	-13.446	446.089	213.563	-13.700
443.755	175.111	-13.636	480.687	186.344	-13.411	445.998	212.987	-13.696
444.061	174.527	-13.621	480.867	186.076	-13.376	445.913	212.394	-13.708
444.419	173.883	-13.571	481.073	185.937	-13.400	445.834	211.855	-13.736
444.756	173.326	-13.588	481.307	185.768	-13.416	445.772	211.268	-13.744
445.086	172.688	-13.618	481.527	185.601	-13.420	445.670	210.671	-13.713
445.387	172.171	-13.575	481.692	185.331	-13.418	445.616	210.065	-13.705
445.763	171.546	-13.555	481.860	185.010	-13.383	445.547	209.518	-13.716
446.093	170.922	-13.586	482.054	184.834	-13.405	445.478	208.875	-13.696
446.403	170.395	-13.588	482.260	184.713	-13.396	445.448	208.342	-13.703
446.760	169.786	-13.569	482.450	184.579	-13.389	445.378	207.729	-13.684
447.118	169.182	-13.519	482.637	184.262	-13.350	445.323	207.109	-13.676
447.429	168.639	-13.583	482.788	184.083	-13.381	445.261	206.561	-13.672
447.750	168.062	-13.567	482.951	183.870	-13.392	445.205	205.933	-13.665
448.112	167.519	-13.566	483.137	183.721	-13.430	445.145	205.407	-13.723
448.461	166.922	-13.563	483.328	183.564	-13.422	445.083	204.764	-13.687
448.759	166.410	-13.551	483.455	183.320	-13.361	445.019	204.160	-13.696
449.134	165.820	-13.562	483.620	183.124	-13.297	444.976	203.589	-13.690
449.519	165.233	-13.524	483.777	182.893	-13.323	444.900	202.939	-13.684
449.811	164.699	-13.527	483.954	182.751	-13.378	444.859	202.350	-13.678
450.168	164.155	-13.539	484.130	182.618	-13.434	444.801	201.770	-13.672
450.539	163.623	-13.553	484.292	182.428	-13.477	444.762	201.138	-13.694
450.868	163.034	-13.488	484.422	182.112	-13.426	444.736	200.567	-13.688
451.198	162.523	-13.518	484.532	181.886	-13.335	444.681	199.923	-13.680
451.571	161.967	-13.530	484.667	181.715	-13.271	444.657	199.313	-13.672
451.935	161.393	-13.463	484.830	181.590	-13.282	444.605	198.717	-13.651
452.236	160.890	-13.480	484.992	181.416	-13.358	444.574	198.084	-13.658
452.620	160.337	-13.536	485.133	181.180	-13.384	444.531	197.514	-13.652
452.964	159.844	-13.503	485.277	180.965	-13.462	444.506	196.868	-13.656
453.300	159.274	-13.455	485.399	180.832	-13.460	444.472	196.276	-13.666
453.639	158.815	-13.531	485.508	180.684	-13.445	444.430	195.648	-13.627
454.009	158.256	-13.511	485.598	180.498	-13.370	444.419	194.982	-13.632
454.334	157.751	-13.417	485.689	180.224	-13.313	444.376	194.439	-13.658
454.692	157.221	-13.490	485.812	179.953	-13.279	444.355	193.780	-13.648
455.049	156.769	-13.501	485.946	179.766	-13.279	444.348	193.197	-13.671
455.372	156.174	-13.407	486.095	179.655	-13.321	444.309	192.563	-13.662
455.766	155.680	-13.446	486.224	179.500	-13.367	444.306	191.976	-13.683
456.110	155.175	-13.507	486.349	179.286	-13.394	444.273	191.354	-13.692
456.440	154.685	-13.409	486.440	179.072	-13.446	444.260	190.702	-13.666
