c_a_x,c_a_y,ang_a
0.311944938921092,-0.161811519658508,3.08768818553709
0.311930993229942,-0.161800876256707,3.08740385588118
0.311931141175342,-0.161792690411716,3.08747603306038
0.311917591329854,-0.161804513826872,3.08693689008654
0.311924958333015,-0.161812094748925,3.08701509507298
0.311926670114002,-0.161805961199209,3.08676498849129
0.311917470406349,-0.161798798067788,3.08724596072483
0.311920294492457,-0.161802482586198,3.08709444160261
0.311920134245354,-0.161795133246219,3.08702323293295
0.311915700099087,-0.161792864442983,3.08749650958614
0.311919591818801,-0.161796478225978,3.08735046782985
0.311913325044176,-0.161785149413397,3.08713534809470
0.311918576128848,-0.161787493679480,3.08734743788990
0.311922171209020,-0.161786070930978,3.08780306389777
0.311922256601680,-0.161786119898546,3.08705060463911
0.311929498098508,-0.161784112468614,3.08745410163233
0.311926388630780,-0.161774018065597,3.08757967952103
0.311925137363678,-0.161782866652214,3.08711114400178
0.311939379330596,-0.161789368393373,3.08688733281535
0.311932828686715,-0.161774845056545,3.08755913501686
0.311935199798179,-0.161779484738059,3.08721352190453
0.311933964285617,-0.161782160072620,3.08718398590837
0.311937473250570,-0.161784983122143,3.08700702282981
0.311949405551783,-0.161782170765068,3.08754185585860
0.311941698317557,-0.161789737832843,3.08749729151763
0.311948746476753,-0.161790018514047,3.08752595791535
0.311936251647501,-0.161789211723387,3.08748521033182
0.311938626817202,-0.161799356268847,3.08677907446611
0.311939305975609,-0.161793091731423,3.08702541694176
0.311944750680258,-0.161801986792669,3.08732201940414
0.311940952379020,-0.161790966692909,3.08778623069373
0.311940244068592,-0.161801506568000,3.08733212500096
0.311940592478124,-0.161805261164829,3.08691655609694
0.311947297899830,-0.161797935320502,3.08724667151877
0.311940971652568,-0.161795481219137,3.08740112200923
0.311938086975047,-0.161800988296245,3.08700589460747
0.311937083693438,-0.161800709998258,3.08742516861314
0.311933599633214,-0.161795569506210,3.08729432441723
0.311947370941172,-0.161797425563134,3.08679433473179
0.311931356348769,-0.161782265895646,3.08744951362161
0.311935606437319,-0.161778228818402,3.08726837550348
0.311933837708924,-0.161779672206434,3.08759092558424
0.311932522463199,-0.161781598832360,3.08711651882137
0.311929545781446,-0.161775060361102,3.08745644862834
0.311928543059367,-0.161776072482264,3.08711028148993
0.311925750748891,-0.161779124176399,3.08697277187837
0.311925925766794,-0.161772379345267,3.08756309910495
0.311924593009365,-0.161780754846822,3.08720051081829
0.311915524968931,-0.161774346885021,3.08704383410131
0.311917391229382,-0.161796869848397,3.08649181194310
0.311919315624855,-0.161778735322958,3.08686438638416
0.311910308948502,-0.161795583930454,3.08620813673875
0.311920300817732,-0.161791773804243,3.08678158020531
0.311908220558798,-0.161798665527838,3.08671248180463
0.311924754728228,-0.161781711186394,3.08754613721125
0.311918735792830,-0.161790162431327,3.08710219119131
0.311910966437331,-0.161803138329748,3.08644108800656
0.311905707375012,-0.161808073179664,3.08640982760050
0.311916368104355,-0.161806364277870,3.08672340560855
