NO_OF_FRAMES	2011
NO_OF_CAMERAS	2
NO_OF_MARKERS	3
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-09-23, 13:53:36.434	131097.78224180
DATA_INCLUDED	3D
MARKER_NAMES	a1	a2	a3
TRAJECTORY_TYPES	Measured	Mixed	Measured
a1 X	a1 Y	a1 Z	a2 X	a2 Y	a2 Z	a3 X	a3 Y	a3 Z	
288.632	-160.423	-14.293	315.053	-184.803	-13.881	330.924	-148.453	-13.797
288.632	-160.423	-14.293	315.062	-184.819	-13.897	330.934	-148.490	-13.814
288.649	-160.423	-14.295	315.062	-184.819	-13.897	330.934	-148.498	-13.814
288.649	-160.432	-14.294	315.062	-184.819	-13.897	330.926	-148.497	-13.798
288.632	-160.423	-14.293	315.062	-184.819	-13.897	330.943	-148.497	-13.799
288.649	-160.432	-14.294	315.062	-184.828	-13.896	330.943	-148.497	-13.799
288.649	-160.432	-14.294	315.062	-184.828	-13.896	330.934	-148.504	-13.782
288.641	-160.431	-14.278	315.062	-184.828	-13.896	330.953	-148.519	-13.783
288.649	-160.432	-14.294	315.071	-184.826	-13.881	330.943	-148.497	-13.799
288.650	-160.438	-14.295	315.062	-184.828	-13.896	330.934	-148.512	-13.781
288.640	-160.430	-14.310	315.063	-184.827	-13.897	330.944	-148.511	-13.799
288.650	-160.438	-14.295	315.062	-184.828	-13.896	330.944	-148.519	-13.799
288.650	-160.438	-14.295	315.071	-184.836	-13.913	330.935	-148.520	-13.814
288.640	-160.448	-14.309	315.054	-184.836	-13.912	330.935	-148.505	-13.814
288.641	-160.437	-14.278	315.054	-184.828	-13.912	330.944	-148.519	-13.799
288.640	-160.448	-14.309	315.071	-184.828	-13.914	330.926	-148.513	-13.830
288.641	-160.446	-14.310	315.053	-184.830	-13.944	330.935	-148.521	-13.846
288.623	-160.437	-14.309	315.054	-184.828	-13.912	330.935	-148.519	-13.815
288.623	-160.437	-14.309	315.045	-184.829	-13.927	330.935	-148.528	-13.814
288.632	-160.447	-14.325	315.045	-184.836	-13.928	330.926	-148.521	-13.830
288.632	-160.438	-14.325	315.045	-184.828	-13.928	330.935	-148.521	-13.846
288.632	-160.438	-14.325	315.045	-184.837	-13.928	330.926	-148.512	-13.831
288.623	-160.437	-14.309	315.036	-184.838	-13.943	330.926	-148.521	-13.830
288.623	-160.437	-14.309	315.045	-184.837	-13.928	330.927	-148.528	-13.830
288.622	-160.439	-14.340	315.036	-184.830	-13.943	330.926	-148.521	-13.830
288.614	-160.447	-14.323	315.027	-184.831	-13.958	330.926	-148.520	-13.830
288.622	-160.448	-14.339	315.045	-184.845	-13.927	330.917	-148.514	-13.846
288.622	-160.439	-14.340	315.036	-184.830	-13.943	330.918	-148.529	-13.845
288.614	-160.438	-14.324	315.027	-184.847	-13.957	330.917	-148.530	-13.844
288.623	-160.446	-14.308	315.027	-184.839	-13.958	330.917	-148.530	-13.844
288.614	-160.456	-14.322	315.036	-184.846	-13.942	330.926	-148.521	-13.830
288.614	-160.447	-14.323	315.036	-184.846	-13.942	330.918	-148.537	-13.845
288.614	-160.447	-14.323	315.027	-184.847	-13.957	330.917	-148.538	-13.844
288.614	-160.447	-14.323	315.036	-184.862	-13.941	330.926	-148.545	-13.828
288.623	-160.455	-14.307	315.027	-184.855	-13.956	330.909	-148.545	-13.827
288.623	-160.455	-14.307	315.036	-184.862	-13.941	330.926	-148.537	-13.829
288.632	-160.456	-14.324	315.036	-184.854	-13.941	330.926	-148.545	-13.828
288.623	-160.455	-14.307	315.036	-184.852	-13.910	330.917	-148.538	-13.844
288.623	-160.455	-14.307	315.053	-184.861	-13.910	330.926	-148.538	-13.828
288.623	-160.455	-14.307	315.054	-184.860	-13.911	330.926	-148.529	-13.828
288.631	-160.449	-14.324	315.044	-184.846	-13.926	330.926	-148.529	-13.828
288.631	-160.449	-14.324	315.045	-184.844	-13.927	330.926	-148.538	-13.828
288.632	-160.454	-14.293	315.053	-184.844	-13.911	330.944	-148.536	-13.798
288.640	-160.448	-14.309	315.053	-184.844	-13.911	330.934	-148.529	-13.812
288.632	-160.438	-14.293	315.045	-184.835	-13.896	330.935	-148.520	-13.814
288.640	-160.439	-14.309	315.053	-184.844	-13.911	330.935	-148.528	-13.813
288.632	-160.438	-14.293	315.054	-184.836	-13.912	330.944	-148.527	-13.798
288.640	-160.442	-14.308	315.054	-184.836	-13.912	330.935	-148.528	-13.813
288.640	-160.439	-14.309	315.062	-184.836	-13.896	330.944	-148.527	-13.798
288.632	-160.432	-14.292	315.044	-184.836	-13.894	330.934	-148.521	-13.813
288.631	-160.441	-14.292	315.062	-184.836	-13.896	330.943	-148.520	-13.798
288.640	-160.442	-14.308	315.062	-184.844	-13.895	330.925	-148.507	-13.828
288.631	-160.441	-14.292	315.053	-184.837	-13.911	330.924	-148.477	-13.795
288.640	-160.475	-14.274	315.062	-184.844	-13.895	330.934	-148.522	-13.812
288.640	-160.450	-14.308	315.044	-184.837	-13.893	330.934	-148.529	-13.812
288.631	-160.441	-14.292	315.053	-184.844	-13.878	330.923	-148.478	-13.794
288.640	-160.442	-14.308	315.053	-184.845	-13.910	330.934	-148.515	-13.812
288.631	-160.443	-14.323	315.053	-184.853	-13.909	330.934	-148.522	-13.812
288.639	-160.444	-14.307	315.053	-184.845	-13.910	330.934	-148.514	-13.813
288.640	-160.442	-14.308	315.052	-184.830	-13.910	330.923	-148.462	-13.795
288.640	-160.433	-14.309	315.052	-184.830	-13.910	330.923	-148.470	-13.794
288.640	-160.442	-14.308	315.044	-184.829	-13.894	330.934	-148.514	-13.813
288.640	-160.426	-14.309	315.053	-184.829	-13.911	330.925	-148.505	-13.797
288.631	-160.434	-14.324	315.053	-184.821	-13.912	330.926	-148.497	-13.798
288.622	-160.424	-14.308	315.045	-184.820	-13.896	330.925	-148.505	-13.797
288.632	-160.423	-14.293	315.053	-184.821	-13.912	330.934	-148.521	-13.813
288.631	-160.434	-14.324	315.044	-184.814	-13.928	330.925	-148.491	-13.830
288.640	-160.424	-14.310	315.053	-184.812	-13.913	330.935	-148.505	-13.814
288.631	-160.440	-14.324	315.045	-184.813	-13.929	330.917	-148.497	-13.814
288.623	-160.430	-14.308	315.036	-184.820	-13.912	330.926	-148.497	-13.831
288.623	-160.439	-14.308	315.036	-184.829	-13.943	330.926	-148.497	-13.831
288.623	-160.430	-14.308	315.045	-184.829	-13.927	330.926	-148.505	-13.830
288.623	-160.437	-14.309	315.036	-184.829	-13.943	330.926	-148.529	-13.829
288.623	-160.437	-14.309	315.045	-184.836	-13.928	330.917	-148.521	-13.813
288.614	-160.447	-14.323	315.036	-184.829	-13.943	330.926	-148.520	-13.830
288.614	-160.447	-14.323	315.036	-184.838	-13.943	330.917	-148.522	-13.845
288.623	-160.445	-14.341	315.027	-184.831	-13.958	330.918	-148.529	-13.845
288.614	-160.444	-14.324	315.027	-184.839	-13.958	330.927	-148.528	-13.830
288.622	-160.439	-14.340	315.027	-184.846	-13.958	330.918	-148.536	-13.846
288.614	-160.453	-14.323	315.036	-184.853	-13.942	330.909	-148.530	-13.860
288.614	-160.453	-14.323	315.028	-184.838	-13.959	330.918	-148.529	-13.845
288.623	-160.445	-14.341	315.037	-184.845	-13.943	330.918	-148.537	-13.845
288.614	-160.453	-14.323	315.037	-184.845	-13.943	330.926	-148.521	-13.862
288.624	-160.452	-14.309	315.028	-184.844	-13.927	330.927	-148.536	-13.830
288.624	-160.452	-14.309	315.028	-184.838	-13.959	330.927	-148.528	-13.830
288.624	-160.443	-14.309	315.036	-184.830	-13.943	330.927	-148.526	-13.799
288.614	-160.438	-14.324	315.028	-184.828	-13.927	330.927	-148.519	-13.831
288.624	-160.443	-14.309	315.036	-184.829	-13.943	330.918	-148.520	-13.814
288.623	-160.437	-14.309	315.037	-184.827	-13.912	330.926	-148.512	-13.831
288.623	-160.437	-14.309	315.045	-184.828	-13.928	330.935	-148.504	-13.815
288.623	-160.437	-14.309	315.045	-184.828	-13.928	330.926	-148.505	-13.830
288.631	-160.431	-14.325	315.054	-184.819	-13.913	330.935	-148.512	-13.815
288.632	-160.438	-14.293	315.045	-184.819	-13.897	330.935	-148.512	-13.815
288.632	-160.438	-14.293	315.054	-184.828	-13.912	330.935	-148.512	-13.815
288.641	-160.428	-14.279	315.063	-184.827	-13.897	330.944	-148.519	-13.799
288.632	-160.438	-14.293	315.054	-184.826	-13.881	330.944	-148.512	-13.799
288.641	-160.437	-14.278	315.063	-184.841	-13.865	330.944	-148.528	-13.798
288.632	-160.432	-14.292	315.063	-184.843	-13.896	330.944	-148.512	-13.799
288.649	-160.441	-14.294	315.063	-184.841	-13.865	330.944	-148.527	-13.798
288.650	-160.438	-14.295	315.054	-184.842	-13.880	330.935	-148.520	-13.782
288.641	-160.446	-14.277	315.071	-184.850	-13.881	330.944	-148.527	-13.798
288.650	-160.447	-14.294	315.054	-184.858	-13.879	330.953	-148.535	-13.783
288.641	-160.437	-14.278	315.054	-184.842	-13.880	330.944	-148.536	-13.798
288.632	-160.445	-14.293	315.054	-184.849	-13.880	330.935	-148.535	-13.782
288.632	-160.454	-14.293	315.063	-184.858	-13.896	330.935	-148.537	-13.813
288.632	-160.445	-14.293	315.054	-184.857	-13.880	330.935	-148.536	-13.814
288.632	-160.454	-14.293	315.046	-184.842	-13.896	330.944	-148.535	-13.799
288.632	-160.454	-14.293	315.045	-184.850	-13.895	330.935	-148.536	-13.814
288.623	-160.446	-14.308	315.054	-184.852	-13.912	330.935	-148.528	-13.814
288.623	-160.446	-14.308	315.045	-184.845	-13.927	330.935	-148.528	-13.814
288.623	-160.455	-14.307	315.045	-184.845	-13.927	330.935	-148.536	-13.814
288.632	-160.447	-14.325	315.045	-184.828	-13.928	330.935	-148.529	-13.845
288.614	-160.438	-14.324	315.036	-184.830	-13.943	330.935	-148.529	-13.845
288.622	-160.439	-14.340	315.036	-184.829	-13.943	330.935	-148.529	-13.845
288.614	-160.447	-14.323	315.036	-184.821	-13.944	330.926	-148.522	-13.829
288.631	-160.440	-14.324	315.027	-184.822	-13.959	330.926	-148.522	-13.861
288.622	-160.441	-14.339	315.018	-184.809	-13.974	330.917	-148.506	-13.845
288.622	-160.432	-14.340	315.018	-184.809	-13.974	330.925	-148.508	-13.860
288.622	-160.432	-14.340	315.000	-184.800	-13.974	330.908	-148.507	-13.860
288.622	-160.432	-14.340	315.018	-184.800	-13.975	330.917	-148.506	-13.845
288.612	-160.427	-14.354	315.009	-184.777	-13.991	330.908	-148.506	-13.828
288.613	-160.425	-14.323	315.009	-184.785	-13.991	330.917	-148.522	-13.844
288.604	-160.435	-14.337	315.000	-184.794	-14.005	330.917	-148.515	-13.844
288.622	-160.432	-14.340	314.990	-184.771	-13.989	330.925	-148.516	-13.860
288.612	-160.427	-14.354	314.914	-184.647	-13.852	330.908	-148.508	-13.859
288.622	-160.441	-14.339	314.855	-184.535	-13.684	330.917	-148.507	-13.844
288.614	-160.440	-14.322	314.778	-184.398	-13.577	330.925	-148.524	-13.859
288.622	-160.435	-14.339	314.701	-184.296	-13.437	330.917	-148.531	-13.843
288.614	-160.440	-14.322	314.463	-184.234	-12.987	330.917	-148.522	-13.844
288.622	-160.435	-14.339	314.207	-184.216	-12.465	330.926	-148.530	-13.828
288.622	-160.441	-14.339	314.042	-184.145	-12.121	330.916	-148.523	-13.843
288.622	-160.426	-14.339	313.959	-184.016	-11.927	330.904	-148.408	-13.794
288.621	-160.345	-14.310	313.945	-183.826	-11.858	330.835	-148.111	-13.810
288.593	-160.192	-14.297	313.989	-183.570	-11.887	330.768	-147.817	-13.832
288.554	-159.995	-14.299	314.081	-183.245	-11.986	330.621	-147.291	-13.781
288.518	-159.699	-14.345	314.209	-182.845	-12.131	330.524	-146.813	-13.852
288.468	-159.357	-14.300	314.357	-182.382	-12.286	330.359	-146.202	-13.803
288.410	-159.022	-14.274	314.528	-181.810	-12.448	330.223	-145.599	-13.778
288.342	-158.516	-14.303	314.727	-181.089	-12.614	330.028	-144.778	-13.749
288.231	-158.094	-14.210	314.902	-180.534	-12.659	329.814	-143.917	-13.721
288.153	-157.527	-14.189	315.157	-179.710	-12.841	329.634	-143.005	-13.758
288.032	-156.994	-14.116	315.431	-178.872	-12.995	329.373	-141.988	-13.875
287.934	-156.308	-14.097	315.628	-178.020	-13.130	329.102	-140.928	-13.816
287.798	-155.672	-14.099	315.876	-177.039	-13.308	328.785	-139.792	-13.738
287.696	-154.998	-14.137	316.153	-176.060	-13.509	328.521	-138.641	-13.794
287.597	-154.269	-14.187	316.446	-174.956	-13.649	328.152	-137.275	-13.792
287.494	-153.549	-14.193	316.800	-173.819	-13.812	327.771	-136.023	-13.762
287.392	-152.902	-14.197	316.988	-172.664	-13.788	327.416	-134.708	-13.753
287.330	-152.165	-14.221	317.182	-171.433	-13.780	326.992	-133.205	-13.815
287.268	-151.383	-14.245	317.481	-170.106	-13.784	326.520	-131.768	-13.688
287.180	-150.595	-14.219	317.845	-168.753	-13.882	326.096	-130.227	-13.689
287.105	-149.886	-14.182	318.091	-167.403	-13.852	325.627	-128.696	-13.830
287.052	-149.114	-14.158	318.369	-165.954	-13.823	325.115	-127.106	-13.700
287.041	-148.312	-14.187	318.725	-164.493	-13.814	324.628	-125.567	-13.774
287.005	-147.514	-14.165	319.013	-163.124	-13.864	324.066	-124.004	-13.646
286.965	-146.811	-14.166	319.323	-161.603	-13.836	323.534	-122.426	-13.703
286.946	-146.018	-14.144	319.611	-160.207	-13.792	322.989	-120.945	-13.696
286.946	-145.200	-14.162	319.939	-158.703	-13.861	322.440	-119.360	-13.720
286.955	-144.407	-14.164	320.233	-157.228	-13.928	321.912	-117.859	-13.777
286.976	-143.675	-14.153	320.596	-155.712	-14.065	321.322	-116.322	-13.688
286.993	-142.854	-14.106	320.855	-154.242	-14.001	320.802	-114.853	-13.792
287.019	-142.041	-14.108	321.103	-152.680	-13.987	320.196	-113.366	-13.670
287.089	-141.286	-14.164	321.404	-151.196	-14.069	319.658	-111.888	-13.802
287.145	-140.498	-14.159	321.714	-149.688	-14.071	319.026	-110.382	-13.663
287.179	-139.627	-14.149	321.929	-148.161	-13.959	318.478	-108.931	-13.872
287.274	-138.829	-14.190	322.159	-146.601	-13.943	317.822	-107.457	-13.685
287.380	-138.051	-14.217	322.414	-145.046	-14.004	317.281	-105.995	-13.876
287.458	-137.207	-14.193	322.690	-143.516	-14.008	316.590	-104.555	-13.749
287.553	-136.336	-14.205	322.909	-141.880	-14.007	316.059	-103.122	-13.922
287.667	-135.518	-14.250	323.044	-140.357	-13.937	315.361	-101.730	-13.745
287.792	-134.729	-14.217	323.291	-138.768	-13.953	314.812	-100.284	-13.951
287.878	-133.843	-14.179	323.474	-137.118	-13.916	314.111	-98.838	-13.770
287.983	-132.948	-14.145	323.686	-135.586	-13.992	313.566	-97.490	-13.980
288.141	-132.122	-14.179	323.898	-133.965	-14.009	312.882	-96.071	-13.825
288.326	-131.308	-14.201	324.021	-132.345	-13.955	312.327	-94.678	-14.017
288.465	-130.423	-14.200	324.214	-130.743	-13.965	311.640	-93.423	-13.880
288.612	-129.545	-14.217	324.345	-129.083	-13.897	311.071	-91.859	-14.050
288.797	-128.688	-14.207	324.496	-127.493	-13.926	310.367	-90.674	-13.946
288.972	-127.793	-14.147	324.660	-125.844	-13.980	309.822	-89.276	-14.025
289.137	-126.841	-14.136	324.825	-124.180	-14.041	309.092	-87.854	-14.006
289.330	-125.949	-14.144	324.955	-122.510	-14.001	308.562	-86.613	-13.977
289.540	-125.067	-14.187	325.062	-120.887	-13.948	307.816	-85.300	-14.055
289.742	-124.154	-14.115	325.151	-119.288	-13.894	307.292	-83.963	-14.003
289.952	-123.243	-14.093	325.252	-117.538	-13.932	306.591	-82.712	-14.098
290.152	-122.317	-14.118	325.347	-115.874	-13.957	306.000	-81.469	-14.018
290.386	-121.367	-14.145	325.418	-114.245	-13.901	305.306	-80.117	-14.063
290.613	-120.407	-14.125	325.495	-112.567	-13.892	304.677	-78.874	-14.061
290.867	-119.479	-14.091	325.580	-110.843	-13.899	304.067	-77.666	-14.068
291.093	-118.513	-14.103	325.647	-109.153	-13.903	303.377	-76.426	-14.088
291.319	-117.561	-14.116	325.682	-107.509	-13.877	302.794	-75.210	-14.076
291.572	-116.595	-14.081	325.696	-105.802	-13.880	302.103	-74.044	-14.146
291.868	-115.605	-14.100	325.745	-104.091	-13.915	301.540	-72.813	-14.044
292.109	-114.604	-14.143	325.734	-102.383	-13.901	300.864	-71.548	-14.154
292.352	-113.609	-14.125	325.749	-100.721	-13.904	300.232	-70.461	-14.106
292.607	-112.592	-13.998	325.729	-99.015	-13.905	299.570	-69.325	-14.131
292.910	-111.572	-14.065	325.725	-97.270	-13.876	298.959	-68.114	-14.166
293.204	-110.571	-14.114	325.714	-95.593	-13.862	298.342	-66.979	-14.150
293.490	-109.519	-14.085	325.685	-93.891	-13.848	297.688	-65.817	-14.194
293.716	-108.466	-14.035	325.638	-92.181	-13.830	297.083	-64.745	-14.128
294.009	-107.401	-14.085	325.599	-90.441	-13.863	296.454	-63.621	-14.249
294.356	-106.373	-14.109	325.552	-88.719	-13.847	295.832	-62.513	-14.121
294.668	-105.308	-14.129	325.469	-87.017	-13.858	295.204	-61.426	-14.245
294.911	-104.225	-14.049	325.403	-85.292	-13.871	294.589	-60.297	-14.164
295.231	-103.175	-14.052	325.320	-83.571	-13.884	293.998	-59.238	-14.224
295.609	-102.041	-14.208	325.202	-81.834	-13.864	293.341	-58.225	-14.183
295.851	-100.922	-14.163	325.084	-80.107	-13.843	292.795	-57.138	-14.230
296.120	-99.771	-14.006	324.949	-78.417	-13.885	292.137	-56.167	-14.221
296.473	-98.632	-14.012	324.823	-76.726	-13.880	291.600	-55.042	-14.221
296.816	-97.501	-14.130	324.695	-75.015	-13.904	290.967	-54.051	-14.260
297.103	-96.430	-14.035	324.568	-73.303	-13.997	290.406	-53.008	-14.210
297.405	-95.223	-13.982	324.413	-71.525	-14.006	289.792	-52.039	-14.251
297.763	-94.019	-14.200	324.224	-69.748	-13.948	289.239	-50.989	-14.247
298.093	-92.924	-14.129	324.019	-68.053	-13.825	288.635	-50.103	-14.243
298.364	-91.807	-13.938	323.790	-66.416	-13.724	288.101	-49.023	-14.207
298.745	-90.512	-14.103	323.590	-64.653	-13.809	287.523	-48.145	-14.251
299.131	-89.243	-14.152	323.380	-62.873	-13.969	286.987	-47.087	-14.247
299.383	-88.119	-14.027	323.173	-61.143	-14.007	286.401	-46.159	-14.241
299.640	-86.945	-13.980	322.934	-59.502	-13.945	285.911	-45.216	-14.288
300.069	-85.662	-14.077	322.667	-57.770	-13.836	285.309	-44.334	-14.248
300.455	-84.402	-14.119	322.399	-56.025	-13.789	284.828	-43.378	-14.279
300.685	-83.171	-14.025	322.103	-54.320	-13.887	284.278	-42.491	-14.274
301.029	-81.918	-14.019	321.807	-52.585	-13.947	283.772	-41.586	-14.284
301.397	-80.661	-14.061	321.549	-50.904	-13.913	283.275	-40.661	-14.253
301.704	-79.375	-14.051	321.249	-49.308	-13.867	282.768	-39.767	-14.296
302.004	-78.074	-13.963	320.926	-47.558	-13.941	282.298	-38.852	-14.281
302.354	-76.783	-14.005	320.589	-45.855	-13.886	281.792	-38.006	-14.324
302.685	-75.487	-14.073	320.269	-44.196	-13.901	281.325	-37.187	-14.248
302.975	-74.136	-13.969	319.938	-42.535	-13.961	280.870	-36.260	-14.326
303.300	-72.847	-13.932	319.554	-40.784	-14.015	280.367	-35.431	-14.245
303.630	-71.471	-14.002	319.165	-39.134	-13.957	279.975	-34.554	-14.313
303.953	-70.091	-13.996	318.818	-37.488	-13.986	279.507	-33.725	-14.295
304.259	-68.761	-13.955	318.416	-35.749	-14.071	279.039	-32.864	-14.218
304.572	-67.386	-13.995	318.010	-34.143	-13.981	278.665	-32.058	-14.317
304.886	-66.016	-14.001	317.646	-32.475	-14.003	278.198	-31.261	-14.240
305.208	-64.615	-13.962	317.218	-30.781	-14.071	277.811	-30.451	-14.213
305.468	-63.215	-13.966	316.803	-29.181	-13.996	277.444	-29.566	-14.299
305.781	-61.789	-13.973	316.404	-27.521	-14.016	276.993	-28.738	-14.284
306.085	-60.394	-13.965	315.952	-25.893	-14.032	276.625	-27.995	-14.199
306.346	-58.996	-13.939	315.528	-24.292	-14.004	276.276	-27.147	-14.318
306.630	-57.516	-13.992	315.084	-22.661	-14.067	275.890	-26.426	-14.290
306.917	-56.105	-13.918	314.635	-21.073	-14.019	275.521	-25.613	-14.204
307.201	-54.598	-13.939	314.201	-19.465	-14.036	275.209	-24.800	-14.295
307.426	-53.188	-13.940	313.705	-17.833	-14.032	274.872	-24.025	-14.336
307.716	-51.643	-14.012	313.256	-16.272	-14.015	274.495	-23.298	-14.237
307.995	-50.239	-13.954	312.750	-14.674	-14.058	274.202	-22.467	-14.267
308.226	-48.715	-13.941	312.265	-13.106	-14.038	273.930	-21.700	-14.295
308.458	-47.263	-13.957	311.796	-11.557	-14.083	273.638	-20.955	-14.326
308.723	-45.738	-13.980	311.274	-9.966	-14.093	273.303	-20.233	-14.278
308.955	-44.260	-13.966	310.816	-8.443	-14.089	273.037	-19.408	-14.295
309.167	-42.705	-13.982	310.267	-6.891	-14.173	272.763	-18.636	-14.326
309.395	-41.123	-14.034	309.747	-5.306	-14.088	272.492	-17.954	-14.355
309.620	-39.648	-13.971	309.245	-3.824	-14.126	272.200	-17.184	-14.326
309.815	-38.115	-13.958	308.681	-2.257	-14.084	271.978	-16.352	-14.363
310.018	-36.567	-14.018	308.160	-0.758	-14.152	271.776	-15.632	-14.342
310.212	-35.016	-14.035	307.606	0.747	-14.092	271.530	-14.902	-14.330
310.441	-33.420	-14.024	307.076	2.256	-14.145	271.293	-14.197	-14.363
310.602	-31.876	-13.972	306.530	3.730	-14.163	271.061	-13.376	-14.416
310.760	-30.305	-13.986	305.948	5.237	-14.149	270.875	-12.644	-14.460
310.928	-28.731	-13.985	305.402	6.720	-14.167	270.708	-11.921	-14.443
311.131	-27.138	-13.983	304.813	8.194	-14.134	270.551	-11.137	-14.408
311.315	-25.547	-14.047	304.247	9.635	-14.245	270.387	-10.439	-14.355
311.463	-23.943	-14.077	303.642	11.121	-14.146	270.181	-9.688	-14.460
311.597	-22.378	-14.039	303.077	12.530	-14.255	269.993	-8.949	-14.504
311.728	-20.730	-14.005	302.463	14.002	-14.171	269.852	-8.159	-14.534
311.851	-19.125	-13.955	301.901	15.378	-14.247	269.737	-7.443	-14.553
311.992	-17.534	-13.966	301.275	16.825	-14.242	269.634	-6.761	-14.555
312.113	-15.868	-14.008	300.689	18.211	-14.234	269.512	-6.006	-14.525
312.216	-14.235	-14.080	300.065	19.610	-14.227	269.399	-5.202	-14.510
312.340	-12.621	-14.089	299.460	20.998	-14.250	269.321	-4.517	-14.473
312.435	-10.952	-14.052	298.828	22.350	-14.255	269.243	-3.827	-14.463
312.539	-9.277	-14.032	298.214	23.717	-14.262	269.156	-3.024	-14.467
312.609	-7.680	-14.038	297.583	25.039	-14.266	269.077	-2.263	-14.459
312.643	-6.016	-14.042	296.986	26.428	-14.273	269.033	-1.515	-14.456
312.693	-4.359	-14.081	296.337	27.750	-14.306	269.018	-0.853	-14.469
312.724	-2.671	-14.088	295.718	29.095	-14.231	268.983	-0.044	-14.449
312.777	-0.986	-14.091	295.066	30.378	-14.358	268.949	0.724	-14.431
312.800	0.676	-14.082	294.484	31.669	-14.222	268.931	1.493	-14.446
312.832	2.360	-14.119	293.798	33.000	-14.343	268.940	2.190	-14.448
312.866	4.106	-14.122	293.206	34.269	-14.222	268.969	2.972	-14.450
312.854	5.755	-14.080	292.582	35.500	-14.333	268.969	3.758	-14.436
312.840	7.465	-14.130	291.901	36.740	-14.296	269.014	4.517	-14.410
312.829	9.210	-14.147	291.281	38.118	-14.311	269.067	5.210	-14.434
312.800	10.858	-14.164	290.607	39.329	-14.352	269.119	6.045	-14.457
312.744	12.534	-14.164	290.041	40.486	-14.340	269.191	6.843	-14.449
312.713	14.293	-14.212	289.316	41.729	-14.427	269.265	7.558	-14.527
312.631	15.970	-14.194	288.748	42.863	-14.301	269.355	8.345	-14.521
312.577	17.633	-14.161	288.105	44.152	-14.417	269.434	9.171	-14.532
312.476	19.343	-14.143	287.428	45.423	-14.366	269.521	9.989	-14.560
312.342	21.065	-14.089	286.815	46.557	-14.457	269.625	10.702	-14.560
312.206	22.749	-14.068	286.129	47.661	-14.398	269.725	11.532	-14.509
312.091	24.403	-14.014	285.569	48.699	-14.379	269.830	12.400	-14.477
311.908	26.231	-14.039	284.828	49.916	-14.398	269.963	13.222	-14.432
311.753	27.923	-14.110	284.270	51.067	-14.431	270.113	14.049	-14.449
311.605	29.594	-14.168	283.566	52.182	-14.429	270.252	14.897	-14.484
311.481	31.323	-14.221	283.028	53.281	-14.522	270.406	15.659	-14.554
311.328	32.979	-14.229	282.345	54.341	-14.427	270.583	16.511	-14.529
311.138	34.644	-14.236	281.784	55.494	-14.553	270.769	17.370	-14.490
310.952	36.379	-14.208	281.117	56.550	-14.460	270.934	18.242	-14.481
310.753	38.101	-14.229	280.529	57.681	-14.597	271.099	19.144	-14.473
310.518	39.765	-14.248	279.883	58.673	-14.473	271.290	20.026	-14.514
310.284	41.557	-14.298	279.300	59.750	-14.636	271.497	20.837	-14.559
310.079	43.186	-14.270	278.677	60.748	-14.531	271.717	21.714	-14.555
309.850	44.838	-14.223	278.095	61.816	-14.633	271.937	22.612	-14.520
309.599	46.560	-14.270	277.471	62.802	-14.558	272.137	23.523	-14.516
309.317	48.265	-14.335	276.899	63.824	-14.613	272.353	24.460	-14.515
309.041	49.913	-14.332	276.301	64.818	-14.587	272.598	25.363	-14.530
308.761	51.627	-14.249	275.722	65.809	-14.592	272.862	26.276	-14.485
308.493	53.257	-14.264	275.142	66.794	-14.598	273.106	27.183	-14.501
308.213	54.923	-14.326	274.582	67.753	-14.604	273.341	28.105	-14.501
307.899	56.599	-14.384	274.019	68.732	-14.643	273.620	29.035	-14.490
307.574	58.254	-14.313	273.451	69.666	-14.600	273.890	29.985	-14.464
307.255	59.916	-14.260	272.914	70.633	-14.687	274.122	30.978	-14.527
306.914	61.617	-14.363	272.363	71.584	-14.647	274.385	31.966	-14.482
306.584	63.253	-14.388	271.838	72.514	-14.717	274.701	32.913	-14.413
306.198	64.877	-14.296	271.277	73.431	-14.660	274.967	33.904	-14.480
305.850	66.499	-14.320	270.754	74.277	-14.636	275.261	34.909	-14.503
305.517	68.127	-14.408	270.237	75.231	-14.661	275.570	35.881	-14.417
305.121	69.768	-14.362	269.705	76.114	-14.620	275.838	36.918	-14.421
304.721	71.342	-14.349	269.249	77.004	-14.728	276.130	37.958	-14.477
304.347	72.994	-14.416	268.702	77.868	-14.653	276.490	38.976	-14.457
303.934	74.645	-14.368	268.230	78.806	-14.727	276.755	40.015	-14.433
303.491	76.207	-14.336	267.770	79.658	-14.692	276.994	41.130	-14.452
303.110	77.833	-14.416	267.218	80.435	-14.649	277.367	42.155	-14.498
302.683	79.394	-14.385	266.814	81.334	-14.763	277.704	43.199	-14.512
302.216	81.020	-14.364	266.314	82.170	-14.643	277.935	44.273	-14.483
301.826	82.550	-14.428	265.850	83.052	-14.703	278.274	45.348	-14.433
301.355	84.154	-14.408	265.468	83.944	-14.786	278.656	46.372	-14.465
300.907	85.658	-14.387	264.953	84.668	-14.681	278.929	47.535	-14.519
300.480	87.228	-14.448	264.556	85.524	-14.730	279.226	48.653	-14.416
299.961	88.782	-14.390	264.182	86.367	-14.767	279.620	49.733	-14.370
299.537	90.303	-14.418	263.688	87.172	-14.726	279.894	50.962	-14.537
299.075	91.838	-14.475	263.317	87.928	-14.729	280.227	52.101	-14.408
