NO_OF_FRAMES	2011
NO_OF_CAMERAS	2
NO_OF_MARKERS	3
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-09-23, 13:53:36.434	131097.78224180
DATA_INCLUDED	3D
MARKER_NAMES	a1	a2	a3
TRAJECTORY_TYPES	Measured	Mixed	Measured
a1 X	a1 Y	a1 Z	a2 X	a2 Y	a2 Z	a3 X	a3 Y	a3 Z	
298.540	93.375	-14.414	262.939	88.743	-14.798	280.557	53.199	-14.340
298.096	94.853	-14.472	262.498	89.547	-14.731	280.859	54.366	-14.494
297.566	96.418	-14.459	262.136	90.363	-14.752	281.231	55.435	-14.448
297.084	97.867	-14.433	261.808	91.136	-14.777	281.535	56.658	-14.363
296.580	99.382	-14.469	261.410	91.906	-14.793	281.813	57.879	-14.465
296.044	100.861	-14.406	261.055	92.660	-14.767	282.203	59.094	-14.451
295.566	102.317	-14.490	260.746	93.474	-14.794	282.522	60.278	-14.401
295.012	103.764	-14.457	260.411	94.220	-14.801	282.802	61.422	-14.439
294.510	105.217	-14.460	260.064	94.989	-14.823	283.163	62.675	-14.409
293.992	106.652	-14.491	259.765	95.716	-14.803	283.489	63.885	-14.437
293.445	108.090	-14.443	259.456	96.503	-14.798	283.742	65.135	-14.458
292.950	109.548	-14.555	259.163	97.256	-14.795	284.113	66.358	-14.381
292.353	110.944	-14.469	258.870	98.018	-14.823	284.438	67.586	-14.440
291.875	112.354	-14.551	258.609	98.754	-14.869	284.706	68.886	-14.495
291.269	113.752	-14.510	258.333	99.505	-14.836	285.042	70.128	-14.384
290.772	115.177	-14.510	258.051	100.235	-14.787	285.358	71.387	-14.426
290.197	116.498	-14.534	257.794	100.953	-14.787	285.644	72.703	-14.483
289.664	117.848	-14.498	257.562	101.757	-14.870	285.987	73.977	-14.419
289.099	119.301	-14.601	257.346	102.451	-14.905	286.276	75.236	-14.412
288.521	120.569	-14.482	257.122	103.184	-14.879	286.589	76.596	-14.487
287.997	121.920	-14.667	256.912	103.943	-14.838	286.886	77.902	-14.436
287.371	123.318	-14.511	256.673	104.644	-14.778	287.175	79.160	-14.428
286.880	124.620	-14.649	256.479	105.371	-14.801	287.470	80.551	-14.501
286.233	125.897	-14.540	256.314	106.106	-14.874	287.766	81.875	-14.481
285.757	127.152	-14.598	256.154	106.854	-14.903	288.065	83.161	-14.459
285.119	128.582	-14.581	255.978	107.594	-14.928	288.331	84.597	-14.484
284.593	129.813	-14.621	255.816	108.290	-14.925	288.611	85.905	-14.492
284.023	130.983	-14.638	255.664	108.952	-14.857	288.892	87.177	-14.436
283.432	132.227	-14.563	255.513	109.680	-14.839	289.158	88.559	-14.461
282.909	133.549	-14.726	255.387	110.434	-14.841	289.413	89.938	-14.482
282.358	134.763	-14.491	255.273	111.165	-14.828	289.700	91.255	-14.475
281.806	136.050	-14.766	255.202	111.810	-14.816	289.986	92.661	-14.469
281.201	137.179	-14.511	255.111	112.536	-14.822	290.219	94.029	-14.490
280.690	138.340	-14.736	255.031	113.311	-14.845	290.459	95.387	-14.464
280.109	139.529	-14.563	254.971	113.982	-14.837	290.744	96.776	-14.439
279.535	140.808	-14.736	254.942	114.627	-14.816	290.988	98.180	-14.463
279.055	141.924	-14.679	254.876	115.354	-14.841	291.233	99.550	-14.498
278.458	143.049	-14.657	254.823	116.065	-14.851	291.476	100.959	-14.503
277.999	144.245	-14.763	254.799	116.757	-14.848	291.681	102.309	-14.412
277.343	145.419	-14.675	254.775	117.395	-14.844	291.908	103.671	-14.415
276.882	146.479	-14.791	254.720	118.140	-14.854	292.156	105.135	-14.468
276.279	147.559	-14.657	254.709	118.877	-14.886	292.410	106.496	-14.488
275.793	148.630	-14.755	254.722	119.536	-14.887	292.640	107.995	-14.479
275.244	149.740	-14.675	254.716	120.213	-14.886	292.805	109.285	-14.429
274.676	150.824	-14.718	254.724	120.947	-14.919	292.991	110.702	-14.429
274.214	151.935	-14.772	254.751	121.658	-14.892	293.260	112.154	-14.484
273.593	152.934	-14.696	254.805	122.254	-14.864	293.476	113.566	-14.501
273.180	153.967	-14.768	254.829	123.007	-14.870	293.663	114.966	-14.502
272.565	155.002	-14.709	254.873	123.734	-14.877	293.844	116.347	-14.454
272.116	155.986	-14.745	254.932	124.383	-14.836	294.014	117.768	-14.391
271.575	157.028	-14.804	254.998	125.079	-14.844	294.199	119.201	-14.435
271.053	158.011	-14.721	255.049	125.825	-14.836	294.391	120.639	-14.484
270.560	159.004	-14.848	255.128	126.561	-14.848	294.609	122.043	-14.533
270.014	159.961	-14.745	255.230	127.163	-14.859	294.760	123.475	-14.530
269.545	160.935	-14.810	255.314	127.863	-14.887	294.923	124.863	-14.449
269.029	161.875	-14.804	255.449	128.630	-14.874	295.048	126.315	-14.460
268.528	162.823	-14.770	255.556	129.285	-14.871	295.179	127.647	-14.455
268.060	163.786	-14.896	255.701	129.917	-14.841	295.333	129.166	-14.516
267.538	164.693	-14.779	255.843	130.659	-14.845	295.528	130.601	-14.564
267.070	165.637	-14.873	255.975	131.380	-14.863	295.672	132.081	-14.576
266.578	166.482	-14.853	256.139	132.033	-14.866	295.808	133.514	-14.540
266.069	167.385	-14.831	256.303	132.755	-14.889	295.898	134.944	-14.547
265.649	168.289	-14.913	256.447	133.542	-14.892	295.996	136.369	-14.571
265.134	169.171	-14.842	256.604	134.228	-14.898	296.086	137.836	-14.579
264.671	170.068	-14.872	256.793	134.905	-14.858	296.220	139.260	-14.574
264.259	170.941	-14.938	256.983	135.604	-14.819	296.325	140.696	-14.552
263.724	171.713	-14.832	257.167	136.328	-14.844	296.444	142.228	-14.578
263.314	172.575	-14.897	257.398	137.006	-14.888	296.519	143.639	-14.615
262.850	173.452	-14.926	257.611	137.728	-14.899	296.609	145.114	-14.623
262.356	174.220	-14.885	257.806	138.457	-14.877	296.677	146.580	-14.612
261.976	175.023	-14.905	258.044	139.155	-14.845	296.757	148.020	-14.603
261.517	175.764	-14.899	258.283	139.863	-14.795	296.810	149.429	-14.607
261.063	176.599	-14.880	258.535	140.626	-14.891	296.877	150.921	-14.597
260.670	177.383	-14.977	258.772	141.357	-14.890	296.938	152.384	-14.587
260.214	178.138	-14.925	259.032	142.080	-14.829	296.977	153.844	-14.621
259.803	178.872	-14.907	259.288	142.789	-14.749	297.010	155.295	-14.656
259.422	179.688	-14.990	259.539	143.591	-14.846	297.039	156.755	-14.674
258.972	180.435	-14.999	259.854	144.311	-14.870	297.049	158.233	-14.722
258.583	181.125	-14.937	260.129	145.076	-14.843	297.058	159.665	-14.707
258.182	181.899	-15.016	260.392	145.803	-14.780	297.050	161.180	-14.754
257.784	182.581	-14.999	260.673	146.606	-14.801	297.051	162.583	-14.753
257.406	183.281	-14.953	261.042	147.342	-14.832	297.029	164.105	-14.767
257.017	184.026	-14.985	261.330	148.106	-14.838	297.011	165.501	-14.765
256.637	184.703	-15.001	261.601	148.876	-14.761	296.968	167.043	-14.779
256.292	185.373	-14.990	261.957	149.667	-14.727	296.937	168.459	-14.744
255.913	186.092	-15.007	262.288	150.489	-14.817	296.873	169.932	-14.755
255.542	186.753	-15.008	262.577	151.282	-14.792	296.837	171.385	-14.704
255.217	187.412	-14.998	262.894	152.067	-14.753	296.762	172.885	-14.731
254.885	188.113	-15.004	263.255	152.892	-14.768	296.690	174.355	-14.677
254.510	188.729	-15.035	263.590	153.714	-14.794	296.581	175.812	-14.700
254.188	189.351	-14.993	263.912	154.541	-14.693	296.498	177.288	-14.662
253.905	190.039	-15.037	264.252	155.358	-14.736	296.382	178.713	-14.668
253.557	190.649	-15.054	264.632	156.211	-14.833	296.297	180.192	-14.661
253.245	191.336	-15.031	264.998	157.036	-14.721	296.175	181.627	-14.650
252.945	191.916	-15.006	265.298	157.890	-14.712	296.053	183.093	-14.640
252.672	192.565	-15.066	265.682	158.760	-14.776	295.938	184.580	-14.678
252.382	193.205	-15.091	266.076	159.630	-14.764	295.811	186.048	-14.683
252.072	193.748	-15.048	266.365	160.522	-14.739	295.630	187.467	-14.748
251.796	194.346	-15.027	266.776	161.414	-14.790	295.471	188.924	-14.718
251.530	194.967	-15.071	267.170	162.301	-14.808	295.283	190.381	-14.750
251.334	195.571	-15.107	267.469	163.196	-14.737	295.118	191.816	-14.751
251.067	196.193	-15.119	267.907	164.110	-14.776	294.946	193.279	-14.736
250.779	196.762	-15.111	268.291	165.039	-14.840	294.769	194.673	-14.752
250.543	197.294	-15.109	268.626	165.947	-14.741	294.549	196.134	-14.749
250.328	197.902	-15.127	269.055	166.853	-14.763	294.331	197.541	-14.714
250.159	198.494	-15.119	269.444	167.820	-14.875	294.082	199.041	-14.757
249.970	199.032	-15.107	269.807	168.745	-14.701	293.890	200.425	-14.771
249.742	199.660	-15.155	270.158	169.708	-14.810	293.662	201.847	-14.782
249.514	200.190	-15.169	270.594	170.677	-14.848	293.435	203.255	-14.793
249.302	200.757	-15.187	270.920	171.627	-14.702	293.145	204.701	-14.752
249.132	201.379	-15.196	271.290	172.626	-14.812	292.874	206.113	-14.775
249.015	201.876	-15.144	271.761	173.618	-14.823	292.605	207.534	-14.815
248.889	202.446	-15.142	272.050	174.620	-14.767	292.380	208.902	-14.825
248.784	202.943	-15.108	272.457	175.648	-14.788	292.098	210.259	-14.847
248.597	203.531	-15.192	272.919	176.647	-14.875	291.768	211.752	-14.802
248.421	204.154	-15.215	273.185	177.692	-14.818	291.455	213.132	-14.821
248.287	204.653	-15.209	273.654	178.716	-14.780	291.193	214.481	-14.859
248.153	205.270	-15.221	274.031	179.751	-14.907	290.892	215.904	-14.864
248.070	205.733	-15.206	274.379	180.794	-14.842	290.529	217.214	-14.829
247.973	206.338	-15.192	274.828	181.813	-14.802	290.200	218.692	-14.831
247.902	206.864	-15.179	275.163	182.935	-14.909	289.917	219.984	-14.897
247.828	207.357	-15.166	275.553	184.025	-14.753	289.567	221.348	-14.944
247.762	207.950	-15.171	275.921	185.154	-14.833	289.185	222.694	-14.877
247.716	208.402	-15.144	276.280	186.277	-14.927	288.836	224.070	-14.906
247.666	209.014	-15.152	276.682	187.323	-14.804	288.526	225.391	-14.955
247.641	209.458	-15.159	276.988	188.413	-14.892	288.129	226.679	-14.933
247.602	210.104	-15.153	277.396	189.544	-14.849	287.729	228.081	-14.847
247.571	210.621	-15.178	277.764	190.630	-14.847	287.390	229.363	-14.939
247.565	211.175	-15.158	278.070	191.794	-14.905	287.020	230.643	-14.966
247.557	211.699	-15.154	278.448	192.920	-14.857	286.581	231.974	-14.924
247.559	212.240	-15.151	278.782	194.080	-14.870	286.232	233.245	-14.903
247.558	212.805	-15.165	279.109	195.263	-14.898	285.830	234.572	-14.974
247.593	213.342	-15.135	279.482	196.416	-14.851	285.383	235.816	-14.914
247.608	213.897	-15.134	279.789	197.603	-14.908	285.017	237.028	-14.907
247.622	214.496	-15.150	280.095	198.784	-14.871	284.614	238.341	-15.040
247.670	215.018	-15.106	280.453	199.918	-14.822	284.135	239.656	-14.898
247.725	215.588	-15.126	280.769	201.104	-14.864	283.781	240.829	-14.906
247.772	216.152	-15.114	281.103	202.321	-14.908	283.329	242.177	-15.051
247.820	216.739	-15.135	281.426	203.493	-14.855	282.869	243.353	-14.955
247.902	217.325	-15.175	281.718	204.772	-14.866	282.455	244.622	-14.975
247.985	217.886	-15.184	282.020	205.941	-14.905	282.012	245.889	-15.055
248.054	218.475	-15.207	282.338	207.117	-14.852	281.526	247.056	-14.972
248.185	219.030	-15.189	282.602	208.314	-14.857	281.144	248.197	-15.023
248.269	219.615	-15.215	282.890	209.613	-14.882	280.678	249.490	-15.134
248.382	220.225	-15.212	283.204	210.879	-14.925	280.212	250.609	-15.019
248.499	220.740	-15.192	283.480	212.054	-14.883	279.784	251.783	-15.113
248.618	221.383	-15.176	283.735	213.305	-14.903	279.321	252.948	-15.142
248.756	221.875	-15.190	284.007	214.558	-14.925	278.844	254.087	-15.041
248.882	222.519	-15.190	284.320	215.859	-14.937	278.386	255.340	-15.181
249.024	223.134	-15.175	284.531	217.056	-14.936	277.904	256.433	-15.064
249.167	223.725	-15.224	284.793	218.335	-14.911	277.434	257.535	-15.104
249.317	224.377	-15.196	285.048	219.595	-14.931	276.984	258.716	-15.196
249.487	224.897	-15.214	285.308	220.906	-14.968	276.476	259.789	-15.059
249.661	225.551	-15.173	285.545	222.151	-14.986	275.994	260.956	-15.226
249.831	226.199	-15.242	285.760	223.447	-14.941	275.557	262.012	-15.159
250.022	226.783	-15.265	285.985	224.727	-14.912	275.005	263.109	-15.174
250.203	227.448	-15.241	286.204	226.029	-14.961	274.608	264.170	-15.220
250.388	228.026	-15.215	286.428	227.348	-14.995	274.068	265.256	-15.158
250.585	228.667	-15.161	286.637	228.648	-15.027	273.543	266.382	-15.272
250.789	229.356	-15.188	286.827	229.934	-14.963	273.131	267.424	-15.254
251.035	229.953	-15.233	287.003	231.250	-14.961	272.547	268.506	-15.232
251.232	230.634	-15.211	287.182	232.560	-14.975	272.157	269.521	-15.262
251.457	231.316	-15.209	287.412	233.915	-15.040	271.613	270.559	-15.244
251.691	231.905	-15.158	287.589	235.212	-15.054	271.134	271.539	-15.232
251.906	232.621	-15.170	287.762	236.551	-15.021	270.734	272.570	-15.291
252.152	233.316	-15.218	287.880	237.849	-15.013	270.081	273.606	-15.261
252.421	233.930	-15.203	288.030	239.188	-14.993	269.710	274.612	-15.293
252.646	234.611	-15.169	288.173	240.509	-14.972	269.147	275.661	-15.334
252.868	235.342	-15.166	288.344	241.847	-14.970	268.686	276.644	-15.245
253.144	235.992	-15.169	288.503	243.180	-15.029	268.217	277.591	-15.357
253.429	236.696	-15.189	288.623	244.514	-15.022	267.671	278.545	-15.257
253.700	237.376	-15.224	288.731	245.862	-15.030	267.245	279.515	-15.281
253.959	238.082	-15.146	288.842	247.164	-15.005	266.749	280.480	-15.391
254.234	238.798	-15.118	288.935	248.553	-15.013	266.272	281.395	-15.233
254.515	239.544	-15.139	289.036	249.865	-15.004	265.789	282.357	-15.406
254.803	240.273	-15.208	289.134	251.206	-15.010	265.279	283.255	-15.276
255.087	240.989	-15.117	289.204	252.601	-15.015	264.817	284.209	-15.325
255.360	241.730	-15.089	289.277	253.911	-15.019	264.320	285.079	-15.400
255.648	242.487	-15.127	289.364	255.221	-15.008	263.831	286.000	-15.289
255.975	243.219	-15.168	289.429	256.676	-15.030	263.360	286.895	-15.444
256.268	243.966	-15.095	289.466	257.971	-15.030	262.883	287.778	-15.318
256.536	244.737	-15.099	289.499	259.317	-15.001	262.366	288.676	-15.357
256.824	245.487	-15.135	289.564	260.710	-14.974	261.944	289.524	-15.408
257.187	246.255	-15.150	289.583	262.003	-14.973	261.431	290.376	-15.307
257.487	247.067	-15.094	289.588	263.371	-14.988	260.988	291.261	-15.418
257.755	247.871	-15.130	289.623	264.756	-14.989	260.568	292.134	-15.438
258.127	248.634	-15.098	289.617	266.090	-15.018	260.045	292.951	-15.348
258.440	249.427	-15.091	289.615	267.410	-15.016	259.617	293.771	-15.397
258.710	250.245	-15.126	289.611	268.833	-15.046	259.118	294.622	-15.390
259.054	251.060	-15.091	289.582	270.158	-15.026	258.668	295.420	-15.404
259.432	251.911	-15.140	289.568	271.440	-15.022	258.238	296.139	-15.433
259.689	252.757	-15.190	289.545	272.951	-15.068	257.738	296.975	-15.394
260.036	253.532	-15.076	289.513	274.219	-15.062	257.329	297.811	-15.428
260.382	254.296	-15.040	289.460	275.585	-15.088	256.898	298.646	-15.523
260.674	255.245	-15.190	289.432	277.017	-15.085	256.405	299.353	-15.401
261.026	256.116	-15.110	289.374	278.278	-15.092	255.986	300.169	-15.450
261.353	256.964	-15.089	289.283	279.698	-15.101	255.541	300.965	-15.510
261.653	257.850	-15.191	289.250	281.085	-15.127	255.094	301.591	-15.423
262.055	258.668	-15.146	289.173	282.425	-15.151	254.698	302.433	-15.489
262.396	259.484	-15.078	289.077	283.772	-15.157	254.280	303.203	-15.536
262.673	260.401	-15.147	289.025	285.146	-15.181	253.848	303.954	-15.470
263.075	261.307	-15.120	288.906	286.560	-15.203	253.406	304.698	-15.543
263.382	262.224	-15.097	288.815	287.805	-15.206	253.032	305.415	-15.531
263.647	263.209	-15.134	288.725	289.255	-15.214	252.607	306.092	-15.494
264.063	264.108	-15.092	288.603	290.540	-15.200	252.182	306.844	-15.571
264.382	265.042	-15.165	288.483	291.796	-15.154	251.818	307.586	-15.560
264.685	265.960	-15.174	288.346	293.206	-15.142	251.407	308.275	-15.524
265.088	266.825	-15.065	288.228	294.519	-15.114	251.007	308.976	-15.571
265.445	267.744	-15.142	288.072	295.855	-15.115	250.653	309.664	-15.591
265.770	268.687	-15.153	287.907	297.213	-15.132	250.258	310.304	-15.539
266.109	269.601	-15.054	287.762	298.569	-15.211	249.860	311.078	-15.587
266.443	270.569	-15.096	287.555	299.954	-15.272	249.522	311.830	-15.594
266.780	271.562	-15.173	287.396	301.191	-15.269	249.141	312.359	-15.574
267.128	272.507	-15.091	287.239	302.556	-15.268	248.772	313.054	-15.577
267.436	273.502	-15.115	287.057	303.881	-15.234	248.404	313.696	-15.576
267.783	274.469	-15.144	286.858	305.144	-15.150	248.073	314.326	-15.598
268.138	275.442	-15.111	286.647	306.471	-15.130	247.726	314.984	-15.583
268.440	276.474	-15.088	286.442	307.854	-15.222	247.377	315.624	-15.603
268.776	277.471	-15.131	286.247	309.093	-15.233	247.052	316.283	-15.611
269.145	278.449	-15.131	286.033	310.418	-15.274	246.718	316.878	-15.564
269.446	279.487	-15.108	285.827	311.707	-15.236	246.413	317.573	-15.652
269.757	280.528	-15.102	285.581	312.972	-15.211	246.068	318.075	-15.587
270.119	281.467	-15.114	285.327	314.348	-15.172	245.757	318.720	-15.599
270.436	282.564	-15.126	285.104	315.582	-15.211	245.496	319.402	-15.626
270.749	283.602	-15.120	284.864	316.883	-15.266	245.164	319.958	-15.657
271.070	284.627	-15.098	284.617	318.153	-15.273	244.877	320.595	-15.687
271.396	285.691	-15.157	284.356	319.431	-15.230	244.587	321.141	-15.615
271.699	286.750	-15.134	284.064	320.724	-15.216	244.310	321.755	-15.592
272.013	287.804	-15.064	283.784	322.044	-15.268	244.019	322.395	-15.661
272.339	288.910	-15.123	283.543	323.258	-15.273	243.753	322.989	-15.724
272.647	290.009	-15.149	283.244	324.530	-15.275	243.497	323.507	-15.657
272.949	291.117	-15.095	282.946	325.854	-15.277	243.241	324.107	-15.620
273.267	292.224	-15.152	282.648	327.087	-15.261	242.981	324.633	-15.627
273.571	293.337	-15.177	282.354	328.357	-15.310	242.726	325.273	-15.704
273.874	294.409	-15.154	282.042	329.616	-15.309	242.493	325.851	-15.737
274.158	295.495	-15.128	281.746	330.842	-15.310	242.276	326.377	-15.708
274.441	296.598	-15.133	281.391	332.107	-15.305	242.025	326.965	-15.655
274.749	297.717	-15.160	281.083	333.357	-15.320	241.797	327.412	-15.618
275.036	298.853	-15.168	280.765	334.547	-15.302	241.575	328.137	-15.702
275.302	299.966	-15.172	280.423	335.800	-15.314	241.356	328.616	-15.764
275.597	301.181	-15.196	280.080	337.057	-15.342	241.200	329.175	-15.773
275.867	302.316	-15.170	279.744	338.235	-15.352	240.993	329.716	-15.743
276.126	303.454	-15.191	279.420	339.420	-15.317	240.816	330.201	-15.701
276.393	304.590	-15.195	279.052	340.676	-15.358	240.593	330.780	-15.666
276.666	305.718	-15.185	278.697	341.948	-15.368	240.384	331.335	-15.729
276.921	306.858	-15.173	278.339	343.047	-15.343	240.216	331.844	-15.768
277.179	308.051	-15.225	277.968	344.248	-15.368	240.065	332.449	-15.810
277.416	309.290	-15.228	277.584	345.497	-15.406	239.960	332.881	-15.823
277.679	310.486	-15.218	277.215	346.629	-15.410	239.810	333.495	-15.802
277.915	311.652	-15.234	276.846	347.791	-15.402	239.690	333.979	-15.799
278.142	312.799	-15.236	276.458	348.973	-15.454	239.542	334.525	-15.759
278.375	314.018	-15.271	276.071	350.130	-15.474	239.398	335.056	-15.706
278.614	315.260	-15.275	275.662	351.314	-15.445	239.245	335.562	-15.728
278.837	316.522	-15.292	275.285	352.434	-15.481	239.093	336.135	-15.786
279.049	317.664	-15.258	274.899	353.586	-15.484	239.012	336.623	-15.802
279.269	318.796	-15.244	274.461	354.790	-15.468	238.886	337.194	-15.846
279.481	319.387	-15.246	274.287	355.233	-15.461	238.910	337.226	-15.834
279.716	318.670	-15.283	274.530	354.482	-15.499	239.181	336.491	-15.728
279.940	317.931	-15.271	274.780	353.781	-15.492	239.459	335.751	-15.685
280.146	317.181	-15.259	275.030	353.067	-15.485	239.669	335.179	-15.809
280.340	316.442	-15.228	275.275	352.281	-15.444	239.881	334.466	-15.851
280.539	315.683	-15.215	275.519	351.557	-15.406	240.097	333.743	-15.816
280.768	314.967	-15.238	275.768	350.843	-15.445	240.330	332.950	-15.700
281.004	314.242	-15.243	276.032	350.086	-15.453	240.580	332.372	-15.657
281.208	313.522	-15.229	276.282	349.364	-15.476	240.818	331.658	-15.720
281.416	312.807	-15.232	276.526	348.646	-15.421	241.037	330.958	-15.809
281.614	312.038	-15.203	276.775	347.886	-15.397	241.256	330.275	-15.806
281.837	311.272	-15.191	277.014	347.197	-15.373	241.488	329.527	-15.709
282.052	310.552	-15.196	277.262	346.488	-15.395	241.749	328.847	-15.618
282.262	309.835	-15.199	277.527	345.722	-15.403	241.982	328.179	-15.617
282.476	309.125	-15.202	277.778	344.949	-15.411	242.206	327.476	-15.738
282.682	308.386	-15.188	278.008	344.260	-15.339	242.407	326.840	-15.780
282.890	307.603	-15.144	278.247	343.510	-15.361	242.661	326.139	-15.720
283.101	306.855	-15.146	278.508	342.842	-15.370	242.914	325.281	-15.575
283.317	306.141	-15.135	278.773	342.088	-15.362	243.131	324.606	-15.571
283.532	305.438	-15.171	279.025	341.335	-15.354	243.306	324.066	-15.643
283.758	304.734	-15.160	279.250	340.602	-15.312	243.549	323.367	-15.752
283.963	303.963	-15.146	279.485	339.899	-15.318	243.821	322.612	-15.706
284.167	303.220	-15.131	279.735	339.182	-15.340	244.085	321.845	-15.599
284.370	302.539	-15.135	280.010	338.411	-15.364	244.266	321.264	-15.576
284.587	301.766	-15.138	280.256	337.705	-15.325	244.456	320.586	-15.599
284.801	301.055	-15.142	280.476	336.987	-15.314	244.700	319.857	-15.709
285.020	300.380	-15.178	280.703	336.273	-15.320	244.956	319.166	-15.708
285.214	299.641	-15.162	280.967	335.569	-15.280	245.219	318.439	-15.617
285.419	298.874	-15.116	281.240	334.810	-15.336	245.439	317.739	-15.580
285.644	298.116	-15.137	281.473	334.086	-15.357	245.624	317.067	-15.555
285.857	297.432	-15.141	281.701	333.356	-15.316	245.806	316.482	-15.627
286.068	296.692	-15.143	281.951	332.662	-15.291	246.086	315.764	-15.710
286.289	295.962	-15.131	282.208	331.879	-15.281	246.376	315.014	-15.635
286.494	295.216	-15.116	282.490	331.170	-15.323	246.613	314.288	-15.571
286.697	294.448	-15.102	282.704	330.476	-15.327	246.759	313.617	-15.554
286.916	293.783	-15.123	282.942	329.720	-15.317	246.953	313.002	-15.581
287.119	293.053	-15.109	283.184	328.992	-15.275	247.211	312.289	-15.645
287.325	292.303	-15.126	283.439	328.277	-15.281	247.524	311.545	-15.651
287.531	291.584	-15.113	283.703	327.549	-15.305	247.755	310.839	-15.570
287.755	290.821	-15.100	283.940	326.808	-15.326	247.935	310.198	-15.561
287.950	290.156	-15.086	284.157	326.120	-15.300	248.105	309.505	-15.581
288.171	289.376	-15.074	284.413	325.357	-15.242	248.344	308.791	-15.563
288.380	288.665	-15.092	284.655	324.663	-15.248	248.636	308.075	-15.615
288.588	287.953	-15.079	284.910	323.999	-15.303	248.911	307.423	-15.588
288.785	287.252	-15.096	285.161	323.212	-15.309	249.117	306.774	-15.567
288.999	286.516	-15.066	285.399	322.463	-15.298	249.280	305.975	-15.551
289.214	285.747	-15.037	285.639	321.723	-15.208	249.470	305.412	-15.529
289.437	285.009	-15.056	285.869	321.071	-15.230	249.746	304.691	-15.517
289.639	284.308	-15.043	286.142	320.303	-15.283	250.064	303.932	-15.540
289.834	283.589	-15.044	286.387	319.601	-15.275	250.295	303.200	-15.551
290.068	282.869	-15.048	286.631	318.855	-15.232	250.445	302.640	-15.556
290.283	282.105	-15.018	286.883	318.066	-15.205	250.635	301.914	-15.514
290.488	281.356	-15.004	287.097	317.430	-15.195	250.882	301.198	-15.448
290.696	280.693	-15.007	287.360	316.695	-15.216	251.199	300.431	-15.457
290.901	279.955	-15.024	287.622	315.937	-15.223	251.430	299.845	-15.534
291.114	279.204	-15.026	287.878	315.199	-15.197	251.608	299.161	-15.570
291.322	278.477	-15.012	288.096	314.494	-15.138	251.799	298.431	-15.529
291.553	277.737	-15.015	288.336	313.782	-15.142	252.033	297.699	-15.430
291.740	277.052	-14.984	288.580	313.038	-15.162	252.292	297.017	-15.368
291.955	276.297	-14.986	288.847	312.342	-15.202	252.574	296.380	-15.468
292.161	275.560	-15.003	289.083	311.582	-15.190	252.785	295.675	-15.539
292.368	274.824	-14.989	289.300	310.912	-15.179	252.962	295.064	-15.546
292.593	274.123	-14.977	289.549	310.169	-15.104	253.165	294.244	-15.440
292.805	273.399	-14.963	289.812	309.416	-15.142	253.440	293.592	-15.333
293.014	272.641	-14.948	290.062	308.683	-15.194	253.703	292.893	-15.366
293.235	271.904	-14.967	290.300	307.976	-15.167	253.929	292.232	-15.488
293.424	271.235	-14.968	290.537	307.264	-15.125	254.106	291.579	-15.540
293.631	270.515	-14.984	290.773	306.529	-15.096	254.336	290.864	-15.472
293.842	269.755	-14.954	291.007	305.823	-15.069	254.576	290.117	-15.357
294.050	269.043	-14.940	291.275	305.096	-15.155	254.830	289.374	-15.277
294.255	268.290	-14.909	291.526	304.361	-15.145	255.039	288.808	-15.416
294.466	267.623	-14.975	291.744	303.656	-15.115	255.270	288.128	-15.522
294.674	266.859	-14.960	291.983	302.898	-15.055	255.505	287.404	-15.469
294.887	266.157	-14.931	292.220	302.195	-15.092	255.734	286.648	-15.368
295.083	265.389	-14.930	292.485	301.519	-15.114	255.954	286.027	-15.271
295.311	264.750	-14.934	292.726	300.783	-15.150	256.174	285.349	-15.330
295.512	263.966	-14.918	292.967	300.011	-15.105	256.401	284.734	-15.485
295.709	263.235	-14.950	293.201	299.291	-15.077	256.647	283.973	-15.478
295.920	262.507	-14.952	293.419	298.631	-15.065	256.874	283.321	-15.412
296.116	261.796	-14.952	293.687	297.879	-15.150	257.117	282.564	-15.282
296.325	261.101	-14.921	293.950	297.132	-15.155	257.314	281.846	-15.257
296.548	260.353	-14.908	294.184	296.409	-15.079	257.522	281.261	-15.379
296.751	259.637	-14.924	294.387	295.761	-15.082	257.766	280.570	-15.486
296.966	258.923	-14.943	294.611	295.006	-15.068	258.016	279.859	-15.434
297.162	258.228	-14.974	294.863	294.333	-15.105	258.260	279.108	-15.320
297.369	257.515	-14.928	295.133	293.574	-15.126	258.445	278.495	-15.265
297.583	256.783	-14.898	295.374	292.866	-15.114	258.637	277.797	-15.303
297.782	256.071	-14.914	295.591	292.169	-15.070	258.881	277.096	-15.411
297.991	255.381	-14.915	295.810	291.431	-15.070	259.154	276.403	-15.425
298.195	254.636	-14.931	296.059	290.694	-15.091	259.388	275.750	-15.358
298.418	253.926	-14.918	296.336	290.008	-15.096	259.591	275.030	-15.256
298.608	253.219	-14.918	296.553	289.324	-15.100	259.775	274.335	-15.261
298.823	252.519	-14.888	296.780	288.602	-15.055	259.973	273.684	-15.317
299.034	251.799	-14.857	296.993	287.853	-15.024	260.242	273.060	-15.412
299.266	251.072	-14.891	297.240	287.171	-15.029	260.531	272.329	-15.364
299.458	250.377	-14.892	297.501	286.428	-15.096	260.761	271.607	-15.265
