NO_OF_FRAMES	2693
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-09-23, 10:29:43.643	118865.03286400
DATA_INCLUDED	3D
MARKER_NAMES	b	a
TRAJECTORY_TYPES	Measured	Measured
b X	b Y	b Z	a X	a Y	a Z	
590.538	80.828	401.250	-490.621	49.393	397.801
590.541	80.831	401.225	-490.658	49.430	397.812
590.539	80.821	401.251	-490.651	49.435	397.775
590.548	80.823	401.242	-490.656	49.432	397.795
590.542	80.818	401.225	-490.646	49.438	397.802
590.543	80.805	401.226	-490.648	49.436	397.819
590.548	80.816	401.243	-490.656	49.445	397.794
590.544	80.804	401.228	-490.653	49.462	397.773
590.549	80.802	401.244	-490.647	49.452	397.801
590.545	80.791	401.228	-490.647	49.465	397.801
590.545	80.791	401.228	-490.643	49.461	397.782
590.545	80.791	401.228	-490.644	49.468	397.782
590.545	80.777	401.229	-490.648	49.472	397.801
590.545	80.777	401.229	-490.645	49.481	397.781
590.545	80.777	401.229	-490.636	49.480	397.791
590.545	80.771	401.228	-490.633	49.497	397.770
590.545	80.771	401.228	-490.637	49.494	397.790
590.539	80.773	401.210	-490.647	49.494	397.784
590.544	80.771	401.226	-490.635	49.489	397.774
590.548	80.768	401.202	-490.636	49.503	397.774
590.553	80.773	401.217	-490.627	49.523	397.780
590.553	80.759	401.217	-490.633	49.519	397.754
590.547	80.768	401.200	-490.618	49.508	397.791
590.547	80.768	401.200	-490.628	49.522	397.782
590.553	80.766	401.216	-490.619	49.515	397.791
590.544	80.751	401.226	-490.619	49.535	397.789
590.553	80.766	401.216	-490.618	49.536	397.788
590.547	80.768	401.200	-490.608	49.529	397.796
590.554	80.766	401.218	-490.615	49.531	397.770
590.554	80.766	401.218	-490.609	49.549	397.795
590.551	80.756	401.244	-490.608	49.542	397.795
590.545	80.764	401.227	-490.605	49.545	397.776
590.550	80.762	401.243	-490.596	49.544	397.784
590.560	80.763	401.236	-490.596	49.558	397.784
590.551	80.762	401.245	-490.586	49.557	397.790
590.550	80.769	401.244	-490.586	49.557	397.790
590.550	80.775	401.245	-490.585	49.544	397.791
590.550	80.775	401.245	-490.586	49.550	397.791
590.549	80.782	401.243	-490.577	49.550	397.800
590.544	80.784	401.228	-490.579	49.541	397.818
590.549	80.789	401.242	-490.586	49.557	397.790
590.549	80.796	401.243	-490.586	49.557	397.790
590.548	80.803	401.242	-490.579	49.541	397.818
590.549	80.796	401.243	-490.576	49.557	397.799
590.548	80.803	401.242	-490.585	49.537	397.792
590.543	80.811	401.227	-490.575	49.530	397.800
590.547	80.810	401.241	-490.574	49.523	397.799
590.547	80.816	401.241	-490.574	49.503	397.801
590.541	80.825	401.224	-490.570	49.513	397.781
590.547	80.830	401.241	-490.570	49.499	397.782
590.548	80.823	401.242	-490.573	49.496	397.801
590.547	80.830	401.241	-490.573	49.496	397.801
590.541	80.831	401.225	-490.573	49.496	397.801
590.541	80.845	401.225	-490.570	49.465	397.786
590.541	80.838	401.224	-490.569	49.458	397.785
590.541	80.845	401.225	-490.579	49.479	397.775
590.540	80.852	401.223	-490.578	49.459	397.776
590.540	80.852	401.223	-490.579	49.459	397.777
590.540	80.852	401.223	-490.578	49.459	397.776
