NO_OF_FRAMES	1951
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-09-23, 10:52:04.214	120205.60158950
DATA_INCLUDED	3D
MARKER_NAMES	b	a
TRAJECTORY_TYPES	Measured	Measured
b X	b Y	b Z	a X	a Y	a Z	
503.222	78.408	400.475	-449.052	50.651	397.529
503.221	78.415	400.474	-449.073	50.665	397.513
503.220	78.422	400.473	-449.083	50.659	397.505
503.220	78.422	400.473	-449.070	50.654	397.496
503.220	78.422	400.473	-449.074	50.665	397.514
503.211	78.421	400.482	-449.073	50.658	397.514
503.205	78.422	400.467	-449.080	50.661	397.488
503.204	78.429	400.466	-449.074	50.645	397.516
503.204	78.429	400.466	-449.085	50.665	397.507
503.195	78.428	400.476	-449.075	50.672	397.515
503.196	78.421	400.477	-449.074	50.665	397.514
503.188	78.437	400.459	-449.074	50.665	397.514
503.195	78.428	400.476	-449.075	50.658	397.515
503.189	78.430	400.460	-449.080	50.661	397.488
503.189	78.430	400.460	-449.084	50.666	397.506
503.189	78.436	400.461	-449.083	50.673	397.505
503.180	78.428	400.470	-449.078	50.663	397.532
503.186	78.427	400.485	-449.078	50.663	397.532
503.181	78.428	400.472	-449.084	50.666	397.506
503.187	78.426	400.487	-449.074	50.679	397.512
503.186	78.433	400.486	-449.077	50.656	397.532
503.172	78.427	400.481	-449.068	50.669	397.540
503.178	78.425	400.496	-449.078	50.669	397.531
503.181	78.428	400.472	-449.068	50.669	397.540
503.171	78.434	400.480	-449.068	50.669	397.540
503.171	78.434	400.480	-449.064	50.671	397.522
503.171	78.434	400.480	-449.072	50.666	397.558
503.170	78.440	400.479	-449.082	50.680	397.549
503.155	78.441	400.474	-449.066	50.685	397.522
503.161	78.439	400.489	-449.080	50.676	397.533
503.155	78.441	400.474	-449.078	50.676	397.532
503.156	78.434	400.475	-449.079	50.683	397.532
503.155	78.441	400.474	-449.066	50.685	397.522
503.155	78.441	400.474	-449.079	50.683	397.532
503.147	78.433	400.484	-449.067	50.678	397.523
503.147	78.433	400.484	-449.080	50.676	397.533
503.146	78.439	400.483	-449.078	50.676	397.532
503.146	78.439	400.483	-449.078	50.676	397.532
503.140	78.441	400.468	-449.079	50.683	397.532
503.131	78.440	400.478	-449.076	50.678	397.515
503.133	78.440	400.479	-449.070	50.682	397.541
503.132	78.446	400.478	-449.069	50.682	397.539
503.132	78.446	400.478	-449.076	50.685	397.514
503.132	78.446	400.478	-449.075	50.692	397.513
503.132	78.446	400.478	-449.079	50.689	397.531
503.125	78.455	400.462	-449.079	50.689	397.531
503.117	78.447	400.473	-449.080	50.689	397.533
503.116	78.454	400.472	-449.076	50.685	397.514
503.116	78.440	400.472	-449.080	50.696	397.532
503.115	78.447	400.471	-449.076	50.699	397.513
503.111	78.449	400.458	-449.080	50.696	397.532
503.111	78.449	400.458	-449.079	50.689	397.531
503.107	78.452	400.481	-449.079	50.689	397.531
503.107	78.452	400.481	-449.080	50.696	397.532
503.108	78.445	400.482	-449.075	50.692	397.513
503.107	78.452	400.481	-449.079	50.689	397.531
503.100	78.448	400.466	-449.079	50.689	397.531
503.101	78.441	400.467	-449.079	50.689	397.531
503.092	78.439	400.476	-449.078	50.676	397.532
503.091	78.446	400.475	-449.075	50.672	397.515
503.092	78.439	400.476	-449.078	50.676	397.532
503.086	78.441	400.461	-449.075	50.679	397.514
503.087	78.434	400.462	-449.085	50.672	397.506
503.092	78.439	400.476	-449.074	50.672	397.513
503.087	78.434	400.462	-449.083	50.673	397.505
503.083	78.431	400.485	-449.078	50.663	397.532
503.078	78.433	400.472	-449.074	50.665	397.514
503.078	78.426	400.471	-449.084	50.666	397.506
503.078	78.426	400.471	-449.078	50.663	397.532
503.063	78.427	400.465	-449.074	50.665	397.514
503.069	78.431	400.481	-449.077	50.656	397.532
503.069	78.431	400.481	-449.074	50.652	397.515
503.069	78.431	400.481	-449.077	50.663	397.531
503.068	78.438	400.480	-449.070	50.654	397.496
503.068	78.438	400.480	-449.086	50.663	397.523
503.068	78.438	400.480	-449.077	50.663	397.531
503.061	78.437	400.492	-449.073	50.665	397.513
503.061	78.437	400.492	-449.066	50.656	397.539
503.060	78.443	400.491	-449.063	50.658	397.521
503.061	78.437	400.492	-449.057	50.655	397.547
