NO_OF_FRAMES	1803
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-09-23, 10:48:00.379	119961.76672540
DATA_INCLUDED	3D
MARKER_NAMES	b	a
TRAJECTORY_TYPES	Measured	Measured
b X	b Y	b Z	a X	a Y	a Z	
568.936	80.288	401.045	-447.865	50.702	397.503
568.935	80.308	401.044	-447.890	50.734	397.504
568.934	80.322	401.043	-447.891	50.720	397.506
568.933	80.329	401.042	-447.891	50.734	397.505
568.942	80.330	401.033	-447.883	50.740	397.514
568.947	80.341	401.048	-447.869	50.729	397.505
568.941	80.350	401.031	-447.882	50.747	397.513
568.931	80.356	401.039	-447.884	50.767	397.513
568.940	80.364	401.031	-447.884	50.760	397.514
568.939	80.371	401.030	-447.870	50.756	397.504
568.940	80.370	401.032	-447.862	50.762	397.513
568.939	80.377	401.031	-447.872	50.762	397.506
568.945	80.382	401.047	-447.865	50.766	397.530
568.939	80.391	401.030	-447.865	50.759	397.531
568.939	80.397	401.031	-447.857	50.772	397.539
568.944	80.409	401.046	-447.843	50.767	397.529
568.944	80.409	401.046	-447.852	50.768	397.520
568.949	80.413	401.063	-447.849	50.764	397.503
568.944	80.415	401.047	-447.842	50.774	397.528
568.943	80.422	401.046	-447.842	50.761	397.528
568.949	80.427	401.062	-447.832	50.767	397.536
568.943	80.429	401.047	-447.828	50.749	397.519
568.948	80.434	401.061	-447.832	50.747	397.537
568.948	80.447	401.063	-447.831	50.753	397.536
568.948	80.447	401.063	-447.831	50.753	397.536
568.948	80.460	401.062	-447.830	50.747	397.536
568.948	80.460	401.062	-447.827	50.749	397.518
568.948	80.460	401.062	-447.821	50.739	397.545
568.956	80.475	401.053	-447.821	50.753	397.543
568.948	80.467	401.063	-447.820	50.747	397.543
568.957	80.468	401.054	-447.826	50.736	397.518
568.947	80.474	401.062	-447.826	50.750	397.516
568.948	80.473	401.064	-447.830	50.740	397.535
568.949	80.480	401.065	-447.825	50.736	397.517
568.942	80.489	401.048	-447.825	50.736	397.517
568.949	80.480	401.065	-447.825	50.729	397.518
568.958	80.481	401.056	-447.824	50.730	397.516
568.943	80.482	401.049	-447.823	50.716	397.517
568.958	80.488	401.056	-447.819	50.705	397.499
568.953	80.483	401.042	-447.823	50.703	397.517
568.953	80.483	401.042	-447.822	50.703	397.516
568.959	80.481	401.058	-447.829	50.706	397.491
568.960	80.467	401.058	-447.827	50.692	397.490
568.953	80.483	401.042	-447.826	50.699	397.489
568.953	80.483	401.042	-447.829	50.690	397.507
568.959	80.481	401.058	-447.826	50.679	397.490
568.954	80.476	401.043	-447.813	50.681	397.481
568.969	80.469	401.049	-447.816	50.665	397.499
568.960	80.467	401.058	-447.822	50.688	397.471
568.968	80.462	401.048	-447.812	50.674	397.480
568.968	80.462	401.048	-447.813	50.667	397.481
568.954	80.463	401.042	-447.818	50.669	397.515
568.969	80.455	401.049	-447.812	50.674	397.480
568.963	80.457	401.032	-447.811	50.668	397.480
568.963	80.457	401.032	-447.812	50.654	397.482
568.969	80.449	401.048	-447.811	50.668	397.480
568.964	80.451	401.033	-447.810	50.661	397.479
568.970	80.435	401.049	-447.811	50.654	397.480
568.970	80.442	401.050	-447.811	50.654	397.480
568.964	80.437	401.033	-447.812	50.661	397.481
568.975	80.433	401.065	-447.800	50.640	397.488
568.971	80.415	401.050	-447.800	50.640	397.488
568.970	80.428	401.050	-447.791	50.653	397.496
568.971	80.421	401.051	-447.790	50.647	397.495
568.977	80.406	401.067	-447.791	50.646	397.497
568.972	80.408	401.052	-447.792	50.660	397.496
568.972	80.401	401.051	-447.787	50.656	397.478
568.972	80.401	401.051	-447.791	50.653	397.496
568.981	80.389	401.042	-447.780	50.646	397.504
568.981	80.389	401.042	-447.778	50.655	397.486
568.986	80.394	401.057	-447.769	50.668	397.494
568.978	80.386	401.067	-447.779	50.662	397.486
568.987	80.381	401.057	-447.770	50.675	397.494
568.987	80.381	401.057	-447.774	50.679	397.513
568.977	80.373	401.065	-447.771	50.675	397.496
568.986	80.374	401.056	-447.762	50.674	397.504
568.986	80.368	401.055	-447.762	50.674	397.504
568.987	80.361	401.057	-447.753	50.673	397.514
568.991	80.366	401.071	-447.756	50.684	397.530
568.985	80.368	401.053	-447.754	50.687	397.513
568.987	80.354	401.056	-447.741	50.689	397.504
568.991	80.353	401.070	-447.754	50.700	397.513
568.993	80.339	401.072	-447.734	50.699	397.528
568.992	80.346	401.071	-447.746	50.706	397.522
568.992	80.346	401.071	-447.743	50.716	397.504
568.986	80.341	401.054	-447.744	50.709	397.505
568.986	80.341	401.054	-447.743	50.722	397.503
568.986	80.335	401.053	-447.744	50.729	397.503
568.986	80.335	401.053	-447.736	50.728	397.513
568.985	80.328	401.053	-447.737	50.735	397.513
