NO_OF_FRAMES	2378
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-09-23, 11:08:32.101	121193.48693560
DATA_INCLUDED	3D
MARKER_NAMES	b	a
TRAJECTORY_TYPES	Measured	Measured
b X	b Y	b Z	a X	a Y	a Z	
591.101	81.184	401.199	-462.194	48.592	397.682
591.100	81.191	401.198	-462.228	48.604	397.678
591.124	81.185	401.197	-462.223	48.613	397.657
591.124	81.178	401.196	-462.227	48.604	397.676
591.129	81.176	401.212	-462.228	48.604	397.678
591.139	81.164	401.204	-462.227	48.604	397.676
591.144	81.162	401.220	-462.226	48.597	397.676
591.154	81.150	401.211	-462.240	48.595	397.687
591.169	81.136	401.218	-462.234	48.607	397.651
591.173	81.126	401.194	-462.236	48.611	397.667
591.178	81.117	401.209	-462.247	48.605	397.661
591.202	81.104	401.207	-462.241	48.602	397.688
591.207	81.101	401.184	-462.251	48.616	397.679
591.221	81.087	401.189	-462.261	48.602	397.672
591.231	81.062	401.181	-462.257	48.626	397.651
591.246	81.054	401.189	-462.262	48.623	397.671
591.270	81.041	401.187	-462.268	48.639	397.643
591.285	81.021	401.194	-462.268	48.633	397.644
591.304	80.996	401.177	-462.269	48.646	397.644
591.318	80.989	401.183	-462.269	48.646	397.644
591.330	80.963	401.177	-462.270	48.653	397.644
591.352	80.951	401.173	-462.270	48.660	397.643
591.368	80.923	401.181	-462.260	48.652	397.653
591.392	80.911	401.179	-462.267	48.662	397.626
591.403	80.892	401.172	-462.268	48.669	397.627
591.426	80.866	401.168	-462.267	48.682	397.625
591.432	80.850	401.185	-462.272	48.686	397.644
591.452	80.834	401.208	-462.259	48.688	397.633
591.470	80.811	401.189	-462.270	48.709	397.625
591.481	80.798	401.182	-462.261	48.702	397.634
591.495	80.771	401.188	-462.258	48.738	397.614
591.510	80.744	401.194	-462.272	48.743	397.624
591.519	80.732	401.185	-462.259	48.745	397.614
591.535	80.724	401.193	-462.269	48.759	397.605
591.540	80.709	401.209	-462.269	48.772	397.605
591.549	80.704	401.200	-462.270	48.786	397.604
591.565	80.689	401.209	-462.271	48.799	397.603
591.565	80.683	401.208	-462.268	48.808	397.585
591.580	80.675	401.216	-462.275	48.803	397.622
591.589	80.676	401.207	-462.287	48.810	397.616
591.589	80.676	401.207	-462.298	48.808	397.624
591.589	80.670	401.207	-462.295	48.824	397.605
591.605	80.662	401.217	-462.309	48.836	397.615
591.613	80.664	401.206	-462.318	48.843	397.606
591.613	80.664	401.206	-462.334	48.853	397.571
591.623	80.671	401.198	-462.341	48.848	397.608
591.623	80.671	401.198	-462.350	48.842	397.599
591.638	80.664	401.206	-462.364	48.853	397.610
591.638	80.670	401.207	-462.374	48.854	397.602
591.646	80.679	401.196	-462.386	48.859	397.611
591.637	80.677	401.205	-462.393	48.862	397.585
591.650	80.684	401.211	-462.406	48.873	397.593
591.656	80.688	401.228	-462.419	48.857	397.605
591.652	80.683	401.213	-462.428	48.865	397.596
591.660	80.691	401.203	-462.442	48.856	397.607
591.659	80.698	401.202	-462.448	48.873	397.580
591.660	80.698	401.204	-462.451	48.856	397.599
591.663	80.703	401.216	-462.474	48.868	397.600
591.660	80.691	401.203	-462.484	48.876	397.592
591.659	80.698	401.202	-462.497	48.860	397.603
591.659	80.692	401.201	-462.497	48.853	397.604
591.659	80.692	401.201	-462.515	48.861	397.586
591.668	80.680	401.192	-462.515	48.848	397.587
591.668	80.680	401.192	-462.529	48.852	397.597
591.668	80.680	401.192	-462.532	48.836	397.616
591.668	80.680	401.192	-462.551	48.844	397.600
591.669	80.666	401.193	-462.550	48.837	397.599
591.669	80.666	401.193	-462.568	48.832	397.582
591.669	80.660	401.192	-462.583	48.822	397.595
591.669	80.660	401.192	-462.581	48.823	397.593
591.669	80.646	401.192	-462.591	48.823	397.585
591.678	80.648	401.183	-462.604	48.807	397.597
591.669	80.640	401.191	-462.600	48.810	397.577
591.678	80.641	401.182	-462.612	48.815	397.586
591.679	80.634	401.184	-462.622	48.802	397.580
591.680	80.621	401.184	-462.635	48.800	397.590
591.680	80.621	401.184	-462.638	48.791	397.608
591.689	80.622	401.175	-462.637	48.777	397.609
