NO_OF_FRAMES	2106
NO_OF_CAMERAS	2
NO_OF_MARKERS	6
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-09-23, 14:53:51.434	134712.76930030
DATA_INCLUDED	3D
MARKER_NAMES	New 0000	New 0001	New 0002	New 0003	New 0004	New 0005
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured
New 0000 X	New 0000 Y	New 0000 Z	New 0001 X	New 0001 Y	New 0001 Z	New 0002 X	New 0002 Y	New 0002 Z	New 0003 X	New 0003 Y	New 0003 Z	New 0004 X	New 0004 Y	New 0004 Z	New 0005 X	New 0005 Y	New 0005 Z	
259.884	311.721	-15.659	343.096	80.213	-14.164	233.305	281.985	-15.620	316.563	108.225	-14.461	216.048	313.832	-15.866	305.635	67.373	-14.383
259.883	311.728	-15.659	343.095	80.205	-14.164	233.302	282.017	-15.621	316.554	108.225	-14.476	216.034	313.870	-15.880	305.618	67.418	-14.382
259.864	311.721	-15.656	343.096	80.195	-14.133	233.293	282.019	-15.635	316.564	108.216	-14.461	216.044	313.872	-15.898	305.618	67.410	-14.381
259.867	311.719	-15.657	343.096	80.197	-14.164	233.292	282.013	-15.635	316.564	108.216	-14.461	216.036	313.869	-15.880	305.618	67.410	-14.381
259.865	311.728	-15.657	343.078	80.205	-14.164	233.303	282.009	-15.621	316.564	108.223	-14.461	216.036	313.868	-15.880	305.618	67.410	-14.381
259.867	311.726	-15.657	343.087	80.196	-14.148	233.294	282.011	-15.635	316.565	108.214	-14.460	216.043	313.865	-15.897	305.619	67.401	-14.381
259.875	311.721	-15.674	343.088	80.186	-14.148	233.303	282.009	-15.621	316.564	108.223	-14.461	216.036	313.853	-15.880	305.619	67.402	-14.381
259.886	311.717	-15.659	343.088	80.187	-14.148	233.304	282.000	-15.621	316.565	108.214	-14.460	216.034	313.874	-15.912	305.609	67.381	-14.396
259.867	311.726	-15.657	343.089	80.178	-14.147	233.286	282.008	-15.618	316.564	108.223	-14.461	216.036	313.853	-15.880	305.619	67.402	-14.381
259.877	311.720	-15.674	343.088	80.187	-14.148	233.296	281.994	-15.635	316.565	108.214	-14.460	216.039	313.851	-15.881	305.619	67.401	-14.381
259.879	311.707	-15.642	343.089	80.178	-14.147	233.306	281.998	-15.621	316.573	108.216	-14.476	216.037	313.860	-15.880	305.619	67.401	-14.381
259.887	311.709	-15.659	343.097	80.186	-14.132	233.298	281.988	-15.604	316.565	108.214	-14.460	216.037	313.859	-15.881	305.619	67.386	-14.381
259.876	311.713	-15.674	343.097	80.188	-14.164	233.295	282.002	-15.635	316.564	108.207	-14.460	216.036	313.846	-15.880	305.619	67.393	-14.381
259.877	311.719	-15.674	343.088	80.187	-14.148	233.304	282.000	-15.621	316.574	108.198	-14.445	216.035	313.862	-15.880	305.619	67.393	-14.381
259.867	311.719	-15.657	343.098	80.177	-14.132	233.295	282.002	-15.635	316.565	108.199	-14.460	216.036	313.868	-15.880	305.619	67.402	-14.381
259.879	311.707	-15.642	343.097	80.186	-14.132	233.303	282.009	-15.621	316.564	108.207	-14.460	216.038	313.844	-15.880	305.619	67.401	-14.381
259.878	311.715	-15.642	343.089	80.178	-14.147	233.303	281.993	-15.620	316.564	108.207	-14.460	216.036	313.853	-15.880	305.628	67.392	-14.366
259.867	311.719	-15.657	343.097	80.188	-14.164	233.303	281.993	-15.620	316.564	108.216	-14.461	216.036	313.853	-15.880	305.627	67.359	-14.398
259.875	311.721	-15.674	343.097	80.179	-14.133	233.293	282.004	-15.635	316.564	108.201	-14.460	216.036	313.846	-15.880	305.619	67.394	-14.381
259.875	311.721	-15.674	343.097	80.188	-14.164	233.301	281.995	-15.620	316.573	108.202	-14.477	216.043	313.864	-15.897	305.626	67.368	-14.398
259.866	311.712	-15.656	343.096	80.197	-14.164	233.302	282.002	-15.620	316.554	108.203	-14.476	216.025	313.857	-15.894	305.626	67.367	-14.398
259.874	311.713	-15.674	343.105	80.196	-14.149	233.292	281.997	-15.635	316.563	108.202	-14.461	216.034	313.867	-15.912	305.618	67.367	-14.382
259.875	311.707	-15.673	343.106	80.188	-14.148	233.292	282.013	-15.635	316.563	108.202	-14.461	216.046	313.848	-15.897	305.625	67.369	-14.399
259.864	311.733	-15.688	343.096	80.190	-14.164	233.300	282.004	-15.620	316.563	108.195	-14.461	216.026	313.864	-15.894	305.626	67.367	-14.398
259.875	311.722	-15.673	343.105	80.196	-14.149	233.301	281.988	-15.620	316.563	108.195	-14.461	216.033	313.859	-15.911	305.626	67.360	-14.398
259.873	311.708	-15.673	343.096	80.190	-14.164	233.291	282.006	-15.635	316.553	108.205	-14.476	216.032	313.875	-15.912	305.625	67.369	-14.399
259.873	311.723	-15.673	343.095	80.199	-14.165	233.290	281.999	-15.634	316.563	108.195	-14.461	216.033	313.859	-15.911	305.616	67.369	-14.414
259.865	311.705	-15.656	343.095	80.199	-14.164	233.291	282.006	-15.635	316.552	108.198	-14.476	216.030	313.878	-15.911	305.608	67.368	-14.397
259.864	311.721	-15.656	343.096	80.191	-14.164	233.291	281.991	-15.634	316.553	108.189	-14.476	216.032	313.852	-15.911	305.625	67.362	-14.399
259.863	311.726	-15.688	343.096	80.190	-14.164	233.281	282.008	-15.649	316.562	108.204	-14.461	216.034	313.867	-15.912	305.616	67.370	-14.414
259.872	311.717	-15.673	343.096	80.196	-14.164	233.292	281.997	-15.635	316.563	108.195	-14.461	216.033	313.859	-15.911	305.616	67.362	-14.414
259.873	311.724	-15.673	343.088	80.181	-14.148	233.281	282.008	-15.649	316.553	108.212	-14.476	216.041	313.850	-15.897	305.616	67.369	-14.414
259.873	311.730	-15.674	343.087	80.197	-14.179	233.292	281.997	-15.635	316.554	108.196	-14.476	216.034	313.866	-15.912	305.616	67.362	-14.414
