NO_OF_FRAMES	2175
NO_OF_CAMERAS	2
NO_OF_MARKERS	6
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-09-23, 14:43:00.425	134061.76231050
DATA_INCLUDED	3D
MARKER_NAMES	New 0000	New 0001	New 0002	New 0003	New 0004	New 0005
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured
New 0000 X	New 0000 Y	New 0000 Z	New 0001 X	New 0001 Y	New 0001 Z	New 0002 X	New 0002 Y	New 0002 Z	New 0003 X	New 0003 Y	New 0003 Z	New 0004 X	New 0004 Y	New 0004 Z	New 0005 X	New 0005 Y	New 0005 Z	
156.970	251.126	-16.120	279.638	92.955	-14.726	311.747	65.572	-14.354	275.094	53.546	-14.645	200.626	244.287	-15.691	186.470	277.583	-15.933
156.977	251.138	-16.137	279.637	92.963	-14.726	311.738	65.578	-14.369	275.094	53.562	-14.645	200.609	244.279	-15.702	186.448	277.618	-15.930
156.976	251.147	-16.137	279.646	92.964	-14.743	311.738	65.572	-14.369	275.093	53.555	-14.645	200.609	244.279	-15.702	186.456	277.621	-15.947
156.961	251.200	-16.151	279.628	92.970	-14.741	311.747	65.580	-14.354	275.093	53.555	-14.645	200.599	244.295	-15.717	186.457	277.612	-15.947
156.975	251.139	-16.137	279.628	92.964	-14.741	311.729	65.580	-14.353	275.091	53.589	-14.678	200.603	244.327	-15.719	186.456	277.621	-15.947
156.959	251.152	-16.134	279.646	92.971	-14.743	311.738	65.587	-14.369	275.092	53.588	-14.646	200.598	244.289	-15.717	186.446	277.623	-15.961
156.964	251.173	-16.151	279.628	92.979	-14.741	311.729	65.589	-14.353	275.092	53.588	-14.646	200.600	244.302	-15.718	186.456	277.621	-15.947
156.961	251.200	-16.151	279.628	92.964	-14.741	311.729	65.589	-14.353	275.092	53.581	-14.646	200.607	244.303	-15.703	186.456	277.621	-15.947
156.964	251.166	-16.151	279.636	92.980	-14.758	311.746	65.590	-14.355	275.092	53.588	-14.646	200.609	244.339	-15.737	186.437	277.645	-15.944
156.965	251.157	-16.151	279.637	92.978	-14.726	311.737	65.596	-14.370	275.082	53.604	-14.661	200.613	244.332	-15.705	186.455	277.637	-15.947
