NO_OF_FRAMES	2054
NO_OF_CAMERAS	2
NO_OF_MARKERS	6
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-09-23, 14:58:08.916	134970.25062230
DATA_INCLUDED	3D
MARKER_NAMES	New 0000	New 0001	New 0002	New 0003	New 0004	New 0005
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured
New 0000 X	New 0000 Y	New 0000 Z	New 0001 X	New 0001 Y	New 0001 Z	New 0002 X	New 0002 Y	New 0002 Z	New 0003 X	New 0003 Y	New 0003 Z	New 0004 X	New 0004 Y	New 0004 Z	New 0005 X	New 0005 Y	New 0005 Z	
368.740	-27.212	-13.738	313.935	245.462	-14.886	384.661	11.720	-13.668	346.522	3.656	-13.747	286.405	274.254	-15.321	281.265	230.265	-14.979
368.722	-27.196	-13.770	313.926	245.464	-14.901	384.661	11.730	-13.699	346.495	3.670	-13.761	286.403	274.304	-15.354	281.223	230.320	-15.008
368.713	-27.182	-13.785	313.907	245.450	-14.900	384.661	11.729	-13.699	346.495	3.669	-13.761	286.401	274.323	-15.354	281.206	230.326	-15.007
368.713	-27.188	-13.785	313.890	245.441	-14.899	384.660	11.738	-13.700	346.495	3.670	-13.761	286.402	274.329	-15.354	281.180	230.339	-14.989
368.721	-27.174	-13.770	313.880	245.451	-14.914	384.660	11.737	-13.700	346.477	3.670	-13.792	286.403	274.304	-15.354	281.151	230.350	-15.002
368.713	-27.182	-13.785	313.862	245.444	-14.913	384.652	11.745	-13.715	346.486	3.677	-13.776	286.401	274.337	-15.355	281.133	230.350	-15.000
368.713	-27.183	-13.785	313.847	245.426	-14.911	384.651	11.738	-13.716	346.486	3.679	-13.777	286.391	274.355	-15.370	281.109	230.345	-14.982
368.722	-27.182	-13.769	313.827	245.428	-14.910	384.652	11.729	-13.684	346.486	3.679	-13.777	286.400	274.354	-15.355	281.081	230.370	-14.996
368.721	-27.167	-13.770	313.829	245.410	-14.910	384.660	11.745	-13.700	346.486	3.677	-13.776	286.391	274.355	-15.370	281.064	230.369	-14.994
368.730	-27.161	-13.784	313.811	245.403	-14.908	384.652	11.745	-13.715	346.486	3.677	-13.776	286.393	274.353	-15.370	281.046	230.384	-14.993
368.713	-27.188	-13.785	313.795	245.394	-14.907	384.661	11.737	-13.699	346.495	3.684	-13.792	286.401	274.360	-15.355	281.019	230.385	-15.006
