NO_OF_FRAMES	1999
NO_OF_CAMERAS	2
NO_OF_MARKERS	6
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-09-23, 14:41:41.630	133982.96788730
DATA_INCLUDED	3D
MARKER_NAMES	New 0000	New 0001	New 0002	New 0003	New 0004	New 0005
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured
New 0000 X	New 0000 Y	New 0000 Z	New 0001 X	New 0001 Y	New 0001 Z	New 0002 X	New 0002 Y	New 0002 Z	New 0003 X	New 0003 Y	New 0003 Z	New 0004 X	New 0004 Y	New 0004 Z	New 0005 X	New 0005 Y	New 0005 Z	
282.946	-15.208	-14.354	289.371	26.365	-14.381	266.708	285.821	-15.335	253.658	9.411	-14.779	272.045	250.012	-15.183	307.152	268.583	-15.004
282.954	-15.191	-14.372	289.363	26.386	-14.364	266.696	285.834	-15.350	253.657	9.436	-14.779	272.040	250.042	-15.215	307.149	268.615	-15.005
282.954	-15.184	-14.372	289.363	26.394	-14.365	266.698	285.832	-15.350	253.657	9.436	-14.779	272.038	250.059	-15.215	307.142	268.609	-15.019
282.944	-15.184	-14.386	289.354	26.402	-14.380	266.694	285.858	-15.350	253.657	9.436	-14.779	272.031	250.063	-15.199	307.150	268.623	-15.005
282.954	-15.184	-14.372	289.363	26.401	-14.365	266.685	285.860	-15.365	253.657	9.436	-14.779	272.039	250.066	-15.216	307.139	268.627	-15.020
282.944	-15.191	-14.387	289.363	26.401	-14.365	266.686	285.851	-15.365	253.657	9.444	-14.780	272.039	250.066	-15.216	307.149	268.615	-15.005
282.954	-15.191	-14.372	289.363	26.401	-14.365	266.697	285.840	-15.350	253.657	9.444	-14.780	272.031	250.063	-15.199	307.149	268.615	-15.005
282.944	-15.184	-14.386	289.363	26.401	-14.365	266.701	285.875	-15.351	253.665	9.445	-14.797	272.031	250.063	-15.199	307.151	268.615	-15.004
282.944	-15.184	-14.386	289.363	26.401	-14.365	266.696	285.849	-15.350	253.657	9.436	-14.779	272.031	250.063	-15.199	307.142	268.620	-14.988
282.954	-15.184	-14.372	289.363	26.393	-14.364	266.703	285.869	-15.367	253.657	9.444	-14.780	272.038	250.074	-15.216	307.152	268.622	-15.004
282.962	-15.177	-14.388	289.363	26.401	-14.365	266.697	285.840	-15.350	253.657	9.436	-14.779	272.039	250.066	-15.216	307.151	268.613	-15.005
282.954	-15.177	-14.372	289.363	26.393	-14.364	266.697	285.901	-15.351	253.657	9.436	-14.779	272.022	250.065	-15.214	307.154	268.658	-15.005
282.954	-15.177	-14.372	289.363	26.401	-14.365	266.696	285.851	-15.350	253.657	9.436	-14.779	272.031	250.063	-15.199	307.150	268.623	-15.004
282.962	-15.184	-14.388	289.363	26.401	-14.365	266.700	285.884	-15.351	253.657	9.444	-14.780	272.031	250.063	-15.199	307.150	268.623	-15.005
282.954	-15.177	-14.372	289.363	26.408	-14.365	266.706	285.854	-15.335	253.657	9.436	-14.779	272.050	250.047	-15.201	307.151	268.614	-15.004
282.954	-15.184	-14.372	289.363	26.401	-14.365	266.709	285.882	-15.336	253.657	9.444	-14.780	272.040	250.061	-15.184	307.163	268.661	-15.021
282.954	-15.184	-14.372	289.372	26.401	-14.350	266.699	285.892	-15.351	253.657	9.436	-14.779	272.039	250.066	-15.216	307.151	268.629	-15.005
282.954	-15.184	-14.372	289.363	26.408	-14.365	266.693	285.867	-15.350	253.657	9.444	-14.780	272.041	250.049	-15.215	307.149	268.615	-15.005
282.954	-15.191	-14.372	289.363	26.401	-14.365	266.696	285.850	-15.350	253.657	9.436	-14.779	272.038	250.074	-15.216	307.150	268.623	-15.005
282.962	-15.175	-14.389	289.363	26.401	-14.365	266.694	285.858	-15.350	253.657	9.436	-14.779	272.039	250.066	-15.216	307.149	268.615	-15.005
282.954	-15.191	-14.372	289.362	26.403	-14.365	266.692	285.876	-15.350	253.657	9.438	-14.780	272.037	250.067	-15.216	307.148	268.623	-15.005
282.953	-15.183	-14.372	289.362	26.410	-14.365	266.692	285.875	-15.350	253.657	9.453	-14.780	272.031	250.063	-15.199	307.149	268.614	-15.005
282.954	-15.191	-14.372	289.362	26.403	-14.365	266.694	285.858	-15.350	253.657	9.444	-14.780	272.029	250.065	-15.199	307.148	268.616	-15.005
282.953	-15.189	-14.373	289.362	26.403	-14.365	266.701	285.875	-15.335	253.657	9.438	-14.780	272.029	250.065	-15.199	307.148	268.617	-15.005
282.953	-15.189	-14.373	289.370	26.385	-14.383	266.692	285.860	-15.350	253.656	9.447	-14.780	272.027	250.066	-15.199	307.148	268.624	-15.005
282.944	-15.189	-14.387	289.362	26.411	-14.366	266.690	285.877	-15.350	253.657	9.454	-14.780	272.046	250.065	-15.201	307.146	268.641	-15.005
282.953	-15.181	-14.373	289.362	26.411	-14.366	266.691	285.885	-15.350	253.657	9.453	-14.780	272.027	250.066	-15.199	307.146	268.618	-15.005
282.953	-15.196	-14.373	289.362	26.411	-14.366	266.692	285.860	-15.350	253.656	9.441	-14.781	272.028	250.073	-15.199	307.137	268.615	-14.989
282.953	-15.189	-14.373	289.352	26.405	-14.381	266.694	285.851	-15.350	253.656	9.447	-14.780	272.027	250.066	-15.199	307.146	268.618	-15.005
282.953	-15.196	-14.373	289.362	26.405	-14.366	266.692	285.860	-15.350	253.647	9.454	-14.795	272.027	250.066	-15.199	307.147	268.629	-15.006
282.953	-15.196	-14.373	289.371	26.404	-14.351	266.689	285.870	-15.350	253.657	9.453	-14.780	272.036	250.060	-15.215	307.147	268.632	-15.005
282.953	-15.196	-14.373	289.370	26.376	-14.383	266.689	285.870	-15.350	253.657	9.453	-14.780	272.035	250.069	-15.216	307.147	268.632	-15.005
282.954	-15.205	-14.372	289.362	26.405	-14.366	266.690	285.877	-15.350	253.657	9.438	-14.780	272.027	250.066	-15.199	307.146	268.618	-15.005
282.945	-15.197	-14.356	289.370	26.369	-14.383	266.694	285.851	-15.350	253.657	9.438	-14.780	272.036	250.060	-15.215	307.146	268.624	-15.005
282.945	-15.197	-14.356	289.353	26.403	-14.380	266.691	285.868	-15.350	253.657	9.438	-14.780	272.028	250.073	-15.199	307.148	268.616	-15.005
282.953	-15.196	-14.373	289.361	26.368	-14.397	266.693	285.845	-15.349	253.647	9.454	-14.795	272.036	250.060	-15.215	307.148	268.616	-15.005
282.944	-15.189	-14.387	289.353	26.396	-14.380	266.691	285.853	-15.350	253.648	9.438	-14.795	272.038	250.052	-15.215	307.138	268.594	-15.020
282.936	-15.197	-14.371	289.370	26.361	-14.382	266.695	285.843	-15.350	253.648	9.438	-14.795	272.029	250.049	-15.199	307.140	268.610	-15.020
282.954	-15.205	-14.372	289.361	26.368	-14.397	266.694	285.852	-15.350	253.648	9.429	-14.794	272.038	250.052	-15.215	307.140	268.606	-14.988
282.945	-15.205	-14.356	289.361	26.368	-14.397	266.695	285.842	-15.350	253.657	9.429	-14.780	272.038	250.052	-15.215	307.149	268.608	-15.005
282.944	-15.205	-14.387	289.363	26.379	-14.365	266.695	285.843	-15.350	253.648	9.429	-14.794	272.038	250.052	-15.215	307.149	268.607	-15.005
282.945	-15.212	-14.356	289.371	26.359	-14.382	266.696	285.833	-15.350	253.658	9.420	-14.779	272.038	250.052	-15.215	307.150	268.600	-15.004
282.954	-15.205	-14.372	289.363	26.387	-14.365	266.696	285.819	-15.349	253.657	9.429	-14.780	272.030	250.040	-15.199	307.150	268.600	-15.004
282.954	-15.205	-14.372	289.362	26.352	-14.397	266.694	285.836	-15.349	253.657	9.429	-14.780	272.028	250.053	-15.230	307.150	268.600	-15.004
282.945	-15.205	-14.356	289.371	26.359	-14.382	266.703	285.830	-15.366	253.657	9.423	-14.780	272.041	250.026	-15.215	307.149	268.594	-15.004
282.945	-15.212	-14.356	289.362	26.353	-14.397	266.701	285.851	-15.335	253.657	9.429	-14.780	272.037	250.045	-15.215	307.148	268.601	-15.004
282.945	-15.212	-14.356	289.370	26.361	-14.382	266.694	285.835	-15.350	253.657	9.423	-14.780	272.037	250.045	-15.215	307.149	268.608	-15.005
282.954	-15.205	-14.372	289.363	26.387	-14.365	266.694	285.836	-15.349	253.657	9.429	-14.780	272.038	250.052	-15.215	307.149	268.607	-15.005
282.945	-15.212	-14.356	289.370	26.361	-14.382	266.693	285.846	-15.349	253.657	9.429	-14.780	272.036	250.060	-15.216	307.148	268.600	-15.005
282.954	-15.212	-14.373	289.361	26.368	-14.397	266.711	285.836	-15.351	253.657	9.429	-14.780	272.029	250.042	-15.198	307.148	268.601	-15.004
282.954	-15.211	-14.373	289.362	26.380	-14.365	266.690	285.862	-15.350	253.657	9.429	-14.780	272.037	250.045	-15.215	307.148	268.602	-15.004
282.945	-15.203	-14.356	289.370	26.361	-14.382	266.694	285.835	-15.350	253.657	9.423	-14.780	272.038	250.040	-15.184	307.147	268.610	-15.005
282.954	-15.205	-14.372	289.362	26.381	-14.365	266.693	285.844	-15.350	253.657	9.432	-14.780	272.036	250.054	-15.215	307.147	268.610	-15.005
282.945	-15.203	-14.356	289.370	26.361	-14.382	266.690	285.862	-15.350	253.657	9.432	-14.780	272.036	250.053	-15.215	307.148	268.617	-15.005
282.954	-15.197	-14.342	289.370	26.354	-14.382	266.698	285.865	-15.366	253.666	9.430	-14.796	272.045	250.051	-15.201	307.147	268.608	-15.005
282.954	-15.205	-14.372	289.371	26.368	-14.382	266.694	285.836	-15.349	253.657	9.429	-14.780	272.027	250.051	-15.199	307.149	268.608	-15.005
282.953	-15.196	-14.373	289.370	26.361	-14.382	266.694	285.851	-15.350	253.657	9.432	-14.780	272.036	250.053	-15.215	307.139	268.603	-15.019
282.953	-15.196	-14.373	289.363	26.387	-14.365	266.693	285.844	-15.350	253.657	9.429	-14.780	272.041	250.026	-15.215	307.139	268.598	-14.988
282.953	-15.196	-14.373	289.363	26.387	-14.365	266.693	285.845	-15.349	253.657	9.429	-14.780	272.028	250.058	-15.199	307.149	268.608	-15.005
282.963	-15.198	-14.357	289.371	26.368	-14.382	266.695	285.843	-15.350	253.665	9.439	-14.797	272.037	250.067	-15.216	307.149	268.615	-15.005
282.954	-15.198	-14.372	289.363	26.394	-14.365	266.696	285.849	-15.350	253.657	9.436	-14.779	272.038	250.052	-15.215	307.149	268.606	-15.005
282.954	-15.191	-14.372	289.354	26.402	-14.380	266.695	285.843	-15.350	253.648	9.436	-14.794	272.038	250.059	-15.216	307.149	268.607	-15.005
282.954	-15.200	-14.371	289.363	26.386	-14.364	266.687	285.843	-15.365	253.657	9.436	-14.779	272.038	250.059	-15.215	307.151	268.608	-15.004
282.954	-15.191	-14.372	289.363	26.393	-14.364	266.697	285.841	-15.350	253.648	9.427	-14.794	272.030	250.056	-15.199	307.159	268.609	-15.021
282.962	-15.191	-14.389	289.355	26.384	-14.379	266.697	285.841	-15.350	253.658	9.420	-14.779	272.022	250.065	-15.214	307.143	268.608	-15.019
282.953	-15.184	-14.403	289.364	26.384	-14.364	266.698	285.832	-15.350	253.658	9.427	-14.779	272.038	250.059	-15.215	307.152	268.599	-15.004
282.962	-15.184	-14.388	289.364	26.376	-14.363	266.699	285.839	-15.350	253.658	9.427	-14.779	272.041	250.049	-15.215	307.147	268.637	-15.019
282.954	-15.193	-14.371	289.364	26.382	-14.363	266.710	285.885	-15.368	253.648	9.427	-14.794	272.023	250.063	-15.214	307.143	268.609	-15.019
282.954	-15.201	-14.371	289.364	26.391	-14.364	266.711	285.877	-15.368	253.657	9.427	-14.810	272.042	250.040	-15.215	307.157	268.642	-15.004
282.954	-15.193	-14.371	289.374	26.374	-14.348	266.703	285.873	-15.351	253.658	9.427	-14.779	272.023	250.057	-15.214	307.153	268.607	-15.004
282.954	-15.186	-14.371	289.374	26.382	-14.348	266.710	285.885	-15.368	253.658	9.418	-14.779	272.033	250.062	-15.199	307.143	268.608	-15.019
282.972	-15.186	-14.373	289.364	26.382	-14.363	266.709	285.894	-15.368	253.666	9.434	-14.796	272.041	250.064	-15.216	307.148	268.650	-15.020
282.954	-15.195	-14.371	289.364	26.382	-14.363	266.708	285.902	-15.368	253.658	9.418	-14.779	272.043	250.047	-15.215	307.143	268.607	-15.019
282.954	-15.186	-14.371	289.374	26.374	-14.348	266.716	285.841	-15.368	253.658	9.418	-14.779	272.040	250.073	-15.216	307.157	268.642	-15.004
282.954	-15.177	-14.372	289.374	26.382	-14.348	266.698	285.908	-15.351	253.658	9.427	-14.779	272.033	250.062	-15.199	307.155	268.650	-15.005
282.954	-15.186	-14.371	289.364	26.391	-14.364	266.715	285.850	-15.368	253.666	9.434	-14.796	272.044	250.043	-15.184	307.157	268.650	-15.004
282.963	-15.186	-14.356	289.374	26.382	-14.348	266.706	285.847	-15.351	253.667	9.433	-14.764	272.042	250.056	-15.215	307.153	268.607	-15.004
282.954	-15.193	-14.371	289.364	26.384	-14.364	266.702	285.882	-15.351	253.658	9.427	-14.779	272.041	250.064	-15.216	307.153	268.614	-15.004
282.963	-15.179	-14.356	289.363	26.393	-14.364	266.699	285.839	-15.350	253.668	9.418	-14.764	272.040	250.057	-15.215	307.152	268.621	-15.004
282.963	-15.186	-14.356	289.364	26.384	-14.364	266.715	285.850	-15.368	253.658	9.418	-14.779	272.041	250.064	-15.216	307.153	268.607	-15.004
282.954	-15.193	-14.371	289.373	26.391	-14.349	266.715	285.850	-15.368	253.658	9.418	-14.779	272.040	250.057	-15.215	307.145	268.600	-15.019
282.972	-15.186	-14.373	289.374	26.367	-14.348	266.714	285.843	-15.367	253.658	9.418	-14.779	272.040	250.057	-15.215	307.157	268.641	-15.005
282.954	-15.193	-14.371	289.373	26.375	-14.349	266.703	285.797	-15.349	253.676	9.418	-14.781	272.051	250.038	-15.200	307.144	268.603	-14.988
282.954	-15.186	-14.371	289.374	26.367	-14.348	266.698	285.832	-15.350	253.668	9.418	-14.764	272.032	250.055	-15.199	307.157	268.641	-15.005
282.954	-15.201	-14.371	289.374	26.366	-14.348	266.702	285.812	-15.350	253.658	9.418	-14.779	272.031	250.059	-15.230	307.143	268.600	-15.019
282.954	-15.193	-14.371	289.374	26.360	-14.348	266.704	285.845	-15.382	253.658	9.418	-14.779	272.041	250.033	-15.215	307.143	268.608	-15.019
282.954	-15.200	-14.371	289.364	26.369	-14.364	266.703	285.797	-15.349	253.658	9.418	-14.779	272.033	250.046	-15.199	307.153	268.592	-15.004
