NO_OF_FRAMES	2034
NO_OF_CAMERAS	2
NO_OF_MARKERS	6
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-09-23, 14:35:51.409	133632.74807630
DATA_INCLUDED	3D
MARKER_NAMES	New 0000	New 0001	New 0002	New 0003	New 0004	New 0005
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured
New 0000 X	New 0000 Y	New 0000 Z	New 0001 X	New 0001 Y	New 0001 Z	New 0002 X	New 0002 Y	New 0002 Z	New 0003 X	New 0003 Y	New 0003 Z	New 0004 X	New 0004 Y	New 0004 Z	New 0005 X	New 0005 Y	New 0005 Z	
326.938	33.570	-14.082	288.628	43.412	-14.487	214.579	217.337	-15.442	295.437	5.650	-14.420	215.065	173.304	-15.363	184.180	198.257	-15.668
326.929	33.578	-14.097	288.635	43.430	-14.504	214.569	217.339	-15.456	295.437	5.643	-14.420	215.055	173.314	-15.377	184.168	198.250	-15.681
326.929	33.587	-14.098	288.626	43.431	-14.519	214.552	217.323	-15.453	295.428	5.658	-14.404	215.055	173.298	-15.377	184.170	198.210	-15.680
326.929	33.578	-14.097	288.627	43.429	-14.488	214.553	217.307	-15.453	295.436	5.652	-14.421	215.056	173.274	-15.376	184.168	198.198	-15.679
326.929	33.571	-14.097	288.626	43.422	-14.519	214.555	217.290	-15.453	295.436	5.652	-14.421	215.066	173.258	-15.362	184.157	198.160	-15.692
326.928	33.580	-14.098	288.618	43.427	-14.502	214.548	217.279	-15.435	295.437	5.643	-14.420	215.070	173.207	-15.361	184.158	198.136	-15.691
326.930	33.569	-14.097	288.626	43.431	-14.519	214.538	217.258	-15.449	295.437	5.643	-14.420	215.077	173.202	-15.378	184.160	198.117	-15.691
326.929	33.571	-14.097	288.626	43.422	-14.519	214.534	217.236	-15.432	295.428	5.650	-14.404	215.068	173.203	-15.392	184.151	198.109	-15.706
326.929	33.571	-14.097	288.636	43.428	-14.504	214.532	217.238	-15.432	295.428	5.650	-14.404	215.077	173.165	-15.377	184.152	198.078	-15.705
326.929	33.571	-14.097	288.626	43.422	-14.519	214.533	217.214	-15.431	295.428	5.658	-14.404	215.086	173.136	-15.394	184.154	198.065	-15.705
326.929	33.578	-14.097	288.618	43.421	-14.502	214.526	217.198	-15.445	295.428	5.643	-14.404	215.094	173.122	-15.379	184.146	198.027	-15.719
326.920	33.594	-14.082	288.618	43.421	-14.502	214.518	217.180	-15.428	295.436	5.658	-14.421	215.095	173.098	-15.379	184.139	198.009	-15.701
326.920	33.572	-14.112	288.627	43.421	-14.487	214.500	217.174	-15.456	295.437	5.650	-14.420	215.086	173.077	-15.392	184.140	197.984	-15.701
326.919	33.580	-14.113	288.618	43.421	-14.502	214.500	217.159	-15.456	295.428	5.643	-14.404	215.102	173.071	-15.395	184.131	197.976	-15.715
326.929	33.571	-14.097	288.617	43.424	-14.503	214.483	217.143	-15.453	295.428	5.658	-14.404	215.112	173.055	-15.380	184.142	197.950	-15.700
326.929	33.572	-14.097	288.617	43.423	-14.503	214.483	217.143	-15.453	295.428	5.658	-14.404	215.104	173.024	-15.363	184.135	197.932	-15.714
326.920	33.585	-14.081	288.617	43.423	-14.503	214.468	217.124	-15.450	295.428	5.651	-14.404	215.104	172.993	-15.362	184.135	197.902	-15.714
326.920	33.578	-14.082	288.608	43.438	-14.486	214.457	217.112	-15.464	295.428	5.650	-14.404	215.113	172.980	-15.379	184.144	197.852	-15.698
326.911	33.579	-14.097	288.609	43.423	-14.486	214.459	217.095	-15.463	295.428	5.643	-14.404	215.114	172.956	-15.378	184.134	197.833	-15.711
326.920	33.577	-14.081	288.617	43.439	-14.503	214.442	217.079	-15.460	295.428	5.658	-14.404	215.131	172.956	-15.381	184.136	197.798	-15.711
326.911	33.579	-14.097	288.609	43.423	-14.486	214.442	217.079	-15.460	295.428	5.651	-14.404	215.132	172.926	-15.381	184.137	197.768	-15.710
326.910	33.594	-14.097	288.608	43.431	-14.487	214.432	217.051	-15.474	295.428	5.658	-14.404	215.133	172.917	-15.380	184.137	197.737	-15.709
326.919	33.594	-14.082	288.609	43.429	-14.486	214.422	217.031	-15.487	295.419	5.658	-14.419	215.141	172.902	-15.366	184.130	197.704	-15.691
326.919	33.594	-14.082	288.608	43.447	-14.487	214.421	217.009	-15.487	295.419	5.651	-14.419	215.132	172.895	-15.380	184.120	197.684	-15.704
326.911	33.585	-14.097	288.608	43.438	-14.486	214.421	216.971	-15.486	295.428	5.658	-14.404	215.151	172.865	-15.382	184.135	197.620	-15.690
326.919	33.593	-14.082	288.608	43.438	-14.486	214.403	216.964	-15.483	295.428	5.667	-14.405	215.151	172.865	-15.382	184.127	197.582	-15.672
326.919	33.593	-14.082	288.608	43.438	-14.486	214.393	216.943	-15.496	295.428	5.658	-14.404	215.160	172.842	-15.367	184.136	197.575	-15.689
326.919	33.586	-14.082	288.608	43.447	-14.487	214.384	216.929	-15.510	295.418	5.667	-14.419	215.159	172.829	-15.399	184.127	197.561	-15.703
326.919	33.594	-14.082	288.608	43.438	-14.486	214.376	216.905	-15.493	295.428	5.667	-14.405	215.169	172.819	-15.384	184.120	197.528	-15.685
326.910	33.594	-14.097	288.607	43.448	-14.518	214.376	216.883	-15.492	295.419	5.666	-14.388	215.170	172.795	-15.384	184.118	197.516	-15.684
326.910	33.593	-14.097	288.599	43.438	-14.501	214.366	216.862	-15.506	295.410	5.666	-14.403	215.178	172.791	-15.401	184.109	197.487	-15.697
326.910	33.594	-14.097	288.608	43.439	-14.518	214.360	216.805	-15.487	295.428	5.658	-14.404	215.188	172.759	-15.386	184.110	197.471	-15.697
326.911	33.592	-14.096	288.608	43.438	-14.486	214.361	216.781	-15.487	295.418	5.667	-14.419	215.178	172.753	-15.400	184.103	197.438	-15.679
326.911	33.601	-14.097	288.608	43.439	-14.518	214.351	216.760	-15.501	295.418	5.667	-14.419	215.186	172.740	-15.417	184.093	197.418	-15.692
326.910	33.602	-14.097	288.599	43.447	-14.502	214.333	216.746	-15.497	295.419	5.658	-14.419	215.195	172.718	-15.434	184.083	197.398	-15.705
326.901	33.595	-14.112	288.599	43.447	-14.502	214.332	216.724	-15.497	295.418	5.667	-14.419	215.194	172.711	-15.433	184.082	197.392	-15.705
