c_a_x,c_a_y,ang_a,c_b_x,c_b_y,ang_b
0.328678672013923,0.254830548688940,2.30458995245886,0.368938820253799,-0.0100097759747117,1.62174108674987
0.328667005309302,0.254848591104393,2.30457310380186,0.368932002338419,-0.00998146735030898,1.62225577166884
0.328663095135973,0.254842181978282,2.30449129631236,0.368938913540731,-0.00997943292239134,1.62221114445836
0.328678768852334,0.254841215244517,2.30473300133104,0.368919872420223,-0.00999526888655032,1.62131289451161
0.328664611890761,0.254841931986266,2.30433491664309,0.368936229240402,-0.00998293853179166,1.62208549170676
0.328670859196150,0.254850988299880,2.30476425134559,0.368927319388606,-0.00998985142536904,1.62166305827036
0.328674128570070,0.254839237168702,2.30495813370711,0.368926002730531,-0.00998479466706507,1.62162322945917
0.328665832146874,0.254835063495412,2.30455248318915,0.368920357456572,-0.0100004662751291,1.62096950455842
0.328676316664163,0.254833121768341,2.30474461609018,0.368929236709793,-0.0100018746691754,1.62138996317970
0.328674653648070,0.254847031325425,2.30520447982736,0.368929997822384,-0.00998653929159275,1.62178927277820
0.328671924802634,0.254841104442365,2.30494785569393,0.368928476662567,-0.00998674685486071,1.62173867642368
0.328673394110327,0.254839134285318,2.30517051083371,0.368927051513977,-0.00999610886449241,1.62167648746857
0.328672388080775,0.254835260023365,2.30525380127383,0.368928904139101,-0.00999724824089722,1.62175379313092
0.328663013030241,0.254834041718696,2.30446226910183,0.368921030587998,-0.00999442729546819,1.62142077889069
0.328663930767611,0.254829295844193,2.30450497061625,0.368929914245275,-0.00999988962717504,1.62179149760695
0.328667451694326,0.254835329528406,2.30484396643781,0.368923507057586,-0.00998349837869380,1.62194490190710
0.328662316212306,0.254829781346460,2.30428942362840,0.368919160188594,-0.00999327723512138,1.62134270227205
0.328663842824586,0.254829239328461,2.30500955346038,0.368914429952205,-0.00998892426054496,1.62151650280128
0.328663531946389,0.254831708249477,2.30483802642003,0.368918409154647,-0.00999821631175827,1.62166173834183
0.328659510003455,0.254826397921023,2.30456432035429,0.368917476452775,-0.0100038894105798,1.62199682584961
0.328668158965754,0.254825069307384,2.30491321365526,0.368908189501710,-0.0100119993784526,1.62121096316815
0.328660261223636,0.254822494014326,2.30470243006949,0.368912813348863,-0.0100118713712438,1.62141045032215
0.328670885640155,0.254832631251447,2.30533048836301,0.368908304551512,-0.0100057882263513,1.62122725185275
0.328663895755910,0.254820496600406,2.30495817524336,0.368916554425047,-0.0100128183878266,1.62152865792053
0.328664969686345,0.254818744355215,2.30494205897141,0.368914079208452,-0.0100247777680122,1.62143084187219
0.328662545278217,0.254820570825735,2.30425889109871,0.368910245961246,-0.0100240783862930,1.62126718809787
0.328670214554394,0.254812830726325,2.30439279433578,0.368912374108946,-0.0100237322901881,1.62135746798435
0.328664413804905,0.254816881178725,2.30486478744705,0.368918503600645,-0.0100218109737843,1.62160826643730
0.328666869160697,0.254817418270770,2.30453204717082,0.368918294089038,-0.0100189477652204,1.62160551336395
0.328670497331367,0.254815964050460,2.30480316510620,0.368923758972025,-0.0100176188174033,1.62146048016286
0.328667679282406,0.254816214284115,2.30452329348261,0.368917233861256,-0.0100248897871540,1.62156871935905
0.328664123517852,0.254824878914667,2.30465861039735,0.368921590142815,-0.0100297237138117,1.62135589321846
0.328677050614719,0.254822822689769,2.30521418925066,0.368917960460042,-0.0100131047640622,1.62122043463716
0.328662588663466,0.254832631707827,2.30420158770301,0.368923017986415,-0.0100133232173028,1.62146136185929
0.328674536511195,0.254831722256467,2.30495323205465,0.368919669160394,-0.0100160142767703,1.62131558322888
