c_a_x,c_a_y,ang_a,c_b_x,c_b_y,ang_b
0.334784962912102,0.0471231722275379,4.75000556490414,0.295794016813286,0.192012385056681,4.74612998503523
0.334776449375718,0.0471320323807862,4.74998315473005,0.295756204405146,0.191986857816140,4.74703573529283
0.334782085430166,0.0471377751028836,4.74974174216420,0.295750364986291,0.191972345056008,4.74611946348464
0.334782766828994,0.0471386345007752,4.75008663808230,0.295735941869073,0.191935370231837,4.74636198221713
0.334781786415156,0.0471460803490415,4.74971258271623,0.295729593669900,0.191910589926850,4.74511398951862
0.334778367334604,0.0471419469529738,4.75028427512650,0.295714611361245,0.191871588619393,4.74493351895183
0.334784241300160,0.0471423849699121,4.74963958490449,0.295701964154503,0.191853557489245,4.74439767548714
0.334780442518056,0.0471544609449051,4.75015878784490,0.295696220000710,0.191841457850028,4.74349163867545
0.334782888906253,0.0471489027806170,4.74966041105046,0.295679008918885,0.191810911876405,4.74314824069379
0.334779104253266,0.0471574613444279,4.74982135846603,0.295670537724828,0.191776660990987,4.74278601706953
0.334783254728349,0.0471609195633923,4.74999662102585,0.295650898062475,0.191752186468904,4.74217171871310
0.334777851470187,0.0471625275885063,4.75026896329190,0.295646474189292,0.191723336466414,4.74162923935403
0.334776183218704,0.0471628222764308,4.74995017546415,0.295626239700742,0.191702687084214,4.74133912438204
0.334785038683482,0.0471582267176561,4.74995413842429,0.295617551403312,0.191670182821976,4.74063888383348
0.334782213121871,0.0471613922682792,4.75008241708557,0.295593148708636,0.191648033367252,4.74057671011587
0.334786480812946,0.0471575359266269,4.74988973228091,0.295595470104603,0.191623433811407,4.74016989539444
0.334786260920373,0.0471576264786022,4.74989908203286,0.295577263790687,0.191590981085426,4.73988544427025
0.334788216070938,0.0471517796493046,4.74946729594667,0.295567777998864,0.191572521364633,4.73998771358626
0.334791208351703,0.0471516844842922,4.74969499421096,0.295552730605392,0.191550175058734,4.73913947534117
0.334798452265558,0.0471504780390690,4.74980306777642,0.295541547957015,0.191523742425835,4.73881193339221
0.334794614873364,0.0471531261171914,4.74954552129100,0.295529796711744,0.191494075681680,4.73858556292252
