v_rel1,v_rel2,e
1.4651146209086061,1.5199383211169977,0.5406185197800595
1.2845257260606022,1.3430306446615188,0.5844311215847693
1.6673996441082182,1.7581084473092048,0.5080002619444094
1.484908968137334,1.5587469526834865,0.5628624630165546
1.8708103226014812,1.9893025159588014,0.5206880166739642
1.3274932413117575,1.393708586828687,0.5496748621682989
1.116158574609165,1.1770540822324216,0.5888072552905984
1.4905341665500171,1.553600515737555,0.5379238073262157
1.3060644675682918,1.3681126826763952,0.5525144048960284
1.5745789094462443,1.633639265566295,0.529473967327494
1.6208041709114511,1.6920275743911493,0.5079149077252256
0.3837015607962613,0.39657092682141737,0.8365034991506896
0.17891517626570594,0.19006577808748137,0.8502190282918527
0.20809884749109353,0.21799999999999944,0.8467891265828651
0.26771299344885596,0.282288084233112,0.8516193355593639
0.35124951968532697,0.35954206986108955,0.8292755407935187
0.30948790460380265,0.330486478543366,0.8379993772250315
2.9991032965243267,3.636455863887252,0.35059757912068445
2.7971839945967325,2.9491370453913923,0.4027620361306334
0.6408637784856566,0.7138294614261882,0.7595854250156601
1.2392708861519808,1.3117465694637747,0.525729053948234
1.7250488414188256,1.817477407012278,0.429674273660525
1.1982471036965403,1.2710736111649976,0.6058437144077734
0.88287785911955,0.9264106136050074,0.6623244970867204
0.9709805932350386,1.010757914883679,0.6605406886384506
0.6228796318841233,0.6490738112880513,0.7473347866058178
1.153058573337616,1.2359385603661628,0.5965210824230553
0.5132222828468842,0.5425404362810283,0.7613723482452531
0.40176286904203407,0.423792770702847,0.7946827624735019
0.4681387304916744,0.49559591654895563,0.7831218457116237
0.6114778099663681,0.645895502384111,0.7754649803434485
0.4127866276557103,0.42261832662581467,0.7833190938556348
0.6917739550015528,0.7203876126780651,0.7332672847108124
0.6570270894273911,0.7016603523073155,0.7639782296134433
0.8000733760838747,0.8409819409476057,0.7081636630674016
0.6294534897437735,0.6664420923831269,0.7349324737554943
0.5768509014100026,0.6002774879170498,0.7370041853593245
0.3958743103764594,0.4119036598526328,0.7901824773118489
0.282850651537663,0.2985880314078247,0.8290635125657211
0.30636609661660186,0.32506249399154546,0.830366430793698
0.22143668179992904,0.2288729177950102,0.8496100450385261
0.27121303957846427,0.2720004595584367,0.84283236250379
0.38356362107399056,0.3982653794896072,0.8224961123866197
0.8331551009292365,0.8737464234547679,0.706285169980203
0.6295192812691891,0.6642300994384376,0.7648357504235179
0.6754598482056217,0.7096134511126545,0.7256709627538955
0.917869100662922,0.954152929304315,0.6535295162867826
0.5845714590867587,0.5989078601922024,0.7620568144158665
0.3099441141092565,0.3157978981880659,0.8109165955610252
1.1702441266455257,1.2159546917957043,0.619803280544951
1.1576607856838779,1.2052582970052494,0.6223021774488117
1.0121708448190636,1.0535578413167435,0.6519303156875258
1.5561588619861715,1.6356100734893968,0.5566844402326505
