c_a_x,c_a_y,ang_a,c_b_x,c_b_y,ang_b
0.303770206513537,0.0339282184446460,4.57420146917490,0.225597819080894,0.207045846115440,5.21886983859550
0.303774794293433,0.0339302658018419,4.57434121580011,0.225538379906046,0.207011697871398,5.21898927632713
0.303774209765215,0.0339223747425324,4.57475027858365,0.225516617807913,0.206946404112109,5.21861641844575
0.303768494160382,0.0339218723759275,4.57461325830557,0.225476380847575,0.206895309425732,5.21891403768849
0.303772940435260,0.0339166245756878,4.57439274398341,0.225454464089526,0.206837740194809,5.21741471477079
0.303767061029690,0.0339231285623018,4.57505937191932,0.225398142097219,0.206787671831272,5.21796015586837
0.303772527611959,0.0339180158387441,4.57441857146234,0.225362683930481,0.206714497038524,5.21893236089475
0.303767338578617,0.0339142081216193,4.57461721833401,0.225308387288546,0.206644616005577,5.21949344253354
0.303773064746568,0.0339222165340495,4.57394104371155,0.225282474280864,0.206601377135867,5.21892579339608
0.303767384924029,0.0339196368633286,4.57464732046746,0.225227655000519,0.206538604564298,5.21937980573019
0.303766068458076,0.0339238300934035,4.57463240814083,0.225197754329489,0.206480105740630,5.21931993722344
0.303757543925972,0.0339370746104580,4.57464313041195,0.225152736711899,0.206432742460622,5.22026312264722
0.303765649858687,0.0339304850668636,4.57430605870562,0.225121100643128,0.206386593917257,5.21965837466756
0.303766385444293,0.0339362180571768,4.57426128829451,0.225083062928455,0.206331382655093,5.21914064168244
0.303763392427626,0.0339303861572982,4.57482779190143,0.225041170976259,0.206264016687645,5.22038222153632
0.303769793327899,0.0339335174293938,4.57457353074016,0.225009081051209,0.206209384955197,5.21980883348307
0.303767241589327,0.0339303322906459,4.57466344347890,0.224974966119488,0.206142737707465,5.21988895099628
0.303764869857538,0.0339315671303077,4.57472328494395,0.224929002803975,0.206084245093500,5.21978133295585
0.303770918305789,0.0339455934238395,4.57446570144305,0.224889377043485,0.206029376409965,5.22000541912144
0.303773438732378,0.0339387502954700,4.57474273815880,0.224846274113301,0.205964665177301,5.22054698180085
0.303767719632157,0.0339363618571021,4.57506212588706,0.224804707834888,0.205915511280943,5.22037189489732
0.303769634134203,0.0339400795936506,4.57457772622976,0.224778019623879,0.205851700107645,5.22077607068922
0.303776292292972,0.0339362400729914,4.57422277556838,0.224749461338928,0.205786032506713,5.22100181338649
0.303775512289621,0.0339359036240082,4.57425402034660,0.224713177250260,0.205743534627693,5.22149593454033
0.303773476881752,0.0339375094772657,4.57473378749461,0.224684161771414,0.205690136585701,5.22128081868561
0.303768301303024,0.0339314590178190,4.57504969211587,0.224631138937427,0.205613073750487,5.22229613488521
0.303774606589614,0.0339363009422743,4.57467850658696,0.224606977201423,0.205559812945114,5.22156881630222
0.303781869757314,0.0339438525099408,4.57437224580783,0.224561454801861,0.205479445701792,5.22273905772717
0.303775670782310,0.0339367602367958,4.57463586706154,0.224532841900889,0.205421916784540,5.22238451389725
0.303776168022529,0.0339366870643288,4.57470410116280,0.224490658287655,0.205357761703351,5.22289803744597
0.303781453270559,0.0339354154165671,4.57438148807346,0.224442832634803,0.205261481294773,5.22319450784758
0.303774501711257,0.0339315511934210,4.57478608835915,0.224424916593750,0.205194043289596,5.22256893479059
0.303775086539446,0.0339362201134672,4.57474741963134,0.224385805416760,0.205137023875639,5.22229883255446
0.303774624415254,0.0339311048882332,4.57430489166620,0.224359719939537,0.205072032216689,5.22052361255809
0.303778031687796,0.0339284038187375,4.57461712569827,0.224313406502454,0.205015295841893,5.22131596331755
0.303771358052642,0.0339338065361721,4.57484353421259,0.224268372962959,0.204961079180737,5.22141733686048
