c_a_x,c_a_y,ang_a,c_b_x,c_b_y,ang_b
0.293884667068347,0.0683580227974059,0.368145902367130,0.256856043894645,0.218831011758650,3.29468585923476
0.293876239302613,0.0683645650278382,0.368530351303659,0.256848423105114,0.218846930290713,3.29521145471721
0.293887303612352,0.0683602967588319,0.369724700923278,0.256844196339935,0.218852086014592,3.29545780275009
0.293875940228592,0.0683628572554472,0.369705610315881,0.256842028821116,0.218846748624834,3.29485752143159
0.293880429207616,0.0683654710748179,0.369586434520116,0.256843902610715,0.218847052829880,3.29520392788682
0.293877810015998,0.0683674534334093,0.369370707203989,0.256833780189319,0.218847714153014,3.29505660366413
0.293873547318638,0.0683678868840029,0.369022252516085,0.256843942928701,0.218846587898327,3.29538280621526
0.293865994118964,0.0683699986106718,0.369320697390471,0.256832193290975,0.218851587104272,3.29527364164658
0.293867564077081,0.0683697376204593,0.369355505240876,0.256839334510709,0.218850598523691,3.29518484551284
0.293865243629275,0.0683640912088769,0.369225213809426,0.256833960637332,0.218856678144836,3.29547788133525
0.293867085713883,0.0683679496468039,0.369099157517340,0.256833630155864,0.218849242562811,3.29477661960310
0.293868963464022,0.0683697841006048,0.369655814736067,0.256833601328476,0.218854649284809,3.29529629219280
0.293864702213219,0.0683715793085688,0.369332970081140,0.256834598054412,0.218845149437335,3.29488698771485
0.293872043103915,0.0683717086669737,0.368941432409790,0.256841887793475,0.218858729364237,3.29526854434758
0.293873675775121,0.0683757135283418,0.368806218186703,0.256835983046310,0.218858209685923,3.29504349399428
0.293870110758260,0.0683755986766654,0.369020616024426,0.256841899052222,0.218855207309614,3.29511913579004
0.293872954886735,0.0683687662249195,0.369073477630999,0.256846793493903,0.218853510366763,3.29526943976407
0.293878924786180,0.0683695713200008,0.368853161020374,0.256841874561311,0.218853502712012,3.29530142019380
0.293867502270125,0.0683769987945557,0.368979662564718,0.256841099859523,0.218863385726679,3.29572552035043
0.293870433427921,0.0683805179881192,0.368828495907284,0.256841753951104,0.218864499904783,3.29576844544540
0.293870394280400,0.0683799211583856,0.368851806482421,0.256835332844002,0.218862396421312,3.29546712336033
0.293877094127921,0.0683861839389442,0.368525129841573,0.256837353864563,0.218865643713699,3.29554912571525
0.293878632737405,0.0683747742029787,0.369521857771832,0.256846873082862,0.218855217284898,3.29508692952048
0.293876779184502,0.0683813709457609,0.368713138022184,0.256846122415598,0.218853939267009,3.29503767294716
0.293882496447789,0.0683825244344576,0.368755447576813,0.256846720066285,0.218860580502062,3.29531528460073
0.293881632641942,0.0683790024908037,0.369163724285230,0.256841488099223,0.218860769132300,3.29561203429931
0.293885719681292,0.0683691360497575,0.369341954178581,0.256835117286565,0.218856590844079,3.29496436048351
0.293880627535347,0.0683813317961115,0.368413552736809,0.256836402462690,0.218856216009501,3.29523026761108
0.293884623911145,0.0683694360872792,0.369217291313411,0.256847760616041,0.218854331205382,3.29515154818807
0.293882205042337,0.0683762812038635,0.368905503222909,0.256848884685273,0.218860288998327,3.29578499878117
0.293884541564601,0.0683699586335061,0.369290721588782,0.256840111350577,0.218866678575742,3.29596301643089
0.293886003485147,0.0683734743562277,0.369172509593319,0.256842521390424,0.218853734847303,3.29539837931006
0.293882205042337,0.0683762812038635,0.368905503222909,0.256846949008582,0.218854009183160,3.29538091137713
0.293882547318637,0.0683668868840029,0.369022252516085,0.256855847041174,0.218847392509290,3.29519243728345
0.293889739682609,0.0683728370761454,0.369536518208023,0.256850672353459,0.218855569528453,3.29518494656354
0.293890331635144,0.0683772086360291,0.368994272432587,0.256837819749145,0.218861205429331,3.29553040171408
0.293883427775637,0.0683754275997833,0.368958656808739,0.256842085049152,0.218863304607991,3.29555917655709
0.293888402604702,0.0683719546148012,0.369174957415402,0.256852340501804,0.218867548215318,3.29577321741822
0.293887732966413,0.0683760946214361,0.369655319398087,0.256848791521759,0.218861502365860,3.29554025227230
0.293886304122751,0.0683738065029077,0.369348712999995,0.256850387034526,0.218862581349235,3.29557550333860
0.293886745418542,0.0683752016687252,0.369675763092166,0.256855517334091,0.218862647917902,3.29519886554561
0.293886787071828,0.0683797630178485,0.368978028620373,0.256854845455912,0.218862308012276,3.29592267884833
